"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JORGE BASADRE (000)",2359,2218,7,575,662,422,350,147,46,9,141,6103
"De 12 a 14 años (001)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (002)",46,40,1,37,2,,,,,,6,41
"De 20 a 24 años (003)",242,202,,154,41,4,3,,,,40,260
"De 25 a 29 años (004)",346,287,1,143,108,30,4,,1,,59,474
"De 30 a 34 años (005)",332,312,1,88,139,61,21,2,,,20,653
"De 35 a 39 años (006)",304,300,1,42,126,89,37,4,1,,4,748
"De 40 a 44 años (007)",256,253,1,43,85,66,52,5,1,,3,673
"De 45 a 49 años (008)",215,213,,22,62,55,57,15,2,,2,670
"De 50 y más años (009)",616,610,2,45,99,117,176,121,41,9,6,2583
"Conviviente (010)",799,773,2,274,242,121,93,29,12,,26,1811
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",30,26,,24,2,,,,,,4,28
"De 20 a 24 años (013)",150,141,,105,31,3,2,,,,9,184
"De 25 a 29 años (014)",167,158,1,71,67,15,3,,1,,9,271
"De 30 a 34 años (015)",149,147,,38,65,31,12,1,,,2,319
"De 35 a 39 años (016)",101,100,,13,39,34,11,2,1,,1,258
"De 40 a 44 años (017)",56,56,,11,12,14,16,2,1,,,168
"De 45 a 49 años (018)",46,46,,3,16,10,15,2,,,,144
"De 50 y más años (019)",99,99,1,9,10,14,34,22,9,,,439
"Separado(a) (020)",90,89,,28,18,17,14,10,2,,1,258
"De 20 a 24 años (023)",6,6,,5,1,,,,,,,7
"De 25 a 29 años (024)",10,10,,9,1,,,,,,,11
"De 30 a 34 años (025)",6,5,,3,1,1,,,,,1,8
"De 35 a 39 años (026)",18,18,,3,7,6,2,,,,,44
