"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1301,,9,34,6,836,,214,33,169,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",236,,2,5,1,29,,181,11,7,,
"Comercio al por mayor (031)",245,,2,7,5,198,,2,10,21,,
"Comercio al por menor (032)",820,,5,22,,609,,31,12,141,,
"Hoteles y restaurantes (033)",109,,,8,9,55,,,,37,,
"Trans., almac. y comunicaciones (034)",1607,1,2,28,9,2,,3,1434,128,,
"Intermediación financiera (035)",14,,2,3,9,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",263,,46,61,14,53,,8,11,70,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",386,19,26,14,119,13,,3,51,86,55,
"Enseñanza (038)",264,6,239,4,6,,,2,,7,,
"Servicios sociales y de salud (039)",49,,15,19,7,2,,,2,4,,
"Otras activ. serv.comun.soc y personales (040)",276,2,83,97,6,8,,3,11,66,,
"Hogares privados con servicio doméstico (041)",13,,,,,,,,,13,,
"Actividad economica no especificada (043)",73,,,1,1,,,,,,,71
"Mujeres (044)",5184,5,470,242,369,1975,118,646,63,1104,1,191
"Agric., ganadería, caza y silvicultura (045)",234,,1,,2,,87,,,144,,
"Pesca (046)",66,,,4,5,,31,,,26,,
"Explotación de minas y canteras (047)",4,,1,1,2,,,,,,,
"Industrias manufactureras (048)",732,,2,16,4,3,,639,40,28,,
"Suministro de electricidad, gas y agua (049)",2,,,,2,,,,,,,
"Construcción (050)",16,,,1,6,,,,5,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1731,,5,25,11,1509,,3,,178,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",12,,,,1,8,,3,,,,
"Comercio al por mayor (053)",90,,,3,3,77,,,,7,,
"Comercio al por menor (054)",1629,,5,22,7,1424,,,,171,,
"Hoteles y restaurantes (055)",604,,2,19,11,423,,1,,148,,
"Trans., almac. y comunicaciones (056)",73,,2,14,11,,,,9,37,,
"Intermediación financiera (057)",20,,1,4,14,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",140,,24,36,49,1,,,,30,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",318,3,17,45,210,1,,2,9,30,1,
"Enseñanza (060)",399,2,389,,8,,,,,,,
"Servicios sociales y de salud (061)",89,,19,61,1,6,,1,,1,,
"Otras activ. serv.comun.soc y personales (062)",153,,7,16,31,32,,,,67,,
"Hogares privados con servicio doméstico (063)",410,,,,,,,,,410,,
"Actividad economica no especificada (065)",193,,,,2,,,,,,,191
,,,,,,,,,,,,
"URBANA (066)",17776,33,906,584,570,2796,4631,1518,2273,4154,55,256
"Agric., ganadería, caza y silvicultura (067)",3520,,3,2,3,,2256,,2,1254,,
"Pesca (068)",3812,1,5,20,7,,2375,10,101,1293,,
"Explotación de minas y canteras (069)",23,,3,5,4,,,5,2,4,,
"Industrias manufactureras (070)",1627,,21,54,16,8,,1204,266,58,,
"Suministro de electricidad, gas y agua (071)",25,,1,4,3,,,4,7,6,,
"Construcción (072)",633,,6,17,7,,,63,386,154,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2852,,14,59,16,2242,,210,27,284,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",241,,2,5,2,37,,177,11,7,,
"Comercio al por mayor (075)",330,,2,10,7,272,,2,10,27,,
"Comercio al por menor (076)",2281,,10,44,7,1933,,31,6,250,,
"Hoteles y restaurantes (077)",660,,2,27,20,432,,1,,178,,
"Trans., almac. y comunicaciones (078)",1633,1,4,41,20,2,,3,1399,163,,
"Intermediación financiera (079)",34,,3,7,23,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",394,,70,95,63,52,,7,11,96,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",697,21,43,59,326,13,,5,60,115,55,
"Enseñanza (082)",644,8,609,4,14,,,2,,7,,
"Servicios sociales y de salud (083)",133,,32,77,8,8,,1,2,5,,
"Otras activ. serv.comun.soc y personales (084)",420,2,90,112,37,39,,3,10,127,,
"Hogares privados con servicio doméstico (085)",409,,,,,,,,,409,,
"Actividad economica no especificada (087)",260,,,1,3,,,,,,,256
"Hombres (088)",12835,28,454,345,204,904,4533,878,2239,3126,54,70
"Agric., ganadería, caza y silvicultura (089)",3345,,2,2,1,,2188,,2,1150,,
"Pesca (090)",3748,1,5,16,2,,2345,10,101,1268,,
"Explotación de minas y canteras (091)",19,,2,4,2,,,5,2,4,,
"Industrias manufactureras (092)",929,,19,38,12,5,,571,254,30,,
"Suministro de electricidad, gas y agua (093)",23,,1,4,1,,,4,7,6,,
"Construcción (094)",617,,6,16,1,,,63,381,150,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1171,,9,34,6,772,,207,27,116,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",229,,2,5,1,29,,174,11,7,,
"Comercio al por mayor (097)",243,,2,7,5,197,,2,10,20,,
"Comercio al por menor (098)",699,,5,22,,546,,31,6,89,,
"Hoteles y restaurantes (099)",104,,,8,9,51,,,,36,,
"Trans., almac. y comunicaciones (100)",1561,1,2,27,9,2,,3,1391,126,,
"Intermediación financiera (101)",14,,2,3,9,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",255,,46,59,14,52,,7,11,66,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",381,18,26,14,118,12,,3,51,85,54,
"Enseñanza (104)",261,6,236,4,6,,,2,,7,,
"Servicios sociales y de salud (105)",49,,15,19,7,2,,,2,4,,
"Otras activ. serv.comun.soc y personales (106)",273,2,83,96,6,8,,3,10,65,,
"Hogares privados con servicio doméstico (107)",13,,,,,,,,,13,,
"Actividad economica no especificada (109)",72,,,1,1,,,,,,,70
"Mujeres (110)",4941,5,452,239,366,1892,98,640,34,1028,1,186
"Agric., ganadería, caza y silvicultura (111)",175,,1,,2,,68,,,104,,
"Pesca (112)",64,,,4,5,,30,,,25,,
"Explotación de minas y canteras (113)",4,,1,1,2,,,,,,,
"Industrias manufactureras (114)",698,,2,16,4,3,,633,12,28,,
"Suministro de electricidad, gas y agua (115)",2,,,,2,,,,,,,
"Construcción (116)",16,,,1,6,,,,5,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1681,,5,25,10,1470,,3,,168,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",12,,,,1,8,,3,,,,
"Comercio al por mayor (119)",87,,,3,2,75,,,,7,,
"Comercio al por menor (120)",1582,,5,22,7,1387,,,,161,,
"Hoteles y restaurantes (121)",556,,2,19,11,381,,1,,142,,
"Trans., almac. y comunicaciones (122)",72,,2,14,11,,,,8,37,,
"Intermediación financiera (123)",20,,1,4,14,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",139,,24,36,49,,,,,30,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",316,3,17,45,208,1,,2,9,30,1,
"Enseñanza (126)",383,2,373,,8,,,,,,,
"Servicios sociales y de salud (127)",84,,17,58,1,6,,1,,1,,
"Otras activ. serv.comun.soc y personales (128)",147,,7,16,31,31,,,,62,,
"Hogares privados con servicio doméstico (129)",396,,,,,,,,,396,,
"Actividad economica no especificada (131)",188,,,,2,,,,,,,186
,,,,,,,,,,,,
"RURAL (132)",1373,1,21,7,4,153,502,27,87,564,1,6
"Agric., ganadería, caza y silvicultura (133)",838,,,,,,460,,1,377,,
"Pesca (134)",134,,,,,,42,3,,89,,
"Explotación de minas y canteras (135)",1,,,,,,,,1,,,
"Industrias manufactureras (136)",48,,,,,,,16,32,,,
"Construcción (138)",3,,,,,,,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",180,,,,1,103,,7,6,63,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",7,,,,,,,7,,,,
"Comercio al por mayor (141)",5,,,,1,3,,,,1,,
"Comercio al por menor (142)",168,,,,,100,,,6,62,,
"Hoteles y restaurantes (143)",53,,,,,46,,,,7,,
"Trans., almac. y comunicaciones (144)",47,,,1,,,,,44,2,,
"Activid.inmobil., empres. y alquileres (146)",9,,,2,,2,,1,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",7,1,,,3,1,,,,1,1,
"Enseñanza (148)",19,,19,,,,,,,,,
"Servicios sociales y de salud (149)",5,,2,3,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",9,,,1,,1,,,1,6,,
"Hogares privados con servicio doméstico (151)",14,,,,,,,,,14,,
"Actividad economica no especificada (153)",6,,,,,,,,,,,6
"Hombres (154)",1130,1,3,4,1,70,482,21,58,488,1,1
"Agric., ganadería, caza y silvicultura (155)",779,,,,,,441,,1,337,,
"Pesca (156)",132,,,,,,41,3,,88,,
"Explotación de minas y canteras (157)",1,,,,,,,,1,,,
"Industrias manufactureras (158)",14,,,,,,,10,4,,,
"Construcción (160)",3,,,,,,,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",130,,,,,64,,7,6,53,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",7,,,,,,,7,,,,
"Comercio al por mayor (163)",2,,,,,1,,,,1,,
"Comercio al por menor (164)",121,,,,,63,,,6,52,,
"Hoteles y restaurantes (165)",5,,,,,4,,,,1,,
"Trans., almac. y comunicaciones (166)",46,,,1,,,,,43,2,,
"Activid.inmobil., empres. y alquileres (168)",8,,,2,,1,,1,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",5,1,,,1,1,,,,1,1,
"Enseñanza (170)",3,,3,,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",3,,,1,,,,,1,1,,
"Actividad economica no especificada (175)",1,,,,,,,,,,,1
"Mujeres (176)",243,,18,3,3,83,20,6,29,76,,5
"Agric., ganadería, caza y silvicultura (177)",59,,,,,,19,,,40,,
"Pesca (178)",2,,,,,,1,,,1,,
"Industrias manufactureras (180)",34,,,,,,,6,28,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",50,,,,1,39,,,,10,,
"Comercio al por mayor (185)",3,,,,1,2,,,,,,
"Comercio al por menor (186)",47,,,,,37,,,,10,,
"Hoteles y restaurantes (187)",48,,,,,42,,,,6,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",1,,,,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",2,,,,2,,,,,,,
"Enseñanza (192)",16,,16,,,,,,,,,
"Servicios sociales y de salud (193)",5,,2,3,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",6,,,,,1,,,,5,,
"Hogares privados con servicio doméstico (195)",14,,,,,,,,,14,,
"Actividad economica no especificada (197)",5,,,,,,,,,,,5
