"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANCHIS (000)",33550,5806,3115,18259,524,5498,348
"Sin nivel (001)",3900,38,205,2479,45,1099,34
"Educación inicial (002)",40,3,3,18,,15,1
"Primaria (003)",11023,224,1017,7193,147,2331,111
"Secundaria (004)",10552,945,1476,6124,204,1629,174
"Superior no univ. incompleta (005)",1516,438,132,746,28,160,12
"Superior no univ. completa (006)",3566,2289,181,900,41,142,13
"Superior univ. incompleta (007)",901,372,60,357,30,81,1
"Superior univ. completa (008)",2052,1497,41,442,29,41,2
"Hombres (010)",19808,3332,2622,11366,370,2073,45
"Sin nivel (011)",1219,7,94,958,15,143,2
"Educación inicial (012)",22,2,1,10,,8,1
"Primaria (013)",6510,127,833,4615,101,817,17
"Secundaria (014)",7169,605,1321,4171,160,889,23
"Superior no univ. incompleta (015)",939,255,118,469,20,76,1
"Superior no univ. completa (016)",2100,1263,167,570,30,69,1
"Superior univ. incompleta (017)",622,239,54,258,23,48,
"Superior univ. completa (018)",1227,834,34,315,21,23,
"Mujeres (020)",13742,2474,493,6893,154,3425,303
"Sin nivel (021)",2681,31,111,1521,30,956,32
"Educación inicial (022)",18,1,2,8,,7,
"Primaria (023)",4513,97,184,2578,46,1514,94
"Secundaria (024)",3383,340,155,1953,44,740,151
"Superior no univ. incompleta (025)",577,183,14,277,8,84,11
"Superior no univ. completa (026)",1466,1026,14,330,11,73,12
"Superior univ. incompleta (027)",279,133,6,99,7,33,1
"Superior univ. completa (028)",825,663,7,127,8,18,2
,,,,,,,
"URBANA (030)",20376,5284,1837,10608,369,1985,293
"Sin nivel (031)",1169,34,67,821,20,201,26
"Educación inicial (032)",10,3,1,3,,2,1
"Primaria (033)",4908,175,479,3392,75,700,87
"Secundaria (034)",7059,794,958,4245,160,747,155
"Superior no univ. incompleta (035)",1277,370,104,651,26,117,9
"Superior no univ. completa (036)",3172,2101,140,774,34,110,13
"Superior univ. incompleta (037)",827,352,52,322,28,73,
"Superior univ. completa (038)",1954,1455,36,400,26,35,2
"Hombres (040)",11572,2966,1575,6000,257,739,35
"Sin nivel (041)",245,6,21,185,6,26,1
"Educación inicial (042)",5,2,1,1,,,1
"Primaria (043)",2535,92,393,1766,47,224,13
"Secundaria (044)",4501,490,863,2666,120,343,19
"Superior no univ. incompleta (045)",759,210,92,395,18,44,
"Superior no univ. completa (046)",1814,1136,128,480,26,43,1
"Superior univ. incompleta (047)",560,222,47,229,21,41,
"Superior univ. completa (048)",1153,808,30,278,19,18,
"Mujeres (050)",8804,2318,262,4608,112,1246,258
"Sin nivel (051)",924,28,46,636,14,175,25
"Educación inicial (052)",5,1,,2,,2,
"Primaria (053)",2373,83,86,1626,28,476,74
"Secundaria (054)",2558,304,95,1579,40,404,136
"Superior no univ. incompleta (055)",518,160,12,256,8,73,9
"Superior no univ. completa (056)",1358,965,12,294,8,67,12
"Superior univ. incompleta (057)",267,130,5,93,7,32,
"Superior univ. completa (058)",801,647,6,122,7,17,2
,,,,,,,
"RURAL (060)",13174,522,1278,7651,155,3513,55
"Sin nivel (061)",2731,4,138,1658,25,898,8
"Educación inicial (062)",30,,2,15,,13,
"Primaria (063)",6115,49,538,3801,72,1631,24
"Secundaria (064)",3493,151,518,1879,44,882,19
"Superior no univ. incompleta (065)",239,68,28,95,2,43,3
"Superior no univ. completa (066)",394,188,41,126,7,32,
"Superior univ. incompleta (067)",74,20,8,35,2,8,1
"Superior univ. completa (068)",98,42,5,42,3,6,
"Hombres (070)",8236,366,1047,5366,113,1334,10
"Sin nivel (071)",974,1,73,773,9,117,1
"Educación inicial (072)",17,,,9,,8,
"Primaria (073)",3975,35,440,2849,54,593,4
"Secundaria (074)",2668,115,458,1505,40,546,4
"Superior no univ. incompleta (075)",180,45,26,74,2,32,1
"Superior no univ. completa (076)",286,127,39,90,4,26,
"Superior univ. incompleta (077)",62,17,7,29,2,7,
"Superior univ. completa (078)",74,26,4,37,2,5,
"Mujeres (080)",4938,156,231,2285,42,2179,45
"Sin nivel (081)",1757,3,65,885,16,781,7
"Educación inicial (082)",13,,2,6,,5,
"Primaria (083)",2140,14,98,952,18,1038,20
"Secundaria (084)",825,36,60,374,4,336,15
"Superior no univ. incompleta (085)",59,23,2,21,,11,2
"Superior no univ. completa (086)",108,61,2,36,3,6,
"Superior univ. incompleta (087)",12,3,1,6,,1,1
"Superior univ. completa (088)",24,16,1,5,1,1,
