"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMALIES (000)",18368,328,5925,6146,4625,1344
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",77,,9,39,29,
"Profes., científicos e intelectuales (002)",1050,,195,618,232,5
"Técnicos de nivel medio y trab. asimilados (003)",203,,66,97,37,3
"Jefes y empleados de oficina (004)",198,,80,77,39,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",908,1,266,348,242,51
"Agricult. trabaj. calif.agrop. y pesqueros (006)",6504,,1424,2251,2093,736
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",361,3,113,129,91,25
"Obreros construc., conf., papel, fab., instr. (008)",352,2,102,151,90,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",8240,322,3506,2273,1666,473
"Otra (010)",34,,9,22,3,
"Ocupación no especificada (011)",441,,155,141,103,42
"Hombres (012)",14186,228,4585,4651,3611,1111
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",58,,6,29,23,
"Profes., científicos e intelectuales (014)",591,,102,324,161,4
"Técnicos de nivel medio y trab. asimilados (015)",128,,41,53,31,3
"Jefes y empleados de oficina (016)",134,,40,55,37,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",353,,94,131,104,24
"Agricult. trabaj. calif.agrop. y pesqueros (018)",5915,,1292,2090,1870,663
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",307,2,96,109,79,21
"Obreros construc., conf., papel, fab., instr. (020)",350,2,102,149,90,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",6179,224,2761,1649,1175,370
"Otra (022)",34,,9,22,3,
"Ocupación no especificada (023)",137,,42,40,38,17
"Mujeres (024)",4182,100,1340,1495,1014,233
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",19,,3,10,6,
"Profes., científicos e intelectuales (026)",459,,93,294,71,1
"Técnicos de nivel medio y trab. asimilados (027)",75,,25,44,6,
"Jefes y empleados de oficina (028)",64,,40,22,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",555,1,172,217,138,27
"Agricult. trabaj. calif.agrop. y pesqueros (030)",589,,132,161,223,73
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",54,1,17,20,12,4
"Obreros construc., conf., papel, fab., instr. (032)",2,,,2,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",2061,98,745,624,491,103
