"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PACHITEA (000)",16666,425,6607,5148,3389,1097
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",20,,1,12,7,
"Profes., científicos e intelectuales (002)",324,,122,147,54,1
"Técnicos de nivel medio y trab. asimilados (003)",113,,54,46,11,2
"Jefes y empleados de oficina (004)",74,,34,29,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",748,6,215,299,181,47
"Agricult. trabaj. calif.agrop. y pesqueros (006)",8957,,2651,3159,2298,849
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",301,5,108,103,66,19
"Obreros construc., conf., papel, fab., instr. (008)",331,,104,130,91,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",5481,414,3199,1113,601,154
"Otra (010)",16,,3,11,2,
"Ocupación no especificada (011)",301,,116,99,67,19
"Hombres (012)",14501,365,5713,4484,2949,990
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",18,,,11,7,
"Profes., científicos e intelectuales (014)",165,,55,76,33,1
"Técnicos de nivel medio y trab. asimilados (015)",73,,30,34,8,1
"Jefes y empleados de oficina (016)",39,,15,16,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",335,4,91,130,86,24
"Agricult. trabaj. calif.agrop. y pesqueros (018)",8589,,2528,3055,2193,813
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",154,3,50,57,32,12
"Obreros construc., conf., papel, fab., instr. (020)",329,,103,130,90,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4719,358,2815,945,474,127
"Otra (022)",16,,3,11,2,
"Ocupación no especificada (023)",64,,23,19,16,6
"Mujeres (024)",2165,60,894,664,440,107
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",2,,1,1,,
"Profes., científicos e intelectuales (026)",159,,67,71,21,
"Técnicos de nivel medio y trab. asimilados (027)",40,,24,12,3,1
"Jefes y empleados de oficina (028)",35,,19,13,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",413,2,124,169,95,23
"Agricult. trabaj. calif.agrop. y pesqueros (030)",368,,123,104,105,36
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",147,2,58,46,34,7
"Obreros construc., conf., papel, fab., instr. (032)",2,,1,,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",762,56,384,168,127,27
"Ocupación no especificada (035)",237,,93,80,51,13
