"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",194,183,8,3,
,,,,,
"URBANA (036)",6626,5460,491,258,417
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,,3,5,15
"Profes., científicos e intelectuales (038)",674,154,189,175,156
"Técnicos de nivel medio y trab. asimilados (039)",114,51,12,9,42
"Jefes y empleados de oficina (040)",133,21,10,9,93
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1388,1310,61,7,10
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1302,1263,39,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",630,566,52,6,6
"Obreros construc.,conf.,papel, fab., instr. (044)",437,367,33,25,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1740,1611,80,15,34
"Otra (046)",45,,,,45
"Ocupación no especificada (047)",140,117,12,7,4
"Hombres (048)",3661,2887,306,168,300
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,,2,5,14
"Profes., científicos e intelectuales (050)",386,83,106,101,96
"Técnicos de nivel medio y trab. asimilados (051)",76,36,9,6,25
"Jefes y empleados de oficina (052)",94,14,9,6,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",539,499,27,6,7
"Agricult.trabaj.calif.agrop.y pesqueros (054)",851,823,28,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",435,390,35,5,5
"Obreros construc.,conf.,papel, fab., instr. (056)",405,337,32,24,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",734,647,48,11,28
"Otra (058)",44,,,,44
"Ocupación no especificada (059)",76,58,10,4,4
"Mujeres (060)",2965,2573,185,90,117
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,1,,1
"Profes., científicos e intelectuales (062)",288,71,83,74,60
"Técnicos de nivel medio y trab. asimilados (063)",38,15,3,3,17
"Jefes y empleados de oficina (064)",39,7,1,3,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",849,811,34,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",451,440,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",195,176,17,1,1
"Obreros construc.,conf.,papel, fab., instr. (068)",32,30,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1006,964,32,4,6
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",64,59,2,3,
,,,,,
"RURAL (072)",12392,11487,631,88,186
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",15,,,,15
"Profes., científicos e intelectuales (074)",159,42,34,32,51
"Técnicos de nivel medio y trab. asimilados (075)",23,18,2,2,1
"Jefes y empleados de oficina (076)",35,3,2,1,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",709,677,28,2,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5847,5722,125,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",717,622,82,10,3
"Obreros construc.,conf.,papel, fab., instr. (080)",720,535,150,27,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3933,3695,201,14,23
"Otra (082)",52,,,,52
"Ocupación no especificada (083)",182,173,7,,2
"Hombres (084)",7182,6463,472,78,169
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,,,,13
"Profes., científicos e intelectuales (086)",131,30,28,29,44
"Técnicos de nivel medio y trab. asimilados (087)",19,15,2,1,1
"Jefes y empleados de oficina (088)",28,2,,,26
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",354,339,13,,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4028,3934,94,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",548,463,74,8,3
"Obreros construc.,conf.,papel, fab., instr. (092)",713,528,150,27,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1244,1103,110,13,18
"Otra (094)",52,,,,52
"Ocupación no especificada (095)",52,49,1,,2
"Mujeres (096)",5210,5024,159,10,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",28,12,6,3,7
"Técnicos de nivel medio y trab. asimilados (099)",4,3,,1,
"Jefes y empleados de oficina (100)",7,1,2,1,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",355,338,15,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1819,1788,31,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",169,159,8,2,
"Obreros construc.,conf.,papel, fab., instr. (104)",7,7,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2689,2592,91,1,5
"Ocupación no especificada (107)",130,124,6,,
