"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia AMBO (000)",19829,60190,53326,,946,88.6,1.6
"De 12 a 14 años (001)",2359,7,6,,1,85.7,14.3
"De 15 a 19 años (002)",2783,408,403,116,98.8,28.4,
"De 20 a 24 años (003)",2053,1803,1765,230,97.9,12.8,
"De 25 a 29 años (004)",1857,3290,3195,195,97.1,5.9,
"De 30 a 34 años (005)",1761,4866,4643,186,95.4,3.8,
"De 35 a 39 años (006)",1682,6241,5893,143,94.4,2.3,
"De 40 a 44 años (007)",1437,6906,6322,58,91.5,0.8,
"De 45 a 49 años (008)",1251,6724,6083,17,90.5,0.3,
"De 50 y más años (009)",4646,29945,25016,,83.5,,
"Sin nivel (010)",5059,28829,24395,185,84.6,0.6,
"De 12 a 14 años (011)",32,,,,,,
"De 15 a 19 años (012)",135,49,49,11,100,22.4,
"De 20 a 24 años (013)",186,274,262,28,95.6,10.2,
"De 25 a 29 años (014)",298,727,708,29,97.4,4,
"De 30 a 34 años (015)",322,1149,1095,53,95.3,4.6,
"De 35 a 39 años (016)",401,1917,1778,39,92.7,2,
"De 40 a 44 años (017)",431,2495,2217,19,88.9,0.8,
"De 45 a 49 años (018)",431,2721,2414,6,88.7,0.2,
"De 50 y más años (019)",2823,19497,15872,,81.4,,
"Educacion Inicial (020)",18,33,33,1,100,3,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",1,,,,,,
"De 20 a 24 años (023)",6,9,9,,100,,
"De 30 a 34 años (025)",6,19,19,,100,,
"De 35 a 39 años (026)",2,5,5,1,100,20,
"Primaria (030)",8561,25014,22803,494,91.2,2,
"De 12 a 14 años (031)",1470,4,4,1,100,25,
"De 15 a 19 años (032)",910,210,206,58,98.1,27.6,
"De 20 a 24 años (033)",815,959,937,119,97.7,12.4,
"De 25 a 29 años (034)",834,1730,1669,103,96.5,6,
"De 30 a 34 años (035)",900,2821,2664,98,94.4,3.5,
"De 35 a 39 años (036)",816,3229,3044,76,94.3,2.4,
"De 40 a 44 años (037)",710,3485,3220,30,92.4,0.9,
"De 45 a 49 años (038)",602,3309,3003,9,90.8,0.3,
"De 50 y más años (039)",1504,9267,8056,,86.9,,
"Secundaria (040)",4760,4818,4648,213,96.5,4.4,
