"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia BOLOGNESI (000)",30725,16004,14721,19382,9823,9559,11343,6181,5162
"Menores de 1 año (001)",543,275,268,315,155,160,228,120,108
"Menores de 1 mes (002)",44,21,23,34,15,19,10,6,4
"De 1 a 11 meses (003)",499,254,245,281,140,141,218,114,104
"De 1 a 4 años (004)",2478,1269,1209,1500,773,727,978,496,482
"1 año (005)",547,271,276,336,162,174,211,109,102
"2 años (006)",637,345,292,382,206,176,255,139,116
"3 años (007)",666,327,339,404,199,205,262,128,134
"4 años (008)",628,326,302,378,206,172,250,120,130
"De 5 a 9 años (009)",3351,1729,1622,2097,1101,996,1254,628,626
"5 años (010)",614,310,304,372,199,173,242,111,131
"6 años (011)",637,349,288,390,212,178,247,137,110
"7 años (012)",695,363,332,435,228,207,260,135,125
"8 años (013)",707,356,351,449,233,216,258,123,135
"9 años (014)",698,351,347,451,229,222,247,122,125
"De 10 a 14 años (015)",3446,1778,1668,2249,1139,1110,1197,639,558
"10 años (016)",678,336,342,415,200,215,263,136,127
"11 años (017)",677,339,338,424,206,218,253,133,120
"12 años (018)",731,390,341,479,252,227,252,138,114
"13 años (019)",676,333,343,453,223,230,223,110,113
"14 años (020)",684,380,304,478,258,220,206,122,84
"De 15 a 19 años (021)",2654,1398,1256,1791,947,844,863,451,412
"15 años (022)",659,324,335,468,236,232,191,88,103
"16 años (023)",567,302,265,367,191,176,200,111,89
"17 años (024)",493,265,228,339,185,154,154,80,74
"18 años (025)",514,284,230,335,188,147,179,96,83
"19 años (026)",421,223,198,282,147,135,139,76,63
"De 20 a 24 años (027)",2453,1292,1161,1503,770,733,950,522,428
"20 años (028)",494,262,232,307,159,148,187,103,84
"21 años (029)",386,194,192,252,127,125,134,67,67
"22 años (030)",508,278,230,293,159,134,215,119,96
"23 años (031)",512,274,238,310,158,152,202,116,86
"24 años (032)",553,284,269,341,167,174,212,117,95
"De 25 a 29 años (033)",2388,1335,1053,1438,742,696,950,593,357
"25 años (034)",492,278,214,286,158,128,206,120,86
"26 años (035)",466,265,201,295,155,140,171,110,61
"27 años (036)",536,300,236,319,170,149,217,130,87
"28 años (037)",478,264,214,296,148,148,182,116,66
"29 años (038)",416,228,188,242,111,131,174,117,57
"De 30 a 34 años (039)",2137,1177,960,1374,710,664,763,467,296
"30 años (040)",582,320,262,362,185,177,220,135,85
"31 años (041)",344,197,147,216,120,96,128,77,51
"32 años (042)",437,242,195,289,143,146,148,99,49
"33 años (043)",427,236,191,277,148,129,150,88,62
"34 años (044)",347,182,165,230,114,116,117,68,49
"De 35 a 39 años (045)",2026,1087,939,1253,628,625,773,459,314
"35 años (046)",397,240,157,237,133,104,160,107,53
