"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",15842,880,2257,2412,1608,2108,1797,3183,1597
"Sabe leer y escribir (001)",12091,,1507,2386,1589,1988,1594,2300,727
"No sabe leer y escribir (002)",3751,880,750,26,19,120,203,883,870
"Hombres (004)",7882,454,1136,1238,853,995,899,1535,772
"Sabe leer y escribir (005)",6560,,734,1225,847,967,855,1366,566
"No sabe leer y escribir (006)",1322,454,402,13,6,28,44,169,206
"Mujeres (008)",7960,426,1121,1174,755,1113,898,1648,825
"Sabe leer y escribir (009)",5531,,773,1161,742,1021,739,934,161
"No sabe leer y escribir (010)",2429,426,348,13,13,92,159,714,664
,,,,,,,,,
"URBANA (012)",4175,218,500,523,403,671,552,906,402
"Sabe leer y escribir (013)",3532,,374,519,399,660,529,796,255
"No sabe leer y escribir (014)",643,218,126,4,4,11,23,110,147
"Hombres (016)",2135,110,255,280,220,315,299,466,190
"Sabe leer y escribir (017)",1894,,183,278,219,313,289,443,169
"No sabe leer y escribir (018)",241,110,72,2,1,2,10,23,21
"Mujeres (020)",2040,108,245,243,183,356,253,440,212
"Sabe leer y escribir (021)",1638,,191,241,180,347,240,353,86
"No sabe leer y escribir (022)",402,108,54,2,3,9,13,87,126
,,,,,,,,,
"RURAL (024)",11667,662,1757,1889,1205,1437,1245,2277,1195
"Sabe leer y escribir (025)",8559,,1133,1867,1190,1328,1065,1504,472
"No sabe leer y escribir (026)",3108,662,624,22,15,109,180,773,723
"Hombres (028)",5747,344,881,958,633,680,600,1069,582
"Sabe leer y escribir (029)",4666,,551,947,628,654,566,923,397
"No sabe leer y escribir (030)",1081,344,330,11,5,26,34,146,185
"Mujeres (032)",5920,318,876,931,572,757,645,1208,613
"Sabe leer y escribir (033)",3893,,582,920,562,674,499,581,75
"No sabe leer y escribir (034)",2027,318,294,11,10,83,146,627,538
