"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2937,1886,551,431,69
"Otra (034)",29,,,,29
"Ocupación no especificada (035)",229,206,13,7,3
,,,,,
"URBANA (036)",17888,12183,2418,1826,1461
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",51,2,9,16,24
"Profes., científicos e intelectuales (038)",1335,379,193,483,280
"Técnicos de nivel medio y trab. asimilados (039)",841,491,96,75,179
"Jefes y empleados de oficina (040)",648,189,102,102,255
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2821,2572,142,60,47
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1679,1442,197,35,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1156,957,107,37,55
"Obreros construc.,conf.,papel, fab., instr. (044)",1861,1486,162,129,84
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6934,4419,1370,877,268
"Otra (046)",256,,,,256
"Ocupación no especificada (047)",306,246,40,12,8
"Hombres (048)",11415,7894,1577,993,951
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",25,2,2,8,13
"Profes., científicos e intelectuales (050)",569,182,83,181,123
"Técnicos de nivel medio y trab. asimilados (051)",510,312,64,53,81
"Jefes y empleados de oficina (052)",281,73,42,40,126
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1053,899,76,44,34
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1502,1306,157,34,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",975,796,97,31,51
"Obreros construc.,conf.,papel, fab., instr. (056)",1809,1441,160,128,80
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4322,2782,868,467,205
"Otra (058)",228,,,,228
"Ocupación no especificada (059)",141,101,28,7,5
"Mujeres (060)",6473,4289,841,833,510
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",26,,7,8,11
"Profes., científicos e intelectuales (062)",766,197,110,302,157
"Técnicos de nivel medio y trab. asimilados (063)",331,179,32,22,98
"Jefes y empleados de oficina (064)",367,116,60,62,129
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1768,1673,66,16,13
"Agricult.trabaj.calif.agrop.y pesqueros (066)",177,136,40,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",181,161,10,6,4
"Obreros construc.,conf.,papel, fab., instr. (068)",52,45,2,1,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2612,1637,502,410,63
"Otra (070)",28,,,,28
"Ocupación no especificada (071)",165,145,12,5,3
,,,,,
"RURAL (072)",4294,3487,605,146,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,,,,1
"Profes., científicos e intelectuales (074)",37,17,6,11,3
"Técnicos de nivel medio y trab. asimilados (075)",36,21,4,2,9
"Jefes y empleados de oficina (076)",26,8,7,2,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",268,230,35,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",519,480,32,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1932,1595,329,6,2
"Obreros construc.,conf.,papel, fab., instr. (080)",121,92,13,10,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1263,969,174,103,17
"Otra (082)",7,,,,7
"Ocupación no especificada (083)",84,75,5,3,1
"Hombres (084)",3480,2832,504,111,33
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,,1
"Profes., científicos e intelectuales (086)",10,3,2,4,1
"Técnicos de nivel medio y trab. asimilados (087)",16,13,1,1,1
"Jefes y empleados de oficina (088)",11,4,3,1,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",84,75,7,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",480,446,28,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1798,1470,321,5,2
"Obreros construc.,conf.,papel, fab., instr. (092)",116,87,13,10,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",938,720,125,82,11
"Otra (094)",6,,,,6
"Ocupación no especificada (095)",20,14,4,1,1
"Mujeres (096)",814,655,101,35,23
"Profes., científicos e intelectuales (098)",27,14,4,7,2
"Técnicos de nivel medio y trab. asimilados (099)",20,8,3,1,8
"Jefes y empleados de oficina (100)",15,4,4,1,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",184,155,28,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",39,34,4,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",134,125,8,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,5,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",325,249,49,21,6
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",64,61,1,2,
