"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",194,2,53,57,56,26
"Secundaria (034)",198,1,122,59,15,1
"Superior no univ. incompleta (035)",15,,10,3,2,
"Superior no univ. completa (036)",24,,14,9,1,
"Superior univ. incompleta (037)",4,,1,2,1,
"Superior univ. completa (038)",14,,7,7,,
"No PEA (040)",10768,4223,2531,1367,1401,1246
"Sin nivel (041)",1871,117,99,272,601,782
"Educación inicial (042)",338,330,5,3,,
"Primaria (043)",5465,3219,607,628,592,419
"Secundaria (044)",2745,557,1650,364,150,24
"Superior no univ. incompleta (045)",129,,93,24,6,6
"Superior no univ. completa (046)",108,,47,38,18,5
"Superior univ. incompleta (047)",36,,19,9,5,3
"Superior univ. completa (048)",76,,11,29,29,7
,,,,,,
"URBANA (060)",3857,923,1074,801,657,402
"Sin nivel (061)",305,15,15,37,89,149
"Educación inicial (062)",87,84,2,1,,
"Primaria (063)",1301,645,112,129,222,193
"Secundaria (064)",1342,179,676,298,156,33
"Superior no univ. incompleta (065)",164,,100,45,13,6
"Superior no univ. completa (066)",278,,86,128,58,6
"Superior univ. incompleta (067)",98,,42,31,22,3
"Superior univ. completa (068)",282,,41,132,97,12
"PEA (070)",1366,6,431,493,339,97
"Sin nivel (071)",46,,2,16,19,9
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",235,4,45,51,74,61
"Secundaria (074)",498,1,225,164,91,17
"Superior no univ. incompleta (075)",90,,46,32,10,2
"Superior no univ. completa (076)",206,,57,100,48,1
"Superior univ. incompleta (077)",69,,26,23,19,1
"Superior univ. completa (078)",220,,30,106,78,6
"Ocupada (080)",1235,5,375,453,318,84
"Sin nivel (081)",42,,2,15,18,7
"Educación inicial (082)",2,1,,1,,
"Primaria (083)",200,3,37,44,65,51
"Secundaria (084)",443,1,195,149,82,16
"Superior no univ. incompleta (085)",85,,43,31,9,2
"Superior no univ. completa (086)",189,,48,93,47,1
"Superior univ. incompleta (087)",67,,26,21,19,1
"Superior univ. completa (088)",207,,24,99,78,6
"Desocupada (090)",131,1,56,40,21,13
"Sin nivel (091)",4,,,1,1,2
"Primaria (093)",35,1,8,7,9,10
"Secundaria (094)",55,,30,15,9,1
"Superior no univ. incompleta (095)",5,,3,1,1,
"Superior no univ. completa (096)",17,,9,7,1,
"Superior univ. incompleta (097)",2,,,2,,
"Superior univ. completa (098)",13,,6,7,,
"No PEA (100)",2491,917,643,308,318,305
"Sin nivel (101)",259,15,13,21,70,140
"Educación inicial (102)",85,83,2,,,
"Primaria (103)",1066,641,67,78,148,132
"Secundaria (104)",844,178,451,134,65,16
"Superior no univ. incompleta (105)",74,,54,13,3,4
"Superior no univ. completa (106)",72,,29,28,10,5
"Superior univ. incompleta (107)",29,,16,8,3,2
"Superior univ. completa (108)",62,,11,26,19,6
,,,,,,
"RURAL (120)",10678,3319,2642,1788,1734,1195
"Sin nivel (121)",1877,103,106,298,648,722
"Educación inicial (122)",256,247,5,4,,
"Primaria (123)",5516,2588,760,874,841,453
"Secundaria (124)",2692,381,1621,497,178,15
"Superior no univ. incompleta (125)",108,,72,25,9,2
"Superior no univ. completa (126)",132,,53,57,22,
"Superior univ. incompleta (127)",30,,11,9,9,1
"Superior univ. completa (128)",67,,14,24,27,2
"PEA (130)",2401,13,754,729,651,254
"Sin nivel (131)",265,1,20,47,117,80
"Educación inicial (132)",3,,2,1,,
"Primaria (133)",1117,10,220,324,397,166
"Secundaria (134)",791,2,422,267,93,7
"Superior no univ. incompleta (135)",53,,33,14,6,
"Superior no univ. completa (136)",96,,35,47,14,
"Superior univ. incompleta (137)",23,,8,8,7,
"Superior univ. completa (138)",53,,14,21,17,1
"Ocupada (140)",2046,10,598,624,583,231
"Sin nivel (141)",234,,17,40,104,73
"Educación inicial (142)",1,,,1,,
"Primaria (143)",958,9,175,274,350,150
"Secundaria (144)",648,1,330,223,87,7
"Superior no univ. incompleta (145)",43,,26,12,5,
"Superior no univ. completa (146)",89,,30,45,14,
"Superior univ. incompleta (147)",21,,7,8,6,
"Superior univ. completa (148)",52,,13,21,17,1
"Desocupada (150)",355,3,156,105,68,23
"Sin nivel (151)",31,1,3,7,13,7
"Educación inicial (152)",2,,2,,,
"Primaria (153)",159,1,45,50,47,16
"Secundaria (154)",143,1,92,44,6,
"Superior no univ. incompleta (155)",10,,7,2,1,
"Superior no univ. completa (156)",7,,5,2,,
"Superior univ. incompleta (157)",2,,1,,1,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",8277,3306,1888,1059,1083,941
"Sin nivel (161)",1612,102,86,251,531,642
"Educación inicial (162)",253,247,3,3,,
"Primaria (163)",4399,2578,540,550,444,287
"Secundaria (164)",1901,379,1199,230,85,8
"Superior no univ. incompleta (165)",55,,39,11,3,2
"Superior no univ. completa (166)",36,,18,10,8,
"Superior univ. incompleta (167)",7,,3,1,2,1
"Superior univ. completa (168)",14,,,3,10,1
