"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",475,456,12,4,3
,,,,,
"URBANA (036)",7208,5247,756,506,699
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",40,2,7,3,28
"Profes., científicos e intelectuales (038)",1494,434,430,312,318
"Técnicos de nivel medio y trab. asimilados (039)",249,145,27,23,54
"Jefes y empleados de oficina (040)",272,56,38,42,136
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1172,1100,41,16,15
"Agricult.trabaj.calif.agrop.y pesqueros (042)",889,857,32,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",675,613,32,18,12
"Obreros construc.,conf.,papel, fab., instr. (044)",702,582,55,38,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1473,1280,76,42,75
"Otra (046)",28,,,,28
"Ocupación no especificada (047)",214,178,18,12,6
"Hombres (048)",4369,3202,449,303,415
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",32,1,4,1,26
"Profes., científicos e intelectuales (050)",733,195,221,162,155
"Técnicos de nivel medio y trab. asimilados (051)",165,97,21,18,29
"Jefes y empleados de oficina (052)",136,28,15,20,73
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",450,415,14,10,11
"Agricult.trabaj.calif.agrop.y pesqueros (054)",840,814,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",424,381,23,11,9
"Obreros construc.,conf.,papel, fab., instr. (056)",637,521,53,38,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",830,679,60,34,57
"Otra (058)",27,,,,27
"Ocupación no especificada (059)",95,71,12,9,3
"Mujeres (060)",2839,2045,307,203,284
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,1,3,2,2
"Profes., científicos e intelectuales (062)",761,239,209,150,163
"Técnicos de nivel medio y trab. asimilados (063)",84,48,6,5,25
"Jefes y empleados de oficina (064)",136,28,23,22,63
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",722,685,27,6,4
"Agricult.trabaj.calif.agrop.y pesqueros (066)",49,43,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",251,232,9,7,3
"Obreros construc.,conf.,papel, fab., instr. (068)",65,61,2,,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",643,601,16,8,18
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",119,107,6,3,3
,,,,,
"RURAL (072)",16658,15863,567,118,110
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,,2,,12
"Profes., científicos e intelectuales (074)",286,147,110,17,12
"Técnicos de nivel medio y trab. asimilados (075)",55,39,2,3,11
"Jefes y empleados de oficina (076)",28,7,5,1,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",330,320,9,1,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",9081,8936,145,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",704,677,14,11,2
"Obreros construc.,conf.,papel, fab., instr. (080)",430,389,27,11,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5163,4803,237,71,52
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",566,545,16,3,2
"Hombres (084)",13775,13126,454,105,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,,1,,12
"Profes., científicos e intelectuales (086)",156,66,74,10,6
"Técnicos de nivel medio y trab. asimilados (087)",37,28,,3,6
"Jefes y empleados de oficina (088)",21,5,3,,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",108,104,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",8780,8645,135,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",144,123,9,10,2
"Obreros construc.,conf.,papel, fab., instr. (092)",191,150,27,11,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4114,3809,191,69,45
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",210,196,10,2,2
"Mujeres (096)",2883,2737,113,13,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,1,,
"Profes., científicos e intelectuales (098)",130,81,36,7,6
"Técnicos de nivel medio y trab. asimilados (099)",18,11,2,,5
"Jefes y empleados de oficina (100)",7,2,2,1,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",222,216,5,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",301,291,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",560,554,5,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",239,239,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1049,994,46,2,7
"Ocupación no especificada (107)",356,349,6,1,
