"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PISCO (000)",48472,10677,16250,15679,686,1762,661,2757
"Agric., ganadería, caza y silvicultura (001)",10362,111,6002,3215,206,828,,
"Pesca (002)",1828,55,425,1299,36,13,,
"Explotación de minas y canteras (003)",303,104,181,16,,2,,
"Industrias manufactureras (004)",5305,644,3692,890,48,31,,
"Suministro de electricidad, gas y agua (005)",136,37,90,6,2,1,,
"Construcción (006)",3729,167,2648,843,47,24,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",7459,1180,637,4866,167,609,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1122,168,424,486,34,10,,
"Comercio al por mayor (009)",481,180,87,161,19,34,,
"Comercio al por menor (010)",5856,832,126,4219,114,565,,
"Hoteles y restaurantes (011)",1847,632,177,865,62,111,,
"Trans., almac. y comunicaciones (012)",4439,887,1015,2454,45,38,,
"Intermediación financiera (013)",183,174,3,6,,,,
"Activid.inmobil., empres. y alquileres (014)",2289,1605,326,320,27,11,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1872,1574,298,,,,,
"Enseñanza (016)",2183,2095,4,74,8,2,,
"Servicios sociales y de salud (017)",773,642,12,107,11,1,,
"Otras activ. serv.comun.soc y personales (018)",1232,497,266,429,15,25,,
"Hogares privados con servicio doméstico (019)",661,,,,,,661,
"Organiz. y organos extraterritoriales (020)",5,5,,,,,,
"Actividad economica no especificada (021)",1109,268,474,289,12,66,,
"Desocupado (022)",2757,,,,,,,2757
"Hombres (023)",33967,6414,13068,11239,503,827,81,1835
"Agric., ganadería, caza y silvicultura (024)",7874,88,4377,2759,169,481,,
"Pesca (025)",1748,40,395,1265,36,12,,
"Explotación de minas y canteras (026)",295,101,176,16,,2,,
"Industrias manufactureras (027)",3940,512,2678,683,44,23,,
"Suministro de electricidad, gas y agua (028)",127,34,84,6,2,1,,
"Construcción (029)",3621,146,2584,827,46,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",3905,607,615,2409,96,178,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1039,116,417,469,30,7,,
"Comercio al por mayor (032)",316,118,83,92,15,8,,
"Comercio al por menor (033)",2550,373,115,1848,51,163,,
"Hoteles y restaurantes (034)",513,209,74,170,24,36,,
"Trans., almac. y comunicaciones (035)",4166,705,994,2401,39,27,,
"Intermediación financiera (036)",102,97,3,2,,,,
"Activid.inmobil., empres. y alquileres (037)",1860,1284,283,262,23,8,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1472,1283,189,,,,,
"Enseñanza (039)",684,648,4,27,5,,,
"Servicios sociales y de salud (040)",282,212,7,57,6,,,
"Otras activ. serv.comun.soc y personales (041)",773,298,228,220,7,20,,
"Hogares privados con servicio doméstico (042)",81,,,,,,81,
"Organiz. y organos extraterritoriales (043)",2,2,,,,,,
"Actividad economica no especificada (044)",687,148,377,135,6,21,,
"Desocupado (045)",1835,,,,,,,1835
"Mujeres (046)",14505,4263,3182,4440,183,935,580,922
"Agric., ganadería, caza y silvicultura (047)",2488,23,1625,456,37,347,,
"Pesca (048)",80,15,30,34,,1,,
"Explotación de minas y canteras (049)",8,3,5,,,,,
"Industrias manufactureras (050)",1365,132,1014,207,4,8,,
"Suministro de electricidad, gas y agua (051)",9,3,6,,,,,
"Construcción (052)",108,21,64,16,1,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3554,573,22,2457,71,431,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",83,52,7,17,4,3,,
"Comercio al por mayor (055)",165,62,4,69,4,26,,
"Comercio al por menor (056)",3306,459,11,2371,63,402,,
"Hoteles y restaurantes (057)",1334,423,103,695,38,75,,
"Trans., almac. y comunicaciones (058)",273,182,21,53,6,11,,
"Intermediación financiera (059)",81,77,,4,,,,
"Activid.inmobil., empres. y alquileres (060)",429,321,43,58,4,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",400,291,109,,,,,
"Enseñanza (062)",1499,1447,,47,3,2,,
"Servicios sociales y de salud (063)",491,430,5,50,5,1,,
"Otras activ. serv.comun.soc y personales (064)",459,199,38,209,8,5,,
"Hogares privados con servicio doméstico (065)",580,,,,,,580,
"Organiz. y organos extraterritoriales (066)",3,3,,,,,,
"Actividad economica no especificada (067)",422,120,97,154,6,45,,
"Desocupado (068)",922,,,,,,,922
,,,,,,,,
"URBANA (069)",42532,10123,13868,13459,609,1239,625,2609
"Agric., ganadería, caza y silvicultura (070)",6098,93,4028,1491,141,345,,
"Pesca (071)",1798,53,415,1281,36,13,,
"Explotación de minas y canteras (072)",280,89,174,15,,2,,
"Industrias manufactureras (073)",5105,620,3550,858,47,30,,
"Suministro de electricidad, gas y agua (074)",128,35,86,5,2,,,
"Construcción (075)",3592,160,2559,802,47,24,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",7202,1133,618,4702,159,590,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1052,148,406,457,31,10,,
"Comercio al por mayor (078)",467,176,87,154,18,32,,
"Comercio al por menor (079)",5683,809,125,4091,110,548,,
"Hoteles y restaurantes (080)",1784,619,161,840,61,103,,
"Trans., almac. y comunicaciones (081)",4200,843,970,2306,44,37,,
"Intermediación financiera (082)",180,171,3,6,,,,
"Activid.inmobil., empres. y alquileres (083)",2113,1457,309,309,27,11,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1788,1502,286,,,,,
"Enseñanza (085)",2093,2009,4,70,8,2,,
"Servicios sociales y de salud (086)",728,605,8,103,11,1,,
"Otras activ. serv.comun.soc y personales (087)",1186,466,259,421,15,25,,
"Hogares privados con servicio doméstico (088)",625,,,,,,625,
"Organiz. y organos extraterritoriales (089)",5,5,,,,,,
"Actividad economica no especificada (090)",1018,263,438,250,11,56,,
"Desocupado (091)",2609,,,,,,,2609
"Hombres (092)",29315,6020,11188,9357,435,515,69,1731
"Agric., ganadería, caza y silvicultura (093)",4406,70,2818,1228,111,179,,
"Pesca (094)",1720,38,386,1248,36,12,,
"Explotación de minas y canteras (095)",273,86,170,15,,2,,
"Industrias manufactureras (096)",3803,494,2586,657,43,23,,
"Suministro de electricidad, gas y agua (097)",119,32,80,5,2,,,
"Construcción (098)",3486,139,2496,787,46,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",3765,584,597,2320,90,174,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",977,103,400,440,27,7,,
"Comercio al por mayor (101)",311,117,83,89,14,8,,
"Comercio al por menor (102)",2477,364,114,1791,49,159,,
"Hoteles y restaurantes (103)",496,206,67,166,23,34,,
"Trans., almac. y comunicaciones (104)",3933,664,950,2255,38,26,,
"Intermediación financiera (105)",101,96,3,2,,,,
"Activid.inmobil., empres. y alquileres (106)",1695,1145,266,253,23,8,,
