"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PICOTA (000)",14442,1365,2924,7109,387,2111,546
"Sin nivel (001)",565,6,131,281,10,110,27
"Educación inicial (002)",17,,3,5,,9,
"Primaria (003)",7443,128,1487,4009,205,1297,317
"Secundaria (004)",4894,388,1160,2385,138,638,185
"Superior no univ. incompleta (005)",380,120,59,151,10,30,10
"Superior no univ. completa (006)",689,440,54,158,12,19,6
"Superior univ. incompleta (007)",152,74,16,52,5,5,
"Superior univ. completa (008)",302,209,14,68,7,3,1
"Hombres (010)",11004,838,2561,5984,345,1253,23
"Sin nivel (011)",369,3,97,223,7,37,2
"Educación inicial (012)",15,,3,5,,7,
"Primaria (013)",5695,78,1267,3416,183,744,7
"Secundaria (014)",3891,258,1063,2003,123,431,13
"Superior no univ. incompleta (015)",264,66,52,118,10,17,1
"Superior no univ. completa (016)",452,261,50,121,10,10,
"Superior univ. incompleta (017)",116,46,16,45,5,4,
"Superior univ. completa (018)",202,126,13,53,7,3,
"Mujeres (020)",3438,527,363,1125,42,858,523
"Sin nivel (021)",196,3,34,58,3,73,25
"Educación inicial (022)",2,,,,,2,
"Primaria (023)",1748,50,220,593,22,553,310
"Secundaria (024)",1003,130,97,382,15,207,172
"Superior no univ. incompleta (025)",116,54,7,33,,13,9
"Superior no univ. completa (026)",237,179,4,37,2,9,6
"Superior univ. incompleta (027)",36,28,,7,,1,
"Superior univ. completa (028)",100,83,1,15,,,1
,,,,,,,
"URBANA (030)",9068,1242,1894,4162,222,1064,484
"Sin nivel (031)",212,6,67,71,2,44,22
"Educación inicial (032)",10,,,4,,6,
"Primaria (033)",3907,104,878,2000,93,555,277
"Secundaria (034)",3558,352,824,1707,94,411,170
"Superior no univ. incompleta (035)",336,113,51,129,10,25,8
"Superior no univ. completa (036)",633,405,50,146,11,15,6
"Superior univ. incompleta (037)",135,72,11,42,5,5,
"Superior univ. completa (038)",277,190,13,63,7,3,1
"Hombres (040)",6475,759,1642,3282,189,586,17
"Sin nivel (041)",114,3,47,48,,14,2
"Educación inicial (042)",9,,,4,,5,
"Primaria (043)",2722,63,727,1574,77,279,2
"Secundaria (044)",2703,231,755,1364,81,260,12
"Superior no univ. incompleta (045)",229,62,44,99,10,13,1
"Superior no univ. completa (046)",411,239,46,109,9,8,
"Superior univ. incompleta (047)",100,45,11,35,5,4,
"Superior univ. completa (048)",187,116,12,49,7,3,
"Mujeres (050)",2593,483,252,880,33,478,467
"Sin nivel (051)",98,3,20,23,2,30,20
"Educación inicial (052)",1,,,,,1,
"Primaria (053)",1185,41,151,426,16,276,275
"Secundaria (054)",855,121,69,343,13,151,158
"Superior no univ. incompleta (055)",107,51,7,30,,12,7
"Superior no univ. completa (056)",222,166,4,37,2,7,6
"Superior univ. incompleta (057)",35,27,,7,,1,
"Superior univ. completa (058)",90,74,1,14,,,1
,,,,,,,
"RURAL (060)",5374,123,1030,2947,165,1047,62
"Sin nivel (061)",353,,64,210,8,66,5
"Educación inicial (062)",7,,3,1,,3,
"Primaria (063)",3536,24,609,2009,112,742,40
"Secundaria (064)",1336,36,336,678,44,227,15
"Superior no univ. incompleta (065)",44,7,8,22,,5,2
"Superior no univ. completa (066)",56,35,4,12,1,4,
"Superior univ. incompleta (067)",17,2,5,10,,,
"Superior univ. completa (068)",25,19,1,5,,,
"Hombres (070)",4529,79,919,2702,156,667,6
"Sin nivel (071)",255,,50,175,7,23,
"Educación inicial (072)",6,,3,1,,2,
"Primaria (073)",2973,15,540,1842,106,465,5
"Secundaria (074)",1188,27,308,639,42,171,1
"Superior no univ. incompleta (075)",35,4,8,19,,4,
"Superior no univ. completa (076)",41,22,4,12,1,2,
"Superior univ. incompleta (077)",16,1,5,10,,,
"Superior univ. completa (078)",15,10,1,4,,,
"Mujeres (080)",845,44,111,245,9,380,56
"Sin nivel (081)",98,,14,35,1,43,5
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",563,9,69,167,6,277,35
"Secundaria (084)",148,9,28,39,2,56,14
"Superior no univ. incompleta (085)",9,3,,3,,1,2
"Superior no univ. completa (086)",15,13,,,,2,
"Superior univ. incompleta (087)",1,1,,,,,
"Superior univ. completa (088)",10,9,,1,,,
