"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MELGAR (000)",28102,27101,8777,3319,3247,2643,4027,2665,1462,961,1001,75625
"De 12 a 14 años (001)",2987,2975,2962,10,3,,,,,,12,16
"De 15 a 19 años (002)",3933,3881,3507,329,38,3,4,,,,52,430
"De 20 a 24 años (003)",3113,2758,1172,973,455,124,33,1,,,355,2395
"De 25 a 29 años (004)",2715,2444,379,736,680,382,239,24,4,,271,4444
"De 30 a 34 años (005)",2530,2415,187,389,661,506,528,125,17,2,115,6489
"De 35 a 39 años (006)",2363,2306,115,254,432,456,639,297,93,20,57,8168
"De 40 a 44 años (007)",2130,2104,90,142,289,338,621,372,181,71,26,9149
"De 45 a 49 años (008)",1702,1684,69,99,187,222,447,370,199,91,18,8167
"De 50 y más años (009)",6629,6534,296,387,502,612,1516,1476,968,777,95,36367
"Sin nivel (010)",4936,4856,288,313,384,429,1074,1090,732,546,80,26480
"De 12 a 14 años (011)",18,18,16,1,1,,,,,,,3
"De 15 a 19 años (012)",32,31,27,3,,,1,,,,1,7
"De 20 a 24 años (013)",44,34,12,10,8,4,,,,,10,38
"De 25 a 29 años (014)",68,61,10,13,16,7,11,3,1,,7,142
"De 30 a 34 años (015)",97,95,8,6,16,17,30,14,3,1,2,348
"De 35 a 39 años (016)",146,143,4,14,9,24,39,36,10,7,3,670
"De 40 a 44 años (017)",248,246,16,17,31,15,60,65,31,11,2,1197
"De 45 a 49 años (018)",263,261,9,17,19,18,66,71,44,17,2,1428
"De 50 y más años (019)",4020,3967,186,232,284,344,867,901,643,510,53,22647
"Educacion Inicial (020)",28,27,11,2,3,3,5,2,1,,1,58
"De 12 a 14 años (021)",6,6,5,,1,,,,,,,2
"De 15 a 19 años (022)",3,3,3,,,,,,,,,
