"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",26,7,8,6,4,1
"Actividad economica no especificada (043)",227,,86,54,41,46
"Mujeres (045)",9729,192,2407,2791,2897,1442
"Agric., ganadería, caza y silvicultura (046)",7087,146,1547,1858,2269,1267
"Pesca (047)",5,,1,3,1,
"Explotación de minas y canteras (048)",2,,1,,1,
"Industrias manufactureras (049)",384,7,111,129,96,41
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",20,,6,10,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",988,18,325,333,259,53
"Venta, mant.y rep. veh.autom.y motoc. (053)",9,,6,,3,
"Comercio al por mayor (054)",51,1,19,14,15,2
"Comercio al por menor (055)",928,17,300,319,241,51
"Hoteles y restaurantes (056)",251,8,94,80,58,11
"Trans., almac. y comunicaciones (057)",24,1,14,7,2,
"Intermediación financiera (058)",2,,,1,,1
"Activid.inmobil., empres. y alquileres (059)",20,,8,9,3,
"Admin.pub. y defensa; p. segur.soc.afil (060)",113,,50,44,18,1
"Enseñanza (061)",241,,53,143,44,1
"Servicios sociales y de salud (062)",102,,27,44,28,3
"Otras activ. serv.comun.soc y personales (063)",43,3,18,14,6,2
"Hogares privados con servicio doméstico (064)",142,8,61,34,29,10
"Actividad economica no especificada (066)",304,1,91,81,80,51
,,,,,,
"URBANA (067)",4735,98,1241,1708,1302,386
"Agric., ganadería, caza y silvicultura (068)",1041,31,225,266,349,170
"Pesca (069)",6,,1,2,1,2
"Explotación de minas y canteras (070)",45,,23,17,5,
"Industrias manufactureras (071)",232,4,79,72,51,26
"Suministro de electricidad, gas y agua (072)",17,,8,5,4,
"Construcción (073)",189,1,51,76,51,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1177,30,328,398,317,104
"Venta, mant.y rep. veh.autom.y motoc. (075)",46,,18,17,8,3
"Comercio al por mayor (076)",38,2,11,13,11,1
"Comercio al por menor (077)",1093,28,299,368,298,100
"Hoteles y restaurantes (078)",231,7,73,78,59,14
"Trans., almac. y comunicaciones (079)",277,5,94,100,66,12
"Intermediación financiera (080)",9,,3,3,2,1
"Activid.inmobil., empres. y alquileres (081)",76,,31,29,16,
"Admin.pub. y defensa; p. segur.soc.afil (082)",324,,92,154,74,4
"Enseñanza (083)",587,,68,327,186,6
"Servicios sociales y de salud (084)",162,,24,73,60,5
"Otras activ. serv.comun.soc y personales (085)",90,9,35,29,12,5
"Hogares privados con servicio doméstico (086)",67,10,27,15,13,2
"Actividad economica no especificada (088)",205,1,79,64,36,25
"Hombres (089)",2689,52,670,957,767,243
"Agric., ganadería, caza y silvicultura (090)",589,20,116,153,196,104
"Pesca (091)",6,,1,2,1,2
"Explotación de minas y canteras (092)",43,,22,17,4,
"Industrias manufactureras (093)",145,2,56,37,32,18
"Suministro de electricidad, gas y agua (094)",16,,8,4,4,
"Construcción (095)",180,1,49,71,49,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",445,12,117,132,123,61
"Venta, mant.y rep. veh.autom.y motoc. (097)",39,,14,17,5,3
"Comercio al por mayor (098)",14,1,4,4,4,1
"Comercio al por menor (099)",392,11,99,111,114,57
"Hoteles y restaurantes (100)",47,2,16,12,11,6
"Trans., almac. y comunicaciones (101)",259,5,83,95,64,12
"Intermediación financiera (102)",7,,3,2,2,
"Activid.inmobil., empres. y alquileres (103)",61,,26,22,13,
"Admin.pub. y defensa; p. segur.soc.afil (104)",241,,58,116,63,4
"Enseñanza (105)",385,,32,204,144,5
"Servicios sociales y de salud (106)",77,,7,34,34,2
"Otras activ. serv.comun.soc y personales (107)",63,6,26,18,8,5
"Hogares privados con servicio doméstico (108)",14,4,6,2,2,
"Actividad economica no especificada (110)",111,,44,36,17,14
"Mujeres (112)",2046,46,571,751,535,143
"Agric., ganadería, caza y silvicultura (113)",452,11,109,113,153,66
"Explotación de minas y canteras (115)",2,,1,,1,
"Industrias manufactureras (116)",87,2,23,35,19,8
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",9,,2,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",732,18,211,266,194,43
"Venta, mant.y rep. veh.autom.y motoc. (120)",7,,4,,3,
"Comercio al por mayor (121)",24,1,7,9,7,
"Comercio al por menor (122)",701,17,200,257,184,43
"Hoteles y restaurantes (123)",184,5,57,66,48,8
"Trans., almac. y comunicaciones (124)",18,,11,5,2,
"Intermediación financiera (125)",2,,,1,,1
"Activid.inmobil., empres. y alquileres (126)",15,,5,7,3,
"Admin.pub. y defensa; p. segur.soc.afil (127)",83,,34,38,11,
"Enseñanza (128)",202,,36,123,42,1
"Servicios sociales y de salud (129)",85,,17,39,26,3
"Otras activ. serv.comun.soc y personales (130)",27,3,9,11,4,
"Hogares privados con servicio doméstico (131)",53,6,21,13,11,2
"Actividad economica no especificada (133)",94,1,35,28,19,11
,,,,,,
"RURAL (134)",18457,295,4156,4983,5808,3215
"Agric., ganadería, caza y silvicultura (135)",15223,272,3083,3964,4937,2967
"Pesca (136)",95,1,19,49,22,4
"Explotación de minas y canteras (137)",56,,34,15,5,2
"Industrias manufactureras (138)",590,7,225,163,134,61
"Suministro de electricidad, gas y agua (139)",5,,2,2,1,
"Construcción (140)",497,3,121,166,167,40
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",576,3,210,178,147,38
"Venta, mant.y rep. veh.autom.y motoc. (142)",27,,22,3,2,
"Comercio al por mayor (143)",61,,19,17,21,4
"Comercio al por menor (144)",488,3,169,158,124,34
"Hoteles y restaurantes (145)",84,3,50,16,12,3
"Trans., almac. y comunicaciones (146)",223,1,81,86,52,3
"Intermediación financiera (147)",2,,2,,,
"Activid.inmobil., empres. y alquileres (148)",40,,17,15,8,
"Admin.pub. y defensa; p. segur.soc.afil (149)",192,,66,64,56,6
"Enseñanza (150)",354,,60,141,149,4
"Servicios sociales y de salud (151)",40,,18,15,4,3
"Otras activ. serv.comun.soc y personales (152)",53,,28,13,9,3
"Hogares privados con servicio doméstico (153)",101,5,42,25,20,9
"Actividad economica no especificada (155)",326,,98,71,85,72
"Hombres (156)",10774,149,2320,2943,3446,1916
"Agric., ganadería, caza y silvicultura (157)",8588,137,1645,2219,2821,1766
"Pesca (158)",90,1,18,46,21,4
"Explotación de minas y canteras (159)",56,,34,15,5,2
"Industrias manufactureras (160)",293,2,137,69,57,28
"Suministro de electricidad, gas y agua (161)",5,,2,2,1,
"Construcción (162)",486,3,117,161,166,39
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",320,3,96,111,82,28
"Venta, mant.y rep. veh.autom.y motoc. (164)",25,,20,3,2,
"Comercio al por mayor (165)",34,,7,12,13,2
"Comercio al por menor (166)",261,3,69,96,67,26
"Hoteles y restaurantes (167)",17,,13,2,2,
"Trans., almac. y comunicaciones (168)",217,,78,84,52,3
"Intermediación financiera (169)",2,,2,,,
"Activid.inmobil., empres. y alquileres (170)",35,,14,13,8,
"Admin.pub. y defensa; p. segur.soc.afil (171)",162,,50,58,49,5
"Enseñanza (172)",315,,43,121,147,4
"Servicios sociales y de salud (173)",23,,8,10,2,3
"Otras activ. serv.comun.soc y personales (174)",37,,19,10,7,1
"Hogares privados con servicio doméstico (175)",12,3,2,4,2,1
"Actividad economica no especificada (177)",116,,42,18,24,32
"Mujeres (179)",7683,146,1836,2040,2362,1299
"Agric., ganadería, caza y silvicultura (180)",6635,135,1438,1745,2116,1201
"Pesca (181)",5,,1,3,1,
"Industrias manufactureras (183)",297,5,88,94,77,33
"Construcción (185)",11,,4,5,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",256,,114,67,65,10
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,2,,,
"Comercio al por mayor (188)",27,,12,5,8,2
"Comercio al por menor (189)",227,,100,62,57,8
"Hoteles y restaurantes (190)",67,3,37,14,10,3
"Trans., almac. y comunicaciones (191)",6,1,3,2,,
"Activid.inmobil., empres. y alquileres (193)",5,,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",30,,16,6,7,1
"Enseñanza (195)",39,,17,20,2,
"Servicios sociales y de salud (196)",17,,10,5,2,
"Otras activ. serv.comun.soc y personales (197)",16,,9,3,2,2
"Hogares privados con servicio doméstico (198)",89,2,40,21,18,8
"Actividad economica no especificada (200)",210,,56,53,61,40
