"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia GRAU (000)",6462,52,185,453,639,1249,2442,1442
"De 12 a 14 años (001)",8,,,,,,1,7
"De 15 a 19 años (002)",179,,,,,,115,64
"De 20 a 24 años (003)",541,,,,,3,360,178
"De 25 a 29 años (004)",678,,,,,26,495,157
"De 30 a 34 años (005)",699,,,,,94,497,108
"De 35 a 39 años (006)",677,,,,4,143,446,84
"De 40 a 44 años (007)",617,,,,15,204,326,72
"De 45 a 49 años (008)",556,,,,30,289,164,73
"De 50 y más años (009)",2507,52,185,453,590,490,38,699
"Sin nivel (010)",2573,47,154,363,400,434,505,670
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",12,,,,,,8,4
"De 20 a 24 años (013)",51,,,,,1,37,13
"De 25 a 29 años (014)",70,,,,,2,58,10
"De 30 a 34 años (015)",102,,,,,7,80,15
"De 35 a 39 años (016)",166,,,,,20,127,19
"De 40 a 44 años (017)",182,,,,4,53,101,24
"De 45 a 49 años (018)",204,,,,13,86,73,32
"De 50 y más años (019)",1785,47,154,363,383,265,21,552
"Educacion Inicial (020)",12,,,,,1,9,2
"De 20 a 24 años (023)",2,,,,,,2,
"De 25 a 29 años (024)",3,,,,,1,1,1
"De 30 a 34 años (025)",3,,,,,,2,1
"De 35 a 39 años (026)",4,,,,,,4,
"Primaria (030)",1944,5,29,73,167,472,880,318
"De 12 a 14 años (031)",6,,,,,,1,5
"De 15 a 19 años (032)",63,,,,,,42,21
"De 20 a 24 años (033)",136,,,,,1,97,38
"De 25 a 29 años (034)",219,,,,,6,171,42
"De 30 a 34 años (035)",248,,,,,33,181,34
"De 35 a 39 años (036)",240,,,,3,58,156,23
"De 40 a 44 años (037)",255,,,,5,88,145,17
"De 45 a 49 años (038)",232,,,,8,132,73,19
"De 50 y más años (039)",545,5,29,73,151,154,14,119
"Secundaria (040)",1372,,2,11,47,231,788,293
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",98,,,,,,62,36
"De 20 a 24 años (043)",284,,,,,1,184,99
"De 25 a 29 años (044)",272,,,,,9,200,63
"De 30 a 34 años (045)",222,,,,,35,163,24
"De 35 a 39 años (046)",180,,,,1,52,108,19
"De 40 a 44 años (047)",114,,,,5,36,54,19
"De 45 a 49 años (048)",78,,,,6,43,15,14
"De 50 y más años (049)",123,,2,11,35,55,2,18
"Sup. no Univ. incompleta (050)",128,,,1,3,18,73,33
"De 15 a 19 años (052)",3,,,,,,2,1
"De 20 a 24 años (053)",26,,,,,,16,10
"De 25 a 29 años (054)",25,,,,,1,17,7
