"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TACNA (000)",249452,9361,23070,25079,26455,52247,43549,57405,12286
"Sin nivel (001)",19178,9361,1852,153,142,305,1114,3662,2589
"Educación inicial (002)",7293,,6834,246,57,93,63,,
"Primaria (003)",56744,,14384,14412,947,2671,5533,14024,4773
"Secundaria (004)",87474,,,10268,19454,21471,16061,17746,2474
"Superior no univ. incompleto (005)",15583,,,,2576,6788,3249,2741,229
"Superior no univ. completo (006)",18907,,,,,6210,5957,6011,729
"Superior univ. incompleto (007)",18564,,,,3279,8168,3182,3618,317
"Superior univ. completo (008)",25709,,,,,6541,8390,9603,1175
"Hombres (010)",123473,4825,11755,12832,13282,25216,20652,28716,6195
"Sin nivel (011)",7556,4825,929,79,78,134,289,611,611
"Educación inicial (012)",3716,,3497,132,31,38,18,,
"Primaria (013)",25945,,7329,7443,443,750,1636,5658,2686
"Secundaria (014)",45901,,,5178,9902,10821,8327,10212,1461
"Superior no univ. incompleto (015)",8242,,,,1296,3414,1758,1633,141
"Superior no univ. completo (016)",8919,,,,,2853,2763,2949,354
"Superior univ. incompleto (017)",10109,,,,1532,4245,1820,2282,230
"Superior univ. completo (018)",13085,,,,,2961,4041,5371,712
"Mujeres (020)",125979,4536,11315,12247,13173,27031,22897,28689,6091
"Sin nivel (021)",11622,4536,923,74,64,171,825,3051,1978
"Educación inicial (022)",3577,,3337,114,26,55,45,,
"Primaria (023)",30799,,7055,6969,504,1921,3897,8366,2087
"Secundaria (024)",41573,,,5090,9552,10650,7734,7534,1013
"Superior no univ. incompleto (025)",7341,,,,1280,3374,1491,1108,88
"Superior no univ. completo (026)",9988,,,,,3357,3194,3062,375
"Superior univ. incompleto (027)",8455,,,,1747,3923,1362,1336,87
"Superior univ. completo (028)",12624,,,,,3580,4349,4232,463
,,,,,,,,,
"URBANA (030)",233402,8761,21707,23643,24887,49088,40992,53305,11019
"Sin nivel (031)",17166,8761,1720,152,134,268,917,3078,2136
"Educación inicial (032)",6820,,6398,219,54,91,58,,
"Primaria (033)",51902,,13589,13539,864,2333,4969,12407,4201
