"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3258,2296,351,428,183
"Otra (034)",6,,,,6
"Ocupación no especificada (035)",355,262,40,33,20
,,,,,
"URBANA (036)",29336,18486,4144,3651,3055
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",53,2,10,18,23
"Profes., científicos e intelectuales (038)",2422,641,501,840,440
"Técnicos de nivel medio y trab. asimilados (039)",1207,598,157,171,281
"Jefes y empleados de oficina (040)",1101,340,157,179,425
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4195,3636,276,110,173
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2120,1701,332,56,31
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2463,1627,262,271,303
"Obreros construc.,conf.,papel, fab., instr. (044)",3886,2784,482,267,353
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",10696,6503,1832,1618,743
"Otra (046)",199,,,,199
"Ocupación no especificada (047)",994,654,135,121,84
"Hombres (048)",20921,12808,3226,2626,2261
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",36,1,7,12,16
"Profes., científicos e intelectuales (050)",1153,314,205,403,231
"Técnicos de nivel medio y trab. asimilados (051)",851,425,123,132,171
"Jefes y empleados de oficina (052)",497,122,67,99,209
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1902,1489,168,91,154
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1944,1570,298,50,26
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2218,1427,246,259,286
"Obreros construc.,conf.,papel, fab., instr. (056)",3818,2731,476,265,346
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7661,4328,1541,1227,565
"Otra (058)",193,,,,193
"Ocupación no especificada (059)",648,401,95,88,64
"Mujeres (060)",8415,5678,918,1025,794
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",17,1,3,6,7
"Profes., científicos e intelectuales (062)",1269,327,296,437,209
"Técnicos de nivel medio y trab. asimilados (063)",356,173,34,39,110
"Jefes y empleados de oficina (064)",604,218,90,80,216
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2293,2147,108,19,19
"Agricult.trabaj.calif.agrop.y pesqueros (066)",176,131,34,6,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",245,200,16,12,17
"Obreros construc.,conf.,papel, fab., instr. (068)",68,53,6,2,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3035,2175,291,391,178
"Otra (070)",6,,,,6
"Ocupación no especificada (071)",346,253,40,33,20
,,,,,
"RURAL (072)",2166,1361,567,194,44
"Profes., científicos e intelectuales (074)",26,7,9,7,3
"Técnicos de nivel medio y trab. asimilados (075)",18,8,3,4,3
"Jefes y empleados de oficina (076)",17,6,3,2,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",99,77,10,6,6
"Agricult.trabaj.calif.agrop.y pesqueros (078)",272,214,39,15,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",38,25,8,4,1
"Obreros construc.,conf.,papel, fab., instr. (080)",119,85,22,8,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1551,921,469,144,17
"Ocupación no especificada (083)",26,18,4,4,
"Hombres (084)",1844,1167,495,151,31
"Profes., científicos e intelectuales (086)",11,3,3,3,2
"Técnicos de nivel medio y trab. asimilados (087)",14,6,2,4,2
"Jefes y empleados de oficina (088)",7,2,1,1,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",50,33,8,6,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",263,206,39,14,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",35,23,7,4,1
"Obreros construc.,conf.,papel, fab., instr. (092)",119,85,22,8,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1328,800,409,107,12
"Ocupación no especificada (095)",17,9,4,4,
"Mujeres (096)",322,194,72,43,13
"Profes., científicos e intelectuales (098)",15,4,6,4,1
"Técnicos de nivel medio y trab. asimilados (099)",4,2,1,,1
"Jefes y empleados de oficina (100)",10,4,2,1,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",49,44,2,,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",9,8,,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",3,2,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",223,121,60,37,5
"Ocupación no especificada (107)",9,9,,,
