"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAMBAYEQUE (000)",78453,1530,26701,26081,19486,4655
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",137,,6,47,78,6
"Profes., científicos e intelectuales (002)",4675,,1160,1909,1537,69
"Técnicos de nivel medio y trab. asimilados (003)",2656,8,923,1002,641,82
"Jefes y empleados de oficina (004)",2019,,794,712,506,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7961,146,2301,2899,2189,426
"Agricult. trabaj. calif.agrop. y pesqueros (006)",10128,48,1652,2785,3804,1839
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",6254,77,2668,2082,1199,228
"Obreros construc., conf., papel, fab., instr. (008)",7115,22,2661,2582,1679,171
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",34984,1215,13791,11048,7225,1705
"Otra (010)",526,,60,299,165,2
"Ocupación no especificada (011)",1998,14,685,716,463,120
"Hombres (012)",59673,1107,20123,19242,15155,4046
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",97,,3,32,57,5
"Profes., científicos e intelectuales (014)",2209,,455,816,877,61
"Técnicos de nivel medio y trab. asimilados (015)",1676,7,542,629,431,67
"Jefes y empleados de oficina (016)",930,,289,298,337,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",3382,82,1057,1171,858,214
"Agricult. trabaj. calif.agrop. y pesqueros (018)",9558,40,1554,2608,3606,1750
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",4793,71,2035,1533,951,203
"Obreros construc., conf., papel, fab., instr. (020)",6981,20,2600,2539,1653,169
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",28477,880,11159,8953,5984,1501
"Otra (022)",508,,52,292,162,2
"Ocupación no especificada (023)",1062,7,377,371,239,68
"Mujeres (024)",18780,423,6578,6839,4331,609
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",40,,3,15,21,1
"Profes., científicos e intelectuales (026)",2466,,705,1093,660,8
"Técnicos de nivel medio y trab. asimilados (027)",980,1,381,373,210,15
"Jefes y empleados de oficina (028)",1089,,505,414,169,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",4579,64,1244,1728,1331,212
"Agricult. trabaj. calif.agrop. y pesqueros (030)",570,8,98,177,198,89
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",1461,6,633,549,248,25
