"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",3634,2624,130,213,667
"Obreros construc.,conf.,papel, fab., instr. (032)",783,565,47,91,80
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",20332,17264,862,722,1484
"Otra (034)",118,,,,118
"Ocupación no especificada (035)",2816,2324,170,155,167
,,,,,
"URBANA (036)",197951,131670,19473,19782,27026
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",504,40,115,167,182
"Profes., científicos e intelectuales (038)",22276,5593,3462,6603,6618
"Técnicos de nivel medio y trab. asimilados (039)",14229,6185,1818,2441,3785
"Jefes y empleados de oficina (040)",11810,2526,1480,2479,5325
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",37601,31723,2871,1906,1101
"Agricult.trabaj.calif.agrop.y pesqueros (042)",14148,12906,1070,85,87
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",16649,12200,1431,988,2030
"Obreros construc.,conf.,papel, fab., instr. (044)",25089,19910,2209,1571,1399
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",49260,37274,4518,3124,4344
"Otra (046)",1703,,,,1703
"Ocupación no especificada (047)",4682,3313,499,418,452
"Hombres (048)",128304,85628,13804,11856,17016
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",340,29,61,110,140
"Profes., científicos e intelectuales (050)",10629,2860,1552,2643,3574
"Técnicos de nivel medio y trab. asimilados (051)",8526,3859,1138,1490,2039
"Jefes y empleados de oficina (052)",5737,1043,681,1231,2782
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",17961,13942,1808,1313,898
"Agricult.trabaj.calif.agrop.y pesqueros (054)",13464,12297,1015,80,72
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",13101,9654,1302,777,1368
"Obreros construc.,conf.,papel, fab., instr. (056)",24311,19349,2162,1481,1319
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",30293,21138,3740,2465,2950
"Otra (058)",1585,,,,1585
"Ocupación no especificada (059)",2357,1457,345,266,289
"Mujeres (060)",69647,46042,5669,7926,10010
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",164,11,54,57,42
"Profes., científicos e intelectuales (062)",11647,2733,1910,3960,3044
"Técnicos de nivel medio y trab. asimilados (063)",5703,2326,680,951,1746
"Jefes y empleados de oficina (064)",6073,1483,799,1248,2543
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",19640,17781,1063,593,203
"Agricult.trabaj.calif.agrop.y pesqueros (066)",684,609,55,5,15
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",3548,2546,129,211,662
"Obreros construc.,conf.,papel, fab., instr. (068)",778,561,47,90,80
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",18967,16136,778,659,1394
"Otra (070)",118,,,,118
"Ocupación no especificada (071)",2325,1856,154,152,163
,,,,,
"RURAL (072)",28187,24350,2452,747,638
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,1,,9
"Profes., científicos e intelectuales (074)",371,167,117,68,19
"Técnicos de nivel medio y trab. asimilados (075)",158,93,13,8,44
"Jefes y empleados de oficina (076)",93,31,14,16,32
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1005,928,49,10,18
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8058,7764,276,14,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",390,302,29,22,37
"Obreros construc.,conf.,papel, fab., instr. (080)",854,764,69,10,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",16447,13572,1847,585,443
"Otra (082)",9,,,,9
"Ocupación no especificada (083)",792,729,37,14,12
"Hombres (084)",25309,21913,2266,645,485
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,1,,6
"Profes., científicos e intelectuales (086)",182,67,62,44,9
"Técnicos de nivel medio y trab. asimilados (087)",96,60,11,5,20
"Jefes y empleados de oficina (088)",55,19,5,11,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",545,490,30,10,15
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7879,7588,276,13,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",304,224,28,20,32
"Obreros construc.,conf.,papel, fab., instr. (092)",849,760,69,9,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",15082,12444,1763,522,353
"Otra (094)",9,,,,9
"Ocupación no especificada (095)",301,261,21,11,8
"Mujeres (096)",2878,2437,186,102,153
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",189,100,55,24,10
"Técnicos de nivel medio y trab. asimilados (099)",62,33,2,3,24
"Jefes y empleados de oficina (100)",38,12,9,5,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",460,438,19,,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",179,176,,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",86,78,1,2,5
"Obreros construc.,conf.,papel, fab., instr. (104)",5,4,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1365,1128,84,63,90
"Ocupación no especificada (107)",491,468,16,3,4
