"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (037)",223,,71,76,53,23
"Desocupado (038)",157,28,99,20,7,3
,,,,,,
"URBANA (039)",1357,36,383,512,340,86
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",5,,,5,,
"Profes., científicos e intelectuales (041)",133,,31,78,24,
"Técnicos de nivel medio y trab.asimilados (042)",19,,8,9,2,
"Jefes y empleados de oficina (043)",34,,17,8,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",177,3,31,72,63,8
"Agricult.trabaj. calif. agrop. y pesqueros (045)",348,4,71,126,106,41
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",53,,15,18,17,3
"Obreros construc., conf., papel, fab., instr. (047)",47,2,11,25,8,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",291,19,107,87,61,17
"Otra (049)",13,,1,8,4,
"Ocupación no especificada (050)",44,,10,14,11,9
"Desocupado (051)",193,8,81,62,35,7
"Hombres (052)",1005,28,277,367,261,72
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",4,,,4,,
"Profes., científicos e intelectuales (054)",67,,12,39,16,
"Técnicos de nivel medio y trab.asimilados (055)",12,,6,5,1,
"Jefes y empleados de oficina (056)",19,,5,6,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",75,,16,27,27,5
"Agricult.trabaj. calif. agrop. y pesqueros (058)",340,4,70,121,104,41
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",51,,14,17,17,3
"Obreros construc., conf., papel, fab., instr. (060)",47,2,11,25,8,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",206,16,81,59,38,12
"Otra (062)",12,,1,7,4,
"Ocupación no especificada (063)",15,,,5,6,4
"Desocupado (064)",157,6,61,52,32,6
"Mujeres (065)",352,8,106,145,79,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",1,,,1,,
"Profes., científicos e intelectuales (067)",66,,19,39,8,
"Técnicos de nivel medio y trab.asimilados (068)",7,,2,4,1,
"Jefes y empleados de oficina (069)",15,,12,2,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",102,3,15,45,36,3
"Agricult.trabaj. calif. agrop. y pesqueros (071)",8,,1,5,2,
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",2,,1,1,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",85,3,26,28,23,5
"Otra (075)",1,,,1,,
"Ocupación no especificada (076)",29,,10,9,5,5
"Desocupado (077)",36,2,20,10,3,1
,,,,,,
"RURAL (078)",7451,197,2636,2290,1598,730
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,,2,1,,
"Profes., científicos e intelectuales (080)",207,,72,80,42,13
"Técnicos de nivel medio y trab.asimilados (081)",17,,7,6,4,
"Jefes y empleados de oficina (082)",14,,6,5,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",66,2,23,26,11,4
"Agricult.trabaj. calif. agrop. y pesqueros (084)",4557,30,1128,1610,1212,577
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",30,,10,11,6,3
"Obreros construc., conf., papel, fab., instr. (086)",49,,19,18,10,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",1424,115,919,246,107,37
"Ocupación no especificada (089)",342,,106,116,86,34
"Desocupado (090)",742,50,344,171,117,60
"Hombres (091)",6761,162,2340,2091,1481,687
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,,2,,,
"Profes., científicos e intelectuales (093)",67,,21,26,19,1
"Técnicos de nivel medio y trab.asimilados (094)",12,,5,4,3,
"Jefes y empleados de oficina (095)",11,,4,4,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",32,1,9,13,7,2
"Agricult.trabaj. calif. agrop. y pesqueros (097)",4505,29,1117,1586,1201,572
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",28,,10,10,6,2
"Obreros construc., conf., papel, fab., instr. (099)",49,,19,18,10,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",1286,108,843,220,81,34
"Ocupación no especificada (102)",148,,45,49,38,16
"Desocupado (103)",621,24,265,161,113,58
"Mujeres (104)",690,35,296,199,117,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,,1,,
"Profes., científicos e intelectuales (106)",140,,51,54,23,12
"Técnicos de nivel medio y trab.asimilados (107)",5,,2,2,1,
"Jefes y empleados de oficina (108)",3,,2,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",34,1,14,13,4,2
"Agricult.trabaj. calif. agrop. y pesqueros (110)",52,1,11,24,11,5
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",2,,,1,,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",138,7,76,26,26,3
"Ocupación no especificada (115)",194,,61,67,48,18
"Desocupado (116)",121,26,79,10,4,2
