"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHINCHA (000)",75318,39223,7071,9574,19450
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",164,5,37,44,78
"Profes., científicos e intelectuales (002)",6996,1312,1099,2393,2192
"Técnicos de nivel medio y trab. asimilados (003)",4200,1426,467,694,1613
"Jefes y empleados de oficina (004)",2930,509,345,602,1474
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10046,8323,792,519,412
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4437,3909,352,99,77
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",13862,3822,811,1935,7294
"Obreros construc.,conf.,papel, fab., instr. (008)",10356,7593,996,734,1033
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",19679,11169,1959,2293,4258
"Otra (010)",526,,,,526
"Ocupación no especificada (011)",2122,1155,213,261,493
"Hombres (012)",48861,25604,5080,6092,12085
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",119,4,20,36,59
"Profes., científicos e intelectuales (014)",3352,715,477,1039,1121
"Técnicos de nivel medio y trab. asimilados (015)",2730,989,329,475,937
"Jefes y empleados de oficina (016)",1615,236,178,335,866
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4643,3459,477,389,318
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3634,3180,297,88,69
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",8915,3092,628,1155,4040
"Obreros construc.,conf.,papel, fab., instr. (020)",9871,7285,979,690,917
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",12223,6048,1535,1704,2936
"Otra (022)",510,,,,510
"Ocupación no especificada (023)",1249,596,160,181,312
"Mujeres (024)",26457,13619,1991,3482,7365
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",45,1,17,8,19
"Profes., científicos e intelectuales (026)",3644,597,622,1354,1071
"Técnicos de nivel medio y trab. asimilados (027)",1470,437,138,219,676
"Jefes y empleados de oficina (028)",1315,273,167,267,608
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",5403,4864,315,130,94
"Agricult.trabaj.calif.agrop.y pesqueros (030)",803,729,55,11,8
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",4947,730,183,780,3254
