"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUAURA (000)",80663,21594,19500,29158,1631,3328,2111,3341
"Agric., ganadería, caza y silvicultura (001)",19519,339,10443,6431,621,1685,,
"Pesca (002)",1461,113,781,503,26,38,,
"Explotación de minas y canteras (003)",162,56,100,2,4,,,
"Industrias manufactureras (004)",5333,776,2256,2128,111,62,,
"Suministro de electricidad, gas y agua (005)",157,71,82,4,,,,
"Construcción (006)",3996,133,2631,1141,69,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",15602,3280,663,10146,403,1110,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1426,240,379,706,77,24,,
"Comercio al por mayor (009)",934,442,116,315,20,41,,
"Comercio al por menor (010)",13242,2598,168,9125,306,1045,,
"Hoteles y restaurantes (011)",3953,1455,290,1950,120,138,,
"Trans., almac. y comunicaciones (012)",6791,1646,1016,3977,88,64,,
"Intermediación financiera (013)",462,440,6,11,4,1,,
"Activid.inmobil., empres. y alquileres (014)",4081,3008,378,592,79,24,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2354,2207,147,,,,,
"Enseñanza (016)",5486,4954,3,514,8,7,,
"Servicios sociales y de salud (017)",1662,1465,31,145,20,1,,
"Otras activ. serv.comun.soc y personales (018)",2392,999,238,1077,45,33,,
"Hogares privados con servicio doméstico (019)",2111,,,,,,2111,
"Actividad economica no especificada (021)",1800,652,435,537,33,143,,
"Desocupado (022)",3341,,,,,,,3341
"Hombres (023)",53093,11784,16243,20058,1262,1534,83,2129
"Agric., ganadería, caza y silvicultura (024)",15595,270,8189,5562,560,1014,,
"Pesca (025)",1402,76,762,501,26,37,,
"Explotación de minas y canteras (026)",155,49,100,2,4,,,
"Industrias manufactureras (027)",4140,536,1820,1650,90,44,,
"Suministro de electricidad, gas y agua (028)",137,53,80,4,,,,
"Construcción (029)",3911,109,2595,1120,67,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",7989,1716,632,5122,260,259,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1322,185,370,682,71,14,,
"Comercio al por mayor (032)",617,291,106,195,13,12,,
"Comercio al por menor (033)",6050,1240,156,4245,176,233,,
"Hoteles y restaurantes (034)",1292,587,113,508,54,30,,
"Trans., almac. y comunicaciones (035)",6314,1290,986,3909,79,50,,
"Intermediación financiera (036)",261,251,5,3,2,,,
"Activid.inmobil., empres. y alquileres (037)",3040,2131,343,484,64,18,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1528,1395,133,,,,,
"Enseñanza (039)",2297,2063,2,226,3,3,,
"Servicios sociales y de salud (040)",528,419,13,84,12,,,
"Otras activ. serv.comun.soc y personales (041)",1370,567,185,577,25,16,,
"Hogares privados con servicio doméstico (042)",83,,,,,,83,
"Actividad economica no especificada (044)",922,272,285,306,16,43,,
"Desocupado (045)",2129,,,,,,,2129
"Mujeres (046)",27570,9810,3257,9100,369,1794,2028,1212
"Agric., ganadería, caza y silvicultura (047)",3924,69,2254,869,61,671,,
"Pesca (048)",59,37,19,2,,1,,
"Explotación de minas y canteras (049)",7,7,,,,,,
"Industrias manufactureras (050)",1193,240,436,478,21,18,,
"Suministro de electricidad, gas y agua (051)",20,18,2,,,,,
"Construcción (052)",85,24,36,21,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",7613,1564,31,5024,143,851,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",104,55,9,24,6,10,,
"Comercio al por mayor (055)",317,151,10,120,7,29,,
"Comercio al por menor (056)",7192,1358,12,4880,130,812,,
"Hoteles y restaurantes (057)",2661,868,177,1442,66,108,,
"Trans., almac. y comunicaciones (058)",477,356,30,68,9,14,,
"Intermediación financiera (059)",201,189,1,8,2,1,,
"Activid.inmobil., empres. y alquileres (060)",1041,877,35,108,15,6,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",826,812,14,,,,,
"Enseñanza (062)",3189,2891,1,288,5,4,,
"Servicios sociales y de salud (063)",1134,1046,18,61,8,1,,
"Otras activ. serv.comun.soc y personales (064)",1022,432,53,500,20,17,,
"Hogares privados con servicio doméstico (065)",2028,,,,,,2028,
"Actividad economica no especificada (067)",878,380,150,231,17,100,,
,,,,,,,,
"URBANA (068)",70202,21009,14526,25844,1304,2466,1995,3058
"Agric., ganadería, caza y silvicultura (069)",11500,265,5927,4053,353,902,,
"Pesca (070)",1440,112,768,497,25,38,,
"Explotación de minas y canteras (071)",129,42,81,2,4,,,
"Industrias manufactureras (072)",5133,762,2190,2023,104,54,,
"Suministro de electricidad, gas y agua (073)",149,69,76,4,,,,
"Construcción (074)",3886,129,2558,1112,65,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",15058,3224,644,9734,384,1072,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",1370,230,368,676,72,24,,
"Comercio al por mayor (077)",911,436,113,306,18,38,,
"Comercio al por menor (078)",12777,2558,163,8752,294,1010,,
"Hoteles y restaurantes (079)",3809,1430,259,1878,108,134,,
"Trans., almac. y comunicaciones (080)",6434,1606,916,3767,84,61,,
"Intermediación financiera (081)",459,437,6,11,4,1,,
"Activid.inmobil., empres. y alquileres (082)",3920,2907,335,578,77,23,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",2307,2168,139,,,,,
"Enseñanza (084)",5324,4808,3,499,7,7,,
"Servicios sociales y de salud (085)",1615,1426,31,140,17,1,,
"Otras activ. serv.comun.soc y personales (086)",2334,982,226,1051,43,32,,
"Hogares privados con servicio doméstico (087)",1995,,,,,,1995,
"Actividad economica no especificada (089)",1652,642,367,495,29,119,,
"Desocupado (090)",3058,,,,,,,3058
"Hombres (091)",44931,11417,12186,17353,978,993,77,1927
"Agric., ganadería, caza y silvicultura (092)",8954,204,4518,3415,310,507,,
"Pesca (093)",1384,76,751,495,25,37,,
"Explotación de minas y canteras (094)",124,37,81,2,4,,,
"Industrias manufactureras (095)",3990,527,1768,1572,85,38,,
"Suministro de electricidad, gas y agua (096)",130,52,74,4,,,,
"Construcción (097)",3802,106,2522,1091,63,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",7730,1684,615,4938,249,244,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",1268,176,360,652,66,14,,
"Comercio al por mayor (100)",604,288,103,190,13,10,,
"Comercio al por menor (101)",5858,1220,152,4096,170,220,,
"Hoteles y restaurantes (102)",1264,580,105,499,50,30,,
"Trans., almac. y comunicaciones (103)",5962,1251,887,3702,75,47,,
"Intermediación financiera (104)",260,250,5,3,2,,,
"Activid.inmobil., empres. y alquileres (105)",2890,2038,302,470,63,17,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",1500,1373,127,,,,,
"Enseñanza (107)",2233,2005,2,220,3,3,,
"Servicios sociales y de salud (108)",513,410,13,81,9,,,
