"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",104667,53459,51208,62782,31419,31363,41885,22040,19845
"Menores de 1 año (001)",2999,1494,1505,1553,776,777,1446,718,728
"Menores de 1 mes (002)",263,125,138,163,76,87,100,49,51
"De 1 a 11 meses (003)",2736,1369,1367,1390,700,690,1346,669,677
"De 1 a 4 años (004)",12863,6507,6356,6616,3354,3262,6247,3153,3094
"1 año (005)",3017,1512,1505,1547,760,787,1470,752,718
"2 años (006)",3361,1712,1649,1727,879,848,1634,833,801
"3 años (007)",3310,1658,1652,1712,879,833,1598,779,819
"4 años (008)",3175,1625,1550,1630,836,794,1545,789,756
"De 5 a 9 años (009)",13849,6982,6867,7060,3592,3468,6789,3390,3399
"5 años (010)",2756,1449,1307,1417,761,656,1339,688,651
"6 años (011)",2626,1292,1334,1304,649,655,1322,643,679
"7 años (012)",2949,1460,1489,1438,708,730,1511,752,759
"8 años (013)",2886,1426,1460,1505,748,757,1381,678,703
"9 años (014)",2632,1355,1277,1396,726,670,1236,629,607
"De 10 a 14 años (015)",14037,7260,6777,8386,4256,4130,5651,3004,2647
"10 años (016)",2760,1477,1283,1451,758,693,1309,719,590
"11 años (017)",2708,1367,1341,1595,813,782,1113,554,559
"12 años (018)",3094,1584,1510,1834,930,904,1260,654,606
"13 años (019)",2815,1449,1366,1763,883,880,1052,566,486
"14 años (020)",2660,1383,1277,1743,872,871,917,511,406
"De 15 a 19 años (021)",10951,5479,5472,7182,3534,3648,3769,1945,1824
"15 años (022)",2729,1473,1256,1827,948,879,902,525,377
"16 años (023)",2394,1215,1179,1599,787,812,795,428,367
"17 años (024)",2315,1158,1157,1508,754,754,807,404,403
"18 años (025)",1933,900,1033,1207,547,660,726,353,373
"19 años (026)",1580,733,847,1041,498,543,539,235,304
"De 20 a 24 años (027)",8102,4021,4081,4932,2401,2531,3170,1620,1550
"20 años (028)",1749,832,917,1056,490,566,693,342,351
"21 años (029)",1338,631,707,862,389,473,476,242,234
"22 años (030)",1746,881,865,1046,522,524,700,359,341
"23 años (031)",1676,871,805,988,497,491,688,374,314
"24 años (032)",1593,806,787,980,503,477,613,303,310
"De 25 a 29 años (033)",7492,3729,3763,4501,2164,2337,2991,1565,1426
"25 años (034)",1601,775,826,944,442,502,657,333,324
"26 años (035)",1461,758,703,885,428,457,576,330,246
"27 años (036)",1600,826,774,926,458,468,674,368,306
"28 años (037)",1444,694,750,895,438,457,549,256,293
"29 años (038)",1386,676,710,851,398,453,535,278,257
"De 30 a 34 años (039)",6499,3384,3115,4055,2000,2055,2444,1384,1060
"30 años (040)",1761,898,863,1009,489,520,752,409,343
"31 años (041)",1017,548,469,689,344,345,328,204,124
