"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ICA (000)",321332,318687,1906,739
"Hombres (001)",157232,155942,913,377
"Mujeres (002)",164100,162745,993,362
"Menores de 1 año (003)",5667,4873,552,242
"Hombres (004)",2943,2530,285,128
"Mujeres (005)",2724,2343,267,114
"De 1 a 5 años (006)",29570,28005,1082,483
"Hombres (007)",15120,14331,546,243
"Mujeres (008)",14450,13674,536,240
"De 6 a 14 años (009)",53431,53403,24,4
"Hombres (010)",27140,27127,11,2
"Mujeres (011)",26291,26276,13,2
"De 15 a 29 años (012)",91110,91091,18,1
"Hombres (013)",44863,44854,9,
"Mujeres (014)",46247,46237,9,1
"De 30 a 44 años (015)",66293,66271,22,
"Hombres (016)",31455,31445,10,
"Mujeres (017)",34838,34826,12,
"De 45 a 64 años (018)",51270,51240,28,2
"Hombres (019)",24121,24112,9,
"Mujeres (020)",27149,27128,19,2
"De 65 a más años (021)",23991,23804,180,7
"Hombres (022)",11590,11543,43,4
"Mujeres (023)",12401,12261,137,3
,,,,
"URBANA (024)",293950,291517,1753,680
"Hombres (025)",143175,141977,847,351
"Mujeres (026)",150775,149540,906,329
"Menores de 1 año (027)",5140,4404,510,226
"Hombres (028)",2678,2294,264,120
"Mujeres (029)",2462,2110,246,106
"De 1 a 5 años (030)",27086,25637,1007,442
"Hombres (031)",13815,13082,507,226
"Mujeres (032)",13271,12555,500,216
"De 6 a 14 años (033)",49184,49156,24,4
"Hombres (034)",24982,24969,11,2
"Mujeres (035)",24202,24187,13,2
"De 15 a 29 años (036)",83191,83173,17,1
"Hombres (037)",40762,40753,9,
"Mujeres (038)",42429,42420,8,1
"De 30 a 44 años (039)",60807,60788,19,
"Hombres (040)",28677,28668,9,
"Mujeres (041)",32130,32120,10,
"De 45 a 64 años (042)",46996,46971,23,2
"Hombres (043)",21964,21955,9,
"Mujeres (044)",25032,25016,14,2
"De 65 a más años (045)",21546,21388,153,5
"Hombres (046)",10297,10256,38,3
"Mujeres (047)",11249,11132,115,2
,,,,
"RURAL (048)",27382,27170,153,59
"Hombres (049)",14057,13965,66,26
"Mujeres (050)",13325,13205,87,33
"Menores de 1 año (051)",527,469,42,16
"Hombres (052)",265,236,21,8
"Mujeres (053)",262,233,21,8
"De 1 a 5 años (054)",2484,2368,75,41
"Hombres (055)",1305,1249,39,17
"Mujeres (056)",1179,1119,36,24
"De 6 a 14 años (057)",4247,4247,,
"Hombres (058)",2158,2158,,
"Mujeres (059)",2089,2089,,
"De 15 a 29 años (060)",7919,7918,1,
"Hombres (061)",4101,4101,,
"Mujeres (062)",3818,3817,1,
"De 30 a 44 años (063)",5486,5483,3,
"Hombres (064)",2778,2777,1,
"Mujeres (065)",2708,2706,2,
"De 45 a 64 años (066)",4274,4269,5,
"Hombres (067)",2157,2157,,
"Mujeres (068)",2117,2112,5,
"De 65 a más años (069)",2445,2416,27,2
"Hombres (070)",1293,1287,5,1
"Mujeres (071)",1152,1129,22,1
