"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CUSCO (000)",150924,273126,254261,,5223,93.1,1.9
"De 12 a 14 años (001)",11407,70,69,,6,98.6,8.6
"De 15 a 19 años (002)",20841,1520,1495,433,98.4,28.5,
"De 20 a 24 años (003)",20267,8395,8243,1139,98.2,13.6,
"De 25 a 29 años (004)",18144,17690,17358,1317,98.1,7.4,
"De 30 a 34 años (005)",15736,26581,25909,1204,97.5,4.5,
"De 35 a 39 años (006)",13995,32142,31170,836,97,2.6,
"De 40 a 44 años (007)",11655,32669,31339,261,95.9,0.8,
"De 45 a 49 años (008)",9650,31070,29338,27,94.4,0.1,
"De 50 y más años (009)",29229,122989,109340,,88.9,,
"Conviviente (010)",36105,73005,70170,3328,96.1,4.6,
"De 12 a 14 años (011)",136,30,30,1,100,3.3,
"De 15 a 19 años (012)",2097,1072,1056,338,98.5,31.5,
"De 20 a 24 años (013)",6648,6211,6111,892,98.4,14.4,
"De 25 a 29 años (014)",8136,11841,11622,910,98.2,7.7,
"De 30 a 34 años (015)",6982,14431,14056,678,97.4,4.7,
"De 35 a 39 años (016)",4978,13189,12793,391,97,3,
"De 40 a 44 años (017)",3056,9789,9420,112,96.2,1.1,
"De 45 a 49 años (018)",1765,6497,6118,6,94.2,0.1,
"De 50 y más años (019)",2307,9945,8964,,90.1,,
"Separado(a) (020)",6540,16513,15597,206,94.5,1.2,
"De 12 a 14 años (021)",8,,,,,,
"De 15 a 19 años (022)",115,79,78,21,98.7,26.6,
"De 20 a 24 años (023)",465,560,543,54,97,9.6,
"De 25 a 29 años (024)",747,1082,1064,48,98.3,4.4,
"De 30 a 34 años (025)",875,1613,1576,45,97.7,2.8,
"De 35 a 39 años (026)",1008,2254,2173,30,96.4,1.3,
"De 40 a 44 años (027)",902,2448,2350,8,96,0.3,
"De 45 a 49 años (028)",804,2499,2366,,94.7,,
"De 50 y más años (029)",1616,5978,5447,,91.1,,
"Casado(a) (030)",40120,132178,123517,1347,93.4,1,
"De 12 a 14 años (031)",19,13,12,,92.3,,
"De 15 a 19 años (032)",130,101,99,9,98,8.9,
"De 20 a 24 años (033)",740,781,767,98,98.2,12.5,
"De 25 a 29 años (034)",2385,3517,3442,283,97.9,8,
"De 30 a 34 años (035)",4449,8908,8690,431,97.6,4.8,
