"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOHO (000)",11279,598,860,5910,58,3806,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,22,,,,,
"Profes., científicos e intelectuales (002)",322,279,,37,1,5,
"Técnicos de nivel medio y trab. asimilados (003)",51,32,,18,,1,
"Jefes y empleados de oficina (004)",135,133,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",481,23,1,379,1,77,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5074,,1,5020,51,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",163,,40,104,,19,
"Obreros construc.,conf.,papel, fab., instr. (008)",182,18,79,78,4,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4605,27,709,172,,3650,47
"Otra (010)",39,39,,,,,
"Ocupación no especificada (011)",205,25,30,102,1,47,
"Hombres (012)",6234,448,575,3778,34,1392,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",17,17,,,,,
"Profes., científicos e intelectuales (014)",233,212,,17,,4,
"Técnicos de nivel medio y trab. asimilados (015)",40,23,,16,,1,
"Jefes y empleados de oficina (016)",98,97,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",188,13,,155,,20,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3357,,1,3323,31,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",123,,38,76,,9,
"Obreros construc.,conf.,papel, fab., instr. (020)",180,18,79,77,3,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1871,15,433,72,,1344,7
"Otra (022)",39,39,,,,,
"Ocupación no especificada (023)",88,14,24,42,,8,
"Mujeres (024)",5045,150,285,2132,24,2414,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,5,,,,,
"Profes., científicos e intelectuales (026)",89,67,,20,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",11,9,,2,,,
"Jefes y empleados de oficina (028)",37,36,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",293,10,1,224,1,57,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1717,,,1697,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",40,,2,28,,10,
"Obreros construc.,conf.,papel, fab., instr. (032)",2,,,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2734,12,276,100,,2306,40
"Ocupación no especificada (035)",117,11,6,60,1,39,
,,,,,,,
"URBANA (036)",2899,385,136,1649,14,695,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",8,8,,,,,
"Profes., científicos e intelectuales (038)",196,174,,19,,3,
"Técnicos de nivel medio y trab. asimilados (039)",36,24,,11,,1,
"Jefes y empleados de oficina (040)",82,82,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",366,14,,293,1,58,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1126,,,1115,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",80,,14,50,,16,
"Obreros construc.,conf.,papel, fab., instr. (044)",87,11,37,37,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",790,19,61,84,,606,20
"Otra (046)",36,36,,,,,
"Ocupación no especificada (047)",92,17,24,40,1,10,
"Hombres (048)",1674,276,120,999,7,267,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",4,4,,,,,
"Profes., científicos e intelectuales (050)",138,126,,9,,3,
"Técnicos de nivel medio y trab. asimilados (051)",29,19,,9,,1,
"Jefes y empleados de oficina (052)",51,51,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",132,8,,109,,15,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",763,,,757,5,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",62,,14,40,,8,
"Obreros construc.,conf.,papel, fab., instr. (056)",86,11,37,36,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",325,10,50,25,,235,5
"Otra (058)",36,36,,,,,
"Ocupación no especificada (059)",48,11,19,14,,4,
"Mujeres (060)",1225,109,16,650,7,428,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",58,48,,10,,,
"Técnicos de nivel medio y trab. asimilados (063)",7,5,,2,,,
"Jefes y empleados de oficina (064)",31,31,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",234,6,,184,1,43,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",363,,,358,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",18,,,10,,8,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,,,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",465,9,11,59,,371,15
"Ocupación no especificada (071)",44,6,5,26,1,6,
,,,,,,,
"RURAL (072)",8380,213,724,4261,44,3111,27
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,14,,,,,
"Profes., científicos e intelectuales (074)",126,105,,18,1,2,
"Técnicos de nivel medio y trab. asimilados (075)",15,8,,7,,,
"Jefes y empleados de oficina (076)",53,51,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",115,9,1,86,,19,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3948,,1,3905,41,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",83,,26,54,,3,
"Obreros construc.,conf.,papel, fab., instr. (080)",95,7,42,41,2,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3815,8,648,88,,3044,27
"Otra (082)",3,3,,,,,
"Ocupación no especificada (083)",113,8,6,62,,37,
"Hombres (084)",4560,172,455,2779,27,1125,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,13,,,,,
"Profes., científicos e intelectuales (086)",95,86,,8,,1,
"Técnicos de nivel medio y trab. asimilados (087)",11,4,,7,,,
"Jefes y empleados de oficina (088)",47,46,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",56,5,,46,,5,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2594,,1,2566,26,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",61,,24,36,,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",94,7,42,41,1,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1546,5,383,47,,1109,2
"Otra (094)",3,3,,,,,
"Ocupación no especificada (095)",40,3,5,28,,4,
"Mujeres (096)",3820,41,269,1482,17,1986,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",31,19,,10,1,1,
"Técnicos de nivel medio y trab. asimilados (099)",4,4,,,,,
"Jefes y empleados de oficina (100)",6,5,,,,1,
