"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. incompleta (027)",31228,,13030,10285,7346,567
"Superior univ. completa (028)",75807,,15379,34541,23869,2018
"Desocupada (030)",21396,121,9891,6787,3958,639
"Sin nivel (031)",532,8,52,165,227,80
"Educación inicial (032)",12,1,8,3,,
"Primaria (033)",2492,42,380,830,982,258
"Secundaria (034)",7660,70,4089,2194,1181,126
"Superior no univ. incompleta (035)",1967,,1219,511,217,20
"Superior no univ. completa (036)",3131,,1580,1112,404,35
"Superior univ. incompleta (037)",1876,,1093,473,285,25
"Superior univ. completa (038)",3726,,1470,1499,662,95
"No PEA (040)",418581,133988,132132,49560,51836,51065
"Sin nivel (041)",19964,1872,1037,2637,5238,9180
"Educación inicial (042)",12384,12026,287,71,,
"Primaria (043)",127754,89092,4382,6935,11372,15973
"Secundaria (044)",132585,30998,62277,15762,12724,10824
"Superior no univ. incompleta (045)",26651,,18834,4181,2249,1387
"Superior no univ. completa (046)",25986,,7727,8361,6011,3887
"Superior univ. incompleta (047)",40307,,31304,3494,3587,1922
"Superior univ. completa (048)",32950,,6284,8119,10655,7892
,,,,,,
"URBANA (060)",761619,133118,244930,183039,138693,61839
"Sin nivel (061)",27129,1801,1446,4972,8678,10232
"Educación inicial (062)",12279,11739,396,144,,
"Primaria (063)",158886,87967,8291,17457,25607,19564
"Secundaria (064)",237733,31611,104566,53551,34809,13196
"Superior no univ. incompleta (065)",59700,,35130,15534,7236,1800
"Superior no univ. completa (066)",81798,,27137,33549,16461,4651
"Superior univ. incompleta (067)",72606,,45040,14055,11042,2469
"Superior univ. completa (068)",111488,,22924,43777,34860,9927
"PEA (070)",352436,2604,115357,134616,88012,11847
"Sin nivel (071)",8198,23,459,2511,3757,1448
"Educación inicial (072)",226,31,119,76,,
"Primaria (073)",34925,1227,4168,10870,14633,4027
"Secundaria (074)",108014,1323,43765,38100,22317,2509
"Superior no univ. incompleta (075)",33501,,16631,11417,5021,432
"Superior no univ. completa (076)",56130,,19536,25298,10502,794
"Superior univ. incompleta (077)",32647,,13982,10602,7500,563
"Superior univ. completa (078)",78795,,16697,35742,24282,2074
"Ocupada (080)",331326,2485,105603,127921,84098,11219
"Sin nivel (081)",7691,17,408,2358,3535,1373
"Educación inicial (082)",214,30,111,73,,
"Primaria (083)",32496,1185,3806,10066,13668,3771
"Secundaria (084)",100469,1253,39753,35930,21148,2385
"Superior no univ. incompleta (085)",31562,,15433,10910,4806,413
"Superior no univ. completa (086)",53016,,17964,24194,10099,759
"Superior univ. incompleta (087)",30786,,12894,10136,7218,538
"Superior univ. completa (088)",75092,,15234,34254,23624,1980
"Desocupada (090)",21110,119,9754,6695,3914,628
"Sin nivel (091)",507,6,51,153,222,75
"Educación inicial (092)",12,1,8,3,,
"Primaria (093)",2429,42,362,804,965,256
"Secundaria (094)",7545,70,4012,2170,1169,124
"Superior no univ. incompleta (095)",1939,,1198,507,215,19
"Superior no univ. completa (096)",3114,,1572,1104,403,35
"Superior univ. incompleta (097)",1861,,1088,466,282,25
"Superior univ. completa (098)",3703,,1463,1488,658,94
"No PEA (100)",409183,130514,129573,48423,50681,49992
"Sin nivel (101)",18931,1778,987,2461,4921,8784
"Educación inicial (102)",12053,11708,277,68,,
"Primaria (103)",123961,86740,4123,6587,10974,15537
"Secundaria (104)",129719,30288,60801,15451,12492,10687
"Superior no univ. incompleta (105)",26199,,18499,4117,2215,1368
"Superior no univ. completa (106)",25668,,7601,8251,5959,3857
"Superior univ. incompleta (107)",39959,,31058,3453,3542,1906
"Superior univ. completa (108)",32693,,6227,8035,10578,7853
,,,,,,
"RURAL (120)",19059,3581,5608,4338,3655,1877
"Sin nivel (121)",1879,98,104,445,682,550
"Educación inicial (122)",356,319,27,10,,
"Primaria (123)",6326,2418,679,1136,1267,826
"Secundaria (124)",6522,746,3140,1452,904,280
"Superior no univ. incompleta (125)",1066,,633,283,115,35
"Superior no univ. completa (126)",1110,,429,433,185,63
"Superior univ. incompleta (127)",805,,387,197,176,45
"Superior univ. completa (128)",995,,209,382,326,78
"PEA (130)",9661,107,3049,3201,2500,804
"Sin nivel (131)",846,4,54,269,365,154
"Educación inicial (132)",25,1,17,7,,
"Primaria (133)",2533,66,420,788,869,390
"Secundaria (134)",3656,36,1664,1141,672,143
"Superior no univ. incompleta (135)",614,,298,219,81,16
"Superior no univ. completa (136)",792,,303,323,133,33
"Superior univ. incompleta (137)",457,,141,156,131,29
"Superior univ. completa (138)",738,,152,298,249,39
"Ocupada (140)",9375,105,2912,3109,2456,793
"Sin nivel (141)",821,2,53,257,360,149
"Educación inicial (142)",25,1,17,7,,
"Primaria (143)",2470,66,402,762,852,388
"Secundaria (144)",3541,36,1587,1117,660,141
"Superior no univ. incompleta (145)",586,,277,215,79,15
"Superior no univ. completa (146)",775,,295,315,132,33
"Superior univ. incompleta (147)",442,,136,149,128,29
"Superior univ. completa (148)",715,,145,287,245,38
"Desocupada (150)",286,2,137,92,44,11
"Sin nivel (151)",25,2,1,12,5,5
"Primaria (153)",63,,18,26,17,2
"Secundaria (154)",115,,77,24,12,2
"Superior no univ. incompleta (155)",28,,21,4,2,1
"Superior no univ. completa (156)",17,,8,8,1,
"Superior univ. incompleta (157)",15,,5,7,3,
"Superior univ. completa (158)",23,,7,11,4,1
"No PEA (160)",9398,3474,2559,1137,1155,1073
"Sin nivel (161)",1033,94,50,176,317,396
"Educación inicial (162)",331,318,10,3,,
"Primaria (163)",3793,2352,259,348,398,436
"Secundaria (164)",2866,710,1476,311,232,137
"Superior no univ. incompleta (165)",452,,335,64,34,19
"Superior no univ. completa (166)",318,,126,110,52,30
"Superior univ. incompleta (167)",348,,246,41,45,16
"Superior univ. completa (168)",257,,57,84,77,39
