"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TUMBES (000)",51729,16535,9207,21669,1315,1773,1230
"Sin nivel (001)",866,88,216,465,28,28,41
"Educación inicial (002)",69,16,12,24,2,12,3
"Primaria (003)",11710,1053,2758,6460,463,551,425
"Secundaria (004)",21273,4423,4910,10005,481,848,606
"Superior no univ. incompleta (005)",3141,1290,442,1186,67,92,64
"Superior no univ. completa (006)",7050,4555,509,1720,86,117,63
"Superior univ. incompleta (007)",2352,1270,168,767,62,72,13
"Superior univ. completa (008)",5268,3840,192,1042,126,53,15
"Hombres (010)",36729,9638,8214,16608,1081,1128,60
"Sin nivel (011)",630,58,189,338,25,18,2
"Educación inicial (012)",51,11,10,19,2,9,
"Primaria (013)",8875,679,2446,4990,407,335,18
"Secundaria (014)",16320,3040,4414,7860,393,581,32
"Superior no univ. incompleta (015)",2090,732,392,870,48,44,4
"Superior no univ. completa (016)",3958,2221,451,1153,65,66,2
"Superior univ. incompleta (017)",1574,732,145,606,44,46,1
"Superior univ. completa (018)",3231,2165,167,772,97,29,1
"Mujeres (020)",15000,6897,993,5061,234,645,1170
"Sin nivel (021)",236,30,27,127,3,10,39
"Educación inicial (022)",18,5,2,5,,3,3
"Primaria (023)",2835,374,312,1470,56,216,407
"Secundaria (024)",4953,1383,496,2145,88,267,574
"Superior no univ. incompleta (025)",1051,558,50,316,19,48,60
"Superior no univ. completa (026)",3092,2334,58,567,21,51,61
"Superior univ. incompleta (027)",778,538,23,161,18,26,12
"Superior univ. completa (028)",2037,1675,25,270,29,24,14
,,,,,,,
"URBANA (030)",47949,16027,8035,20181,1155,1395,1156
"Sin nivel (031)",721,85,181,380,18,17,40
"Educación inicial (032)",60,16,9,23,1,8,3
"Primaria (033)",10179,1012,2314,5678,356,430,389
"Secundaria (034)",19733,4256,4315,9500,445,644,573
"Superior no univ. incompleta (035)",3042,1255,414,1162,64,84,63
"Superior no univ. completa (036)",6748,4373,463,1670,83,99,60
"Superior univ. incompleta (037)",2288,1248,155,745,62,65,13
"Superior univ. completa (038)",5178,3782,184,1023,126,48,15
"Hombres (040)",33508,9361,7123,15270,928,769,57
"Sin nivel (041)",496,56,158,258,15,7,2
"Educación inicial (042)",42,11,7,18,1,5,
"Primaria (043)",7509,654,2034,4276,304,226,15
"Secundaria (044)",14964,2922,3858,7412,360,380,32
"Superior no univ. incompleta (045)",2012,710,365,852,45,36,4
"Superior no univ. completa (046)",3783,2153,409,1107,62,50,2
"Superior univ. incompleta (047)",1529,720,133,591,44,40,1
"Superior univ. completa (048)",3173,2135,159,756,97,25,1
"Mujeres (050)",14441,6666,912,4911,227,626,1099
"Sin nivel (051)",225,29,23,122,3,10,38
"Educación inicial (052)",18,5,2,5,,3,3
"Primaria (053)",2670,358,280,1402,52,204,374
"Secundaria (054)",4769,1334,457,2088,85,264,541
"Superior no univ. incompleta (055)",1030,545,49,310,19,48,59
"Superior no univ. completa (056)",2965,2220,54,563,21,49,58
"Superior univ. incompleta (057)",759,528,22,154,18,25,12
"Superior univ. completa (058)",2005,1647,25,267,29,23,14
,,,,,,,
"RURAL (060)",3780,508,1172,1488,160,378,74
"Sin nivel (061)",145,3,35,85,10,11,1
"Educación inicial (062)",9,,3,1,1,4,
"Primaria (063)",1531,41,444,782,107,121,36
"Secundaria (064)",1540,167,595,505,36,204,33
"Superior no univ. incompleta (065)",99,35,28,24,3,8,1
"Superior no univ. completa (066)",302,182,46,50,3,18,3
"Superior univ. incompleta (067)",64,22,13,22,,7,
"Superior univ. completa (068)",90,58,8,19,,5,
"Hombres (070)",3221,277,1091,1338,153,359,3
"Sin nivel (071)",134,2,31,80,10,11,
"Educación inicial (072)",9,,3,1,1,4,
"Primaria (073)",1366,25,412,714,103,109,3
"Secundaria (074)",1356,118,556,448,33,201,
"Superior no univ. incompleta (075)",78,22,27,18,3,8,
"Superior no univ. completa (076)",175,68,42,46,3,16,
"Superior univ. incompleta (077)",45,12,12,15,,6,
"Superior univ. completa (078)",58,30,8,16,,4,
"Mujeres (080)",559,231,81,150,7,19,71
"Sin nivel (081)",11,1,4,5,,,1
"Primaria (083)",165,16,32,68,4,12,33
"Secundaria (084)",184,49,39,57,3,3,33
"Superior no univ. incompleta (085)",21,13,1,6,,,1
"Superior no univ. completa (086)",127,114,4,4,,2,3
"Superior univ. incompleta (087)",19,10,1,7,,1,
"Superior univ. completa (088)",32,28,,3,,1,
