"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SAN ROMAN (000)",240776,118151,122625,220610,108505,112105,20166,9646,10520
"Menores de 1 año (001)",4074,2074,2000,3724,1884,1840,350,190,160
"Menores de 1 mes (002)",317,162,155,292,148,144,25,14,11
"De 1 a 11 meses (003)",3757,1912,1845,3432,1736,1696,325,176,149
"De 1 a 4 años (004)",19083,9649,9434,17428,8817,8611,1655,832,823
"1 año (005)",4427,2236,2191,4052,2062,1990,375,174,201
"2 años (006)",4956,2551,2405,4536,2332,2204,420,219,201
"3 años (007)",4767,2373,2394,4345,2150,2195,422,223,199
"4 años (008)",4933,2489,2444,4495,2273,2222,438,216,222
"De 5 a 9 años (009)",24646,12458,12188,22439,11332,11107,2207,1126,1081
"5 años (010)",4518,2267,2251,4114,2068,2046,404,199,205
"6 años (011)",4570,2286,2284,4153,2080,2073,417,206,211
"7 años (012)",5119,2613,2506,4668,2359,2309,451,254,197
"8 años (013)",5276,2719,2557,4788,2480,2308,488,239,249
"9 años (014)",5163,2573,2590,4716,2345,2371,447,228,219
"De 10 a 14 años (015)",28061,14346,13715,25618,13100,12518,2443,1246,1197
"10 años (016)",5392,2795,2597,4918,2540,2378,474,255,219
"11 años (017)",5332,2725,2607,4876,2487,2389,456,238,218
"12 años (018)",5849,2925,2924,5309,2655,2654,540,270,270
"13 años (019)",5894,3028,2866,5375,2774,2601,519,254,265
"14 años (020)",5594,2873,2721,5140,2644,2496,454,229,225
"De 15 a 19 años (021)",26767,13469,13298,24840,12533,12307,1927,936,991
"15 años (022)",5667,2801,2866,5243,2606,2637,424,195,229
"16 años (023)",4931,2504,2427,4569,2312,2257,362,192,170
"17 años (024)",5234,2648,2586,4807,2438,2369,427,210,217
"18 años (025)",5353,2725,2628,4966,2538,2428,387,187,200
"19 años (026)",5582,2791,2791,5255,2639,2616,327,152,175
"De 20 a 24 años (027)",25531,12382,13149,23934,11617,12317,1597,765,832
"20 años (028)",5813,2911,2902,5426,2723,2703,387,188,199
"21 años (029)",4614,2255,2359,4338,2134,2204,276,121,155
"22 años (030)",5166,2537,2629,4822,2368,2454,344,169,175
"23 años (031)",5042,2431,2611,4747,2286,2461,295,145,150
"24 años (032)",4896,2248,2648,4601,2106,2495,295,142,153
"De 25 a 29 años (033)",21839,10397,11442,20570,9772,10798,1269,625,644
"25 años (034)",4923,2381,2542,4621,2229,2392,302,152,150
"26 años (035)",4144,1987,2157,3895,1870,2025,249,117,132
"27 años (036)",4938,2395,2543,4632,2240,2392,306,155,151
"28 años (037)",4164,1961,2203,3927,1847,2080,237,114,123
"29 años (038)",3670,1673,1997,3495,1586,1909,175,87,88
