"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUARAZ (000)",52505,36259,5041,5130,6075
"Hombres (001)",33984,23388,3550,3380,3666
"Mujeres (002)",18521,12871,1491,1750,2409
"De 06 a 14 años (003)",527,495,24,6,2
"Hombres (004)",330,307,18,5,
"Mujeres (005)",197,188,6,1,2
"De 15 a 29 años (006)",16737,11861,1992,1507,1377
"Hombres (007)",10543,7445,1376,985,737
"Mujeres (008)",6194,4416,616,522,640
"De 30 a 44 años (009)",19351,12193,1919,2418,2821
"Hombres (010)",12363,7788,1318,1517,1740
"Mujeres (011)",6988,4405,601,901,1081
"De 45 a 64 años (012)",12829,8895,996,1135,1803
"Hombres (013)",8440,5752,746,816,1126
"Mujeres (014)",4389,3143,250,319,677
"De 65 y más años (015)",3061,2815,110,64,72
"Hombres (016)",2308,2096,92,57,63
"Mujeres (017)",753,719,18,7,9
,,,,,
"URBANA (018)",41493,26522,4392,4756,5823
"Hombres (019)",25203,15728,2970,3049,3456
"Mujeres (020)",16290,10794,1422,1707,2367
"De 06 a 14 años (021)",386,357,22,5,2
"Hombres (022)",237,216,17,4,
"Mujeres (023)",149,141,5,1,2
"De 15 a 29 años (024)",13294,8917,1724,1376,1277
"Hombres (025)",7890,5222,1139,869,660
"Mujeres (026)",5404,3695,585,507,617
"De 30 a 44 años (027)",15924,9216,1715,2268,2725
"Hombres (028)",9610,5427,1135,1389,1659
"Mujeres (029)",6314,3789,580,879,1066
"De 45 a 64 años (030)",10085,6433,850,1050,1752
"Hombres (031)",6207,3778,614,737,1078
"Mujeres (032)",3878,2655,236,313,674
"De 65 y más años (033)",1804,1599,81,57,67
"Hombres (034)",1259,1085,65,50,59
"Mujeres (035)",545,514,16,7,8
,,,,,
"RURAL (036)",11012,9737,649,374,252
"Hombres (037)",8781,7660,580,331,210
"Mujeres (038)",2231,2077,69,43,42
"De 06 a 14 años (039)",141,138,2,1,
"Hombres (040)",93,91,1,1,
"Mujeres (041)",48,47,1,,
"De 15 a 29 años (042)",3443,2944,268,131,100
"Hombres (043)",2653,2223,237,116,77
"Mujeres (044)",790,721,31,15,23
"De 30 a 44 años (045)",3427,2977,204,150,96
"Hombres (046)",2753,2361,183,128,81
"Mujeres (047)",674,616,21,22,15
"De 45 a 64 años (048)",2744,2462,146,85,51
"Hombres (049)",2233,1974,132,79,48
"Mujeres (050)",511,488,14,6,3
"De 65 y más años (051)",1257,1216,29,7,5
"Hombres (052)",1049,1011,27,7,4
"Mujeres (053)",208,205,2,,1
