"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANTA (000)",150683,41513,37076,54129,2838,4479,3141,7507
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",315,242,,,73,,,
"Profes., científicos e intelectuales (002)",14293,11677,,2358,226,31,1,
"Técnicos de nivel medio y trab. asimilados (003)",8105,5339,,2352,370,41,3,
"Jefes y empleados de oficina (004)",6810,6747,,29,,34,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",26566,7867,370,15779,660,1887,3,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9175,33,811,7491,829,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",17659,,10489,6713,317,140,,
"Obreros construc.,conf.,papel, fab., instr. (008)",18233,1828,6447,9641,229,88,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",37416,5833,17530,8783,80,2056,3134,
"Otra (010)",935,935,,,,,,
"Ocupación no especificada (011)",3669,1012,1429,983,54,191,,
"Desocupado (012)",7507,,,,,,,7507
"Hombres (013)",99968,22892,31287,36052,2101,2137,120,5379
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",204,158,,,46,,,
"Profes., científicos e intelectuales (015)",6843,5159,,1495,174,15,,
"Técnicos de nivel medio y trab. asimilados (016)",5059,3167,,1617,251,24,,
"Jefes y empleados de oficina (017)",3349,3327,,7,,15,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",11564,4447,127,6310,303,377,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",8523,31,744,6966,771,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",14096,,8142,5564,279,111,,
"Obreros construc.,conf.,papel, fab., instr. (021)",17739,1798,6303,9339,219,80,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",23965,3324,14859,4207,33,1422,120,
"Otra (023)",888,888,,,,,,
"Ocupación no especificada (024)",2359,593,1112,547,25,82,,
"Desocupado (025)",5379,,,,,,,5379
"Mujeres (026)",50715,18621,5789,18077,737,2342,3021,2128
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",111,84,,,27,,,
"Profes., científicos e intelectuales (028)",7450,6518,,863,52,16,1,
"Técnicos de nivel medio y trab. asimilados (029)",3046,2172,,735,119,17,3,
"Jefes y empleados de oficina (030)",3461,3420,,22,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",15002,3420,243,9469,357,1510,3,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",652,2,67,525,58,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",3563,,2347,1149,38,29,,
"Obreros construc.,conf.,papel, fab., instr. (034)",494,30,144,302,10,8,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",13451,2509,2671,4576,47,634,3014,
"Otra (036)",47,47,,,,,,
"Ocupación no especificada (037)",1310,419,317,436,29,109,,
"Desocupado (038)",2128,,,,,,,2128
,,,,,,,,
"URBANA (039)",141319,41178,33756,50291,2459,3436,3054,7145
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",310,237,,,73,,,
"Profes., científicos e intelectuales (041)",14200,11603,,2340,225,31,1,
"Técnicos de nivel medio y trab. asimilados (042)",8057,5309,,2336,368,41,3,
"Jefes y empleados de oficina (043)",6772,6709,,29,,34,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",26207,7799,362,15523,656,1864,3,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5646,28,725,4421,464,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",17495,,10375,6668,315,137,,
"Obreros construc.,conf.,papel, fab., instr. (047)",17781,1799,6279,9396,227,80,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",33201,5756,14610,8643,80,1065,3047,
"Otra (049)",935,935,,,,,,
"Ocupación no especificada (050)",3570,1003,1405,935,51,176,,
"Desocupado (051)",7145,,,,,,,7145
"Hombres (052)",92192,22684,28466,32725,1753,1384,118,5062
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",200,154,,,46,,,
"Profes., científicos e intelectuales (054)",6802,5128,,1486,173,15,,
"Técnicos de nivel medio y trab. asimilados (055)",5024,3145,,1605,250,24,,
"Jefes y empleados de oficina (056)",3327,3305,,7,,15,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",11411,4402,123,6213,301,372,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",5208,26,659,4083,432,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",13975,,8059,5529,278,109,,
"Obreros construc.,conf.,papel, fab., instr. (060)",17333,1769,6156,9116,217,75,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",20644,3276,12372,4157,33,688,118,
"Otra (062)",888,888,,,,,,
"Ocupación no especificada (063)",2318,591,1097,529,23,78,,
"Desocupado (064)",5062,,,,,,,5062
"Mujeres (065)",49127,18494,5290,17566,706,2052,2936,2083
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",110,83,,,27,,,
"Profes., científicos e intelectuales (067)",7398,6475,,854,52,16,1,
"Técnicos de nivel medio y trab. asimilados (068)",3033,2164,,731,118,17,3,
"Jefes y empleados de oficina (069)",3445,3404,,22,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",14796,3397,239,9310,355,1492,3,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",438,2,66,338,32,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",3520,,2316,1139,37,28,,
"Obreros construc.,conf.,papel, fab., instr. (073)",448,30,123,280,10,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",12557,2480,2238,4486,47,377,2929,
"Otra (075)",47,47,,,,,,
"Ocupación no especificada (076)",1252,412,308,406,28,98,,
"Desocupado (077)",2083,,,,,,,2083
,,,,,,,,
"RURAL (078)",9364,335,3320,3838,379,1043,87,362
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",5,5,,,,,,
"Profes., científicos e intelectuales (080)",93,74,,18,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",48,30,,16,2,,,
"Jefes y empleados de oficina (082)",38,38,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",359,68,8,256,4,23,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3529,5,86,3070,365,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",164,,114,45,2,3,,
"Obreros construc.,conf.,papel, fab., instr. (086)",452,29,168,245,2,8,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",4215,77,2920,140,,991,87,
"Ocupación no especificada (089)",99,9,24,48,3,15,,
"Desocupado (090)",362,,,,,,,362
"Hombres (091)",7776,208,2821,3327,348,753,2,317
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,4,,,,,,
