"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia OXAPAMPA (000)",19107,55,225,686,1694,4007,8169,4271
"De 12 a 14 años (001)",40,,,,,,2,38
"De 15 a 19 años (002)",999,,,,,,628,371
"De 20 a 24 años (003)",2497,,,,,8,1646,843
"De 25 a 29 años (004)",2770,,,,,174,1925,671
"De 30 a 34 años (005)",2556,,,,1,502,1566,487
"De 35 a 39 años (006)",2522,,,,25,803,1324,370
"De 40 a 44 años (007)",1997,,,,134,865,714,284
"De 45 a 49 años (008)",1620,,,7,282,774,314,243
"De 50 y más años (009)",4106,55,225,679,1252,881,50,964
"Sin nivel (010)",2985,34,114,263,518,637,659,760
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",34,,,,,,22,12
"De 20 a 24 años (013)",125,,,,,,84,41
"De 25 a 29 años (014)",148,,,,,4,102,42
"De 30 a 34 años (015)",155,,,,,23,103,29
"De 35 a 39 años (016)",242,,,,3,53,150,36
"De 40 a 44 años (017)",261,,,,10,99,103,49
"De 45 a 49 años (018)",312,,,4,34,141,77,56
"De 50 y más años (019)",1705,34,114,259,471,317,18,492
"Educacion Inicial (020)",35,,,,,8,19,8
"De 15 a 19 años (022)",2,,,,,,2,
"De 20 a 24 años (023)",3,,,,,,2,1
"De 25 a 29 años (024)",12,,,,,,8,4
"De 30 a 34 años (025)",14,,,,,6,6,2
"De 35 a 39 años (026)",4,,,,,2,1,1
"Primaria (030)",8494,19,85,293,744,1924,3822,1607
"De 12 a 14 años (031)",20,,,,,,1,19
"De 15 a 19 años (032)",492,,,,,,314,178
"De 20 a 24 años (033)",1024,,,,,4,724,296
"De 25 a 29 años (034)",1159,,,,,84,870,205
"De 30 a 34 años (035)",1103,,,,1,205,717,180
"De 35 a 39 años (036)",1201,,,,12,383,650,156
"De 40 a 44 años (037)",962,,,,51,433,361,117
"De 45 a 49 años (038)",785,,,2,133,377,162,111
"De 50 y más años (039)",1748,19,85,291,547,438,23,345
"Secundaria (040)",4975,2,16,84,275,881,2562,1155
"De 12 a 14 años (041)",17,,,,,,1,16
"De 15 a 19 años (042)",454,,,,,,278,176
"De 20 a 24 años (043)",1035,,,,,4,677,354
"De 25 a 29 años (044)",958,,,,,63,667,228
"De 30 a 34 años (045)",771,,,,,179,462,130
"De 35 a 39 años (046)",613,,,,6,226,297,84
"De 40 a 44 años (047)",428,,,,46,200,123,59
"De 45 a 49 años (048)",300,,,1,73,133,53,40
"De 50 y más años (049)",399,2,16,83,150,76,4,68
"Sup. no Univ. incompleta (050)",571,,2,7,19,94,290,159
