"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Enseñanza (038)",5740,914,1121,2047,1658
"Servicios sociales y de salud (039)",1832,417,106,151,1158
"Otras activ. serv.comun.soc y personales (040)",3905,2417,685,495,308
"Hogares privados con servicio doméstico (041)",241,241,,,
"Organiz. y organos extraterritoriales (042)",1,,1,,
"Actividad economica no especificada (043)",2995,1837,427,359,372
"Mujeres (044)",72525,48479,5855,8028,10163
"Agric., ganadería, caza y silvicultura (045)",3636,2622,360,232,422
"Pesca (046)",140,26,18,20,76
"Explotación de minas y canteras (047)",77,3,5,18,51
"Industrias manufactureras (048)",5199,3166,275,449,1309
"Suministro de electricidad, gas y agua (049)",105,22,5,34,44
"Construcción (050)",360,139,49,130,42
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",20311,18302,1143,711,155
"Venta, mant.y rep. veh.autom y motoc. (052)",322,200,63,50,9
"Comercio al por mayor (053)",1098,684,121,147,146
"Comercio al por menor (054)",18891,17418,959,514,
"Hoteles y restaurantes (055)",7199,6248,591,286,74
"Trans., almac. y comunicaciones (056)",1256,767,162,194,133
"Intermediación financiera (057)",805,87,64,389,265
"Activid.inmobil., empres. y alquileres (058)",4014,1682,588,894,850
"Admin.pub. y defensa; p. segur soc.afil (059)",2567,,,,2567
"Enseñanza (060)",9341,2032,1823,3802,1684
"Servicios sociales y de salud (061)",3315,771,218,285,2041
"Otras activ. serv.comun.soc y personales (062)",3243,2510,277,309,147
"Hogares privados con servicio doméstico (063)",7559,7559,,,
"Organiz. y organos extraterritoriales (064)",1,,,,1
"Actividad economica no especificada (065)",3397,2543,277,275,302
,,,,,
"URBANA (066)",197951,131670,19473,19782,27026
"Agric., ganadería, caza y silvicultura (067)",27643,22838,2514,1015,1276
"Pesca (068)",1431,485,464,184,298
"Explotación de minas y canteras (069)",709,104,89,82,434
"Industrias manufactureras (070)",15659,9778,1323,1353,3205
"Suministro de electricidad, gas y agua (071)",867,225,45,292,305
"Construcción (072)",12061,7616,2319,1534,592
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",44982,39146,3207,2002,627
"Venta, mant.y rep. veh.autom y motoc. (074)",4379,3279,615,333,152
"Comercio al por mayor (075)",2969,1679,342,473,475
"Comercio al por menor (076)",37634,34188,2250,1196,
"Hoteles y restaurantes (077)",10333,8245,1223,670,195
"Trans., almac. y comunicaciones (078)",21083,17011,1452,1468,1152
"Intermediación financiera (079)",1805,205,162,840,598
"Activid.inmobil., empres. y alquileres (080)",13482,6119,1905,2712,2746
"Admin.pub. y defensa; p. segur soc.afil (081)",7995,,,,7995
"Enseñanza (082)",14763,2801,2839,5789,3334
"Servicios sociales y de salud (083)",5063,1152,320,435,3156
"Otras activ. serv.comun.soc y personales (084)",7013,4832,944,787,450
"Hogares privados con servicio doméstico (085)",7470,7470,,,
"Organiz. y organos extraterritoriales (086)",1,,,,1
"Actividad economica no especificada (087)",5591,3643,667,619,662
"Hombres (088)",128304,85628,13804,11856,17016
"Agric., ganadería, caza y silvicultura (089)",24994,20986,2228,843,937
"Pesca (090)",1293,460,446,165,222
"Explotación de minas y canteras (091)",633,101,84,64,384
"Industrias manufactureras (092)",10555,6693,1052,907,1903
"Suministro de electricidad, gas y agua (093)",763,203,40,259,261
"Construcción (094)",11705,7479,2270,1405,551
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",25126,21277,2084,1292,473
"Venta, mant.y rep. veh.autom y motoc. (096)",4059,3081,552,283,143
"Comercio al por mayor (097)",1886,1008,221,327,330
"Comercio al por menor (098)",19181,17188,1311,682,
"Hoteles y restaurantes (099)",3331,2184,640,386,121
"Trans., almac. y comunicaciones (100)",19839,16255,1290,1275,1019
"Intermediación financiera (101)",1001,118,98,452,333
"Activid.inmobil., empres. y alquileres (102)",9489,4446,1324,1821,1898
"Admin.pub. y defensa; p. segur soc.afil (103)",5447,,,,5447
"Enseñanza (104)",5594,865,1067,2009,1653
"Servicios sociales y de salud (105)",1805,403,105,150,1147
"Otras activ. serv.comun.soc y personales (106)",3807,2354,670,480,303
"Hogares privados con servicio doméstico (107)",229,229,,,
"Actividad economica no especificada (109)",2693,1575,406,348,364
"Mujeres (110)",69647,46042,5669,7926,10010
"Agric., ganadería, caza y silvicultura (111)",2649,1852,286,172,339
"Pesca (112)",138,25,18,19,76
"Explotación de minas y canteras (113)",76,3,5,18,50
"Industrias manufactureras (114)",5104,3085,271,446,1302
"Suministro de electricidad, gas y agua (115)",104,22,5,33,44
"Construcción (116)",356,137,49,129,41
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",19856,17869,1123,710,154
"Venta, mant.y rep. veh.autom y motoc. (118)",320,198,63,50,9
"Comercio al por mayor (119)",1083,671,121,146,145
"Comercio al por menor (120)",18453,17000,939,514,
"Hoteles y restaurantes (121)",7002,6061,583,284,74
"Trans., almac. y comunicaciones (122)",1244,756,162,193,133
"Intermediación financiera (123)",804,87,64,388,265
"Activid.inmobil., empres. y alquileres (124)",3993,1673,581,891,848
"Admin.pub. y defensa; p. segur soc.afil (125)",2548,,,,2548
"Enseñanza (126)",9169,1936,1772,3780,1681
"Servicios sociales y de salud (127)",3258,749,215,285,2009
"Otras activ. serv.comun.soc y personales (128)",3206,2478,274,307,147
"Hogares privados con servicio doméstico (129)",7241,7241,,,
"Organiz. y organos extraterritoriales (130)",1,,,,1
"Actividad economica no especificada (131)",2898,2068,261,271,298
,,,,,
"RURAL (132)",28187,24350,2452,747,638
"Agric., ganadería, caza y silvicultura (133)",23255,20223,2054,571,407
"Pesca (134)",57,29,20,5,3
"Explotación de minas y canteras (135)",30,20,2,1,7
"Industrias manufactureras (136)",359,262,25,30,42
"Suministro de electricidad, gas y agua (137)",11,6,3,2,
"Construcción (138)",251,202,37,8,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1404,1327,65,8,4
"Venta, mant.y rep. veh.autom y motoc. (140)",77,66,10,1,
"Comercio al por mayor (141)",50,45,,1,4
"Comercio al por menor (142)",1277,1216,55,6,
"Hoteles y restaurantes (143)",227,213,11,3,
"Trans., almac. y comunicaciones (144)",680,627,44,4,5
"Intermediación financiera (145)",4,2,,2,
"Activid.inmobil., empres. y alquileres (146)",161,96,26,20,19
"Admin.pub. y defensa; p. segur soc.afil (147)",79,,,,79
"Enseñanza (148)",318,145,105,60,8
"Servicios sociales y de salud (149)",84,36,4,1,43
"Otras activ. serv.comun.soc y personales (150)",135,95,18,17,5
"Hogares privados con servicio doméstico (151)",330,330,,,
"Organiz. y organos extraterritoriales (152)",1,,1,,
"Actividad economica no especificada (153)",801,737,37,15,12
"Hombres (154)",25309,21913,2266,645,485
"Agric., ganadería, caza y silvicultura (155)",22268,19453,1980,511,324
"Pesca (156)",55,28,20,4,3
"Explotación de minas y canteras (157)",29,20,2,1,6
"Industrias manufactureras (158)",264,181,21,27,35
"Suministro de electricidad, gas y agua (159)",10,6,3,1,
"Construcción (160)",247,200,37,7,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",949,894,45,7,3
"Venta, mant.y rep. veh.autom y motoc. (162)",75,64,10,1,
"Comercio al por mayor (163)",35,32,,,3
"Comercio al por menor (164)",839,798,35,6,
"Hoteles y restaurantes (165)",30,26,3,1,
"Trans., almac. y comunicaciones (166)",668,616,44,3,5
"Intermediación financiera (167)",3,2,,1,
"Activid.inmobil., empres. y alquileres (168)",140,87,19,17,17
"Admin.pub. y defensa; p. segur soc.afil (169)",60,,,,60
"Enseñanza (170)",146,49,54,38,5
"Servicios sociales y de salud (171)",27,14,1,1,11
"Otras activ. serv.comun.soc y personales (172)",98,63,15,15,5
"Hogares privados con servicio doméstico (173)",12,12,,,
"Organiz. y organos extraterritoriales (174)",1,,1,,
"Actividad economica no especificada (175)",302,262,21,11,8
"Mujeres (176)",2878,2437,186,102,153
"Agric., ganadería, caza y silvicultura (177)",987,770,74,60,83
"Pesca (178)",2,1,,1,
"Explotación de minas y canteras (179)",1,,,,1
"Industrias manufactureras (180)",95,81,4,3,7
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",4,2,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",455,433,20,1,1
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",15,13,,1,1
"Comercio al por menor (186)",438,418,20,,
"Hoteles y restaurantes (187)",197,187,8,2,
"Trans., almac. y comunicaciones (188)",12,11,,1,
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",21,9,7,3,2
"Admin.pub. y defensa; p. segur soc.afil (191)",19,,,,19
"Enseñanza (192)",172,96,51,22,3
"Servicios sociales y de salud (193)",57,22,3,,32
"Otras activ. serv.comun.soc y personales (194)",37,32,3,2,
"Hogares privados con servicio doméstico (195)",318,318,,,
"Actividad economica no especificada (197)",499,475,16,4,4
