"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PALLASCA (000)",7928,104,2488,2688,1951,697
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",48,,12,13,17,6
"Profes., científicos e intelectuales (002)",743,,152,425,157,9
"Técnicos de nivel medio y trab. asimilados (003)",157,,51,77,26,3
"Jefes y empleados de oficina (004)",216,,87,83,42,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",527,3,156,197,132,39
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2434,17,509,708,811,389
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",672,3,286,238,120,25
"Obreros construc., conf., papel, fab., instr. (008)",457,1,160,174,107,15
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",2440,79,1008,705,484,164
"Otra (010)",18,,3,10,5,
"Ocupación no especificada (011)",216,1,64,58,50,43
"Hombres (012)",6296,77,1973,2075,1603,568
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",37,,6,9,16,6
"Profes., científicos e intelectuales (014)",394,,69,221,96,8
"Técnicos de nivel medio y trab. asimilados (015)",113,,31,57,23,2
"Jefes y empleados de oficina (016)",143,,53,56,31,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",196,2,53,67,57,17
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2296,13,483,677,765,358
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",624,3,266,227,110,18
"Obreros construc., conf., papel, fab., instr. (020)",448,1,158,170,105,14
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1966,57,833,564,381,131
"Otra (022)",18,,3,10,5,
"Ocupación no especificada (023)",61,1,18,17,14,11
"Mujeres (024)",1632,27,515,613,348,129
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",11,,6,4,1,
"Profes., científicos e intelectuales (026)",349,,83,204,61,1
"Técnicos de nivel medio y trab. asimilados (027)",44,,20,20,3,1
"Jefes y empleados de oficina (028)",73,,34,27,11,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",331,1,103,130,75,22
"Agricult. trabaj. calif.agrop. y pesqueros (030)",138,4,26,31,46,31
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",48,,20,11,10,7
"Obreros construc., conf., papel, fab., instr. (032)",9,,2,4,2,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",474,22,175,141,103,33
