"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",6,5,,1,,4,,,,,1,13
"De 25 a 29 años (024)",10,10,,2,3,5,,,,,,23
"De 30 a 34 años (025)",9,9,,2,1,,5,1,,,,34
"De 35 a 39 años (026)",7,7,,,,3,2,2,,,,29
"Primaria (030)",4777,4694,9,532,715,767,1242,860,416,153,83,20484
"De 12 a 14 años (031)",13,6,,6,,,,,,,7,6
"De 15 a 19 años (032)",127,111,1,92,16,2,,,,,16,130
"De 20 a 24 años (033)",450,436,,169,186,62,16,3,,,14,812
"De 25 a 29 años (034)",656,640,1,94,208,194,134,9,,,16,1721
"De 30 a 34 años (035)",719,710,2,43,136,208,232,77,10,2,9,2541
"De 35 a 39 años (036)",802,794,1,31,68,129,336,192,33,4,8,3616
"De 40 a 44 años (037)",628,622,,19,28,69,220,180,90,16,6,3366
"De 45 a 49 años (038)",473,473,1,17,20,37,121,149,84,44,,2841
"De 50 y más años (039)",909,902,3,61,53,66,183,250,199,87,7,5451
"Secundaria (040)",2364,2224,9,783,600,382,292,102,39,17,140,5553
"De 12 a 14 años (041)",6,2,,2,,,,,,,4,2
"De 15 a 19 años (042)",219,190,4,160,26,,,,,,29,212
"De 20 a 24 años (043)",670,610,4,380,177,43,6,,,,60,890
"De 25 a 29 años (044)",521,494,1,138,193,116,45,1,,,27,1073
"De 30 a 34 años (045)",378,368,,56,123,99,73,13,4,,10,1025
"De 35 a 39 años (046)",224,219,,25,41,58,63,27,4,1,5,764
"De 40 a 44 años (047)",127,127,,9,21,31,41,17,5,3,,503
"De 45 a 49 años (048)",104,103,,4,8,16,37,22,13,3,1,519
"De 50 y más años (049)",115,111,,9,11,19,27,22,13,10,4,565
"Sup. no Univ. incompleta (050)",178,145,,53,48,23,14,7,,,33,318
"De 15 a 19 años (052)",5,3,,3,,,,,,,2,3
"De 20 a 24 años (053)",39,22,,21,1,,,,,,17,23
"De 25 a 29 años (054)",47,39,,18,19,2,,,,,8,62
"De 30 a 34 años (055)",37,33,,8,14,7,4,,,,4,73
"De 35 a 39 años (056)",22,21,,2,10,6,3,,,,1,52
"De 40 a 44 años (057)",16,16,,1,4,6,3,2,,,,51
"De 45 a 49 años (058)",9,8,,,,2,3,3,,,1,37
"De 50 y más años (059)",3,3,,,,,1,2,,,,17
"Sup. no Univ. completa (060)",316,287,,115,73,57,33,8,,1,29,635
"De 20 a 24 años (063)",24,17,,15,2,,,,,,7,19
"De 25 a 29 años (064)",73,56,,38,11,5,2,,,,17,83
"De 30 a 34 años (065)",82,78,,36,27,12,3,,,,4,138
"De 35 a 39 años (066)",52,51,,14,20,11,6,,,,1,114
"De 40 a 44 años (067)",41,41,,6,6,18,8,3,,,,126
"De 45 a 49 años (068)",21,21,,5,2,6,7,1,,,,63
"De 50 y más años (069)",23,23,,1,5,5,7,4,,1,,92
"Sup. Univ. incompleta (070)",115,91,,43,20,14,10,3,1,,24,194
"De 20 a 24 años (073)",35,21,,17,4,,,,,,14,25
"De 25 a 29 años (074)",22,14,,10,3,1,,,,,8,19
"De 30 a 34 años (075)",26,24,,9,8,4,2,1,,,2,51
"De 35 a 39 años (076)",7,7,,2,2,3,,,,,,15
"De 40 a 44 años (077)",14,14,,3,3,5,2,1,,,,39
"De 45 a 49 años (078)",6,6,,1,,1,3,1,,,,23
"De 50 y más años (079)",5,5,,1,,,3,,1,,,22
"Sup. Univ. completa (080)",314,271,,98,70,51,46,4,1,1,43,630
"De 20 a 24 años (083)",8,1,,1,,,,,,,7,1
"De 25 a 29 años (084)",47,31,,22,9,,,,,,16,40
"De 30 a 34 años (085)",84,70,,45,20,5,,,,,14,100
"De 35 a 39 años (086)",67,62,,17,17,21,7,,,,5,144
"De 40 a 44 años (087)",43,42,,5,9,9,18,1,,,1,133
"De 45 a 49 años (088)",40,40,,4,8,10,16,2,,,,130
"De 50 y más años (089)",25,25,,4,7,6,5,1,1,1,,82
,,,,,,,,,,,,
"URBANA (100)",4149,3988,15,690,691,630,894,598,343,127,161,16050
"De 12 a 14 años (101)",10,4,,4,,,,,,,6,4
"De 15 a 19 años (102)",86,70,3,61,6,,,,,,16,73
"De 20 a 24 años (103)",373,332,1,201,99,27,3,1,,,41,499
"De 25 a 29 años (104)",512,468,2,143,164,109,47,3,,,44,1015
"De 30 a 34 años (105)",610,587,,122,163,141,129,29,3,,23,1630
"De 35 a 39 años (106)",539,532,1,49,92,119,176,75,18,2,7,2022
"De 40 a 44 años (107)",457,453,,27,51,80,153,82,47,13,4,2125
"De 45 a 49 años (108)",376,372,2,24,24,39,116,90,55,22,4,1990
"De 50 y más años (109)",1186,1170,6,59,92,115,270,318,220,90,16,6692
"Sin nivel (110)",1078,1054,6,46,80,95,275,276,199,77,24,6029
"De 20 a 24 años (113)",3,3,,,1,2,,,,,,8
"De 25 a 29 años (114)",13,13,,1,3,4,5,,,,,40
"De 30 a 34 años (115)",41,39,,3,8,6,17,5,,,2,142
"De 35 a 39 años (116)",73,71,,4,5,11,31,12,8,,2,332
"De 40 a 44 años (117)",87,86,,3,6,4,27,20,21,5,1,514
"De 45 a 49 años (118)",102,98,1,3,1,3,24,30,23,13,4,652
"De 50 y más años (119)",759,744,5,32,56,65,171,209,147,59,15,4341
"Educacion Inicial (120)",13,12,,3,2,3,3,1,,,1,36
"De 15 a 19 años (122)",1,,,,,,,,,,1,
"De 20 a 24 años (123)",2,2,,1,,1,,,,,,4
"De 25 a 29 años (124)",4,4,,1,2,1,,,,,,8
"De 30 a 34 años (125)",4,4,,1,,,3,,,,,15
"De 35 a 39 años (126)",2,2,,,,1,,1,,,,9
"Primaria (130)",1425,1413,5,138,184,255,394,270,127,40,12,6272
"De 12 a 14 años (131)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (132)",23,20,1,17,2,,,,,,3,21
"De 20 a 24 años (133)",81,80,,33,32,12,2,1,,,1,148
"De 25 a 29 años (134)",164,162,1,27,47,57,28,2,,,2,423
"De 30 a 34 años (135)",220,220,,14,43,73,71,17,2,,,747
"De 35 a 39 años (136)",233,232,1,10,21,41,97,53,8,1,1,1024
"De 40 a 44 años (137)",206,204,,8,9,30,73,54,25,5,2,1064
"De 45 a 49 años (138)",170,170,1,8,11,15,51,50,26,8,,936
"De 50 y más años (139)",323,322,1,18,19,27,72,93,66,26,1,1906
"Secundaria (140)",941,895,4,275,251,169,137,36,15,8,46,2319
"De 12 a 14 años (141)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (142)",60,49,2,43,4,,,,,,11,51
"De 20 a 24 años (143)",225,207,1,133,60,12,1,,,,18,293
"De 25 a 29 años (144)",203,193,1,55,79,44,13,1,,,10,406
"De 30 a 34 años (145)",163,160,,24,57,42,30,6,1,,3,438
"De 35 a 39 años (146)",114,114,,9,23,32,38,9,2,1,,398
"De 40 a 44 años (147)",69,69,,4,16,18,24,3,1,3,,255
"De 45 a 49 años (148)",43,43,,3,5,6,17,5,6,1,,200
"De 50 y más años (149)",59,59,,3,7,15,14,12,5,3,,277
"Sup. no Univ. incompleta (150)",113,102,,35,35,18,10,4,,,11,223
"De 15 a 19 años (152)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (153)",17,13,,12,1,,,,,,4,14
"De 25 a 29 años (154)",34,30,,15,14,1,,,,,4,46
"De 30 a 34 años (155)",22,21,,5,8,5,3,,,,1,48
"De 35 a 39 años (156)",17,16,,1,8,5,2,,,,1,40
"De 40 a 44 años (157)",15,15,,1,4,5,3,2,,,,48
"De 45 a 49 años (158)",5,5,,,,2,2,1,,,,20
"De 50 y más años (159)",1,1,,,,,,1,,,,6
"Sup. no Univ. completa (160)",223,205,,78,57,37,26,6,,1,18,466
"De 20 a 24 años (163)",14,11,,10,1,,,,,,3,12
"De 25 a 29 años (164)",41,29,,18,8,2,1,,,,12,44
"De 30 a 34 años (165)",62,59,,27,21,8,3,,,,3,105
"De 35 a 39 años (166)",41,41,,12,16,9,4,,,,,90
"De 40 a 44 años (167)",30,30,,5,5,11,7,2,,,,92
"De 45 a 49 años (168)",16,16,,5,1,4,5,1,,,,47
"De 50 y más años (169)",19,19,,1,5,3,6,3,,1,,76
"Sup. Univ. incompleta (170)",92,76,,36,18,9,9,3,1,,16,163
"De 20 a 24 años (173)",27,16,,12,4,,,,,,11,20
"De 25 a 29 años (174)",13,10,,8,2,,,,,,3,12
"De 30 a 34 años (175)",24,22,,9,7,3,2,1,,,2,46
"De 35 a 39 años (176)",5,5,,2,2,1,,,,,,9
"De 40 a 44 años (177)",13,13,,3,3,4,2,1,,,,36
"De 45 a 49 años (178)",6,6,,1,,1,3,1,,,,23
"De 50 y más años (179)",4,4,,1,,,2,,1,,,17
"Sup. Univ. completa (180)",264,231,,79,64,44,40,2,1,1,33,542
"De 20 a 24 años (183)",4,,,,,,,,,,4,
"De 25 a 29 años (184)",40,27,,18,9,,,,,,13,36
"De 30 a 34 años (185)",74,62,,39,19,4,,,,,12,89
"De 35 a 39 años (186)",54,51,,11,17,19,4,,,,3,120
"De 40 a 44 años (187)",37,36,,3,8,8,17,,,,1,116
"De 45 a 49 años (188)",34,34,,4,6,8,14,2,,,,112
"De 50 y más años (189)",21,21,,4,5,5,5,,1,1,,69
,,,,,,,,,,,,
"RURAL (200)",8745,8445,29,1193,1179,1081,1950,1630,970,413,300,38585
"De 12 a 14 años (201)",10,5,,5,,,,,,,5,5
"De 15 a 19 años (202)",274,240,2,199,36,2,1,,,,34,281
"De 20 a 24 años (203)",903,818,4,409,290,89,23,3,,,85,1373
"De 25 a 29 años (204)",947,890,1,189,299,233,159,9,,,57,2225
"De 30 a 34 años (205)",908,879,3,91,189,228,255,95,16,2,29,3022
"De 35 a 39 años (206)",962,936,2,57,96,147,362,213,53,6,26,4182
"De 40 a 44 años (207)",810,802,,30,42,79,251,247,129,24,8,4412
"De 45 a 49 años (208)",708,702,1,20,31,48,174,218,141,69,6,4332
"De 50 y más años (209)",3223,3173,16,193,196,255,725,845,631,312,50,18753
"Sin nivel (210)",3717,3635,20,207,260,310,925,965,657,291,82,20692
"De 12 a 14 años (211)",1,1,,1,,,,,,,,1
"De 15 a 19 años (212)",6,5,,4,,,1,,,,1,8
"De 20 a 24 años (213)",41,35,1,6,18,5,4,1,,,6,81
"De 25 a 29 años (214)",70,61,1,9,14,15,20,2,,,9,179
"De 30 a 34 años (215)",142,135,1,11,15,28,48,27,5,,7,548
"De 35 a 39 años (216)",247,236,2,11,25,24,90,55,26,3,11,1138
"De 40 a 44 años (217)",311,307,,11,16,17,85,105,60,13,4,1805
"De 45 a 49 años (218)",329,325,1,10,16,12,79,100,76,31,4,2057
"De 50 y más años (219)",2570,2530,14,144,156,209,598,675,490,244,40,14875
"Educacion Inicial (220)",22,20,,3,2,9,4,2,,,2,64
"De 15 a 19 años (222)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (223)",4,3,,,,3,,,,,1,9
"De 25 a 29 años (224)",6,6,,1,1,4,,,,,,15
"De 30 a 34 años (225)",5,5,,1,1,,2,1,,,,19
"De 35 a 39 años (226)",5,5,,,,2,2,1,,,,20
"Primaria (230)",3352,3281,4,394,531,512,848,590,289,113,71,14212
"De 12 a 14 años (231)",8,3,,3,,,,,,,5,3
"De 15 a 19 años (232)",104,91,,75,14,2,,,,,13,109
"De 20 a 24 años (233)",369,356,,136,154,50,14,2,,,13,664
"De 25 a 29 años (234)",492,478,,67,161,137,106,7,,,14,1298
"De 30 a 34 años (235)",499,490,2,29,93,135,161,60,8,2,9,1794
"De 35 a 39 años (236)",569,562,,21,47,88,239,139,25,3,7,2592
"De 40 a 44 años (237)",422,418,,11,19,39,147,126,65,11,4,2302
"De 45 a 49 años (238)",303,303,,9,9,22,70,99,58,36,,1905
"De 50 y más años (239)",586,580,2,43,34,39,111,157,133,61,6,3545
"Secundaria (240)",1423,1329,5,508,349,213,155,66,24,9,94,3234
"De 12 a 14 años (241)",1,1,,1,,,,,,,,1
"De 15 a 19 años (242)",159,141,2,117,22,,,,,,18,161
"De 20 a 24 años (243)",445,403,3,247,117,31,5,,,,42,597
"De 25 a 29 años (244)",318,301,,83,114,72,32,,,,17,667
"De 30 a 34 años (245)",215,208,,32,66,57,43,7,3,,7,587
"De 35 a 39 años (246)",110,105,,16,18,26,25,18,2,,5,366
"De 40 a 44 años (247)",58,58,,5,5,13,17,14,4,,,248
"De 45 a 49 años (248)",61,60,,1,3,10,20,17,7,2,1,319
"De 50 y más años (249)",56,52,,6,4,4,13,10,8,7,4,288
"Sup. no Univ. incompleta (250)",65,43,,18,13,5,4,3,,,22,95
"De 15 a 19 años (252)",3,2,,2,,,,,,,1,2
"De 20 a 24 años (253)",22,9,,9,,,,,,,13,9
"De 25 a 29 años (254)",13,9,,3,5,1,,,,,4,16
"De 30 a 34 años (255)",15,12,,3,6,2,1,,,,3,25
"De 35 a 39 años (256)",5,5,,1,2,1,1,,,,,12
"De 40 a 44 años (257)",1,1,,,,1,,,,,,3
"De 45 a 49 años (258)",4,3,,,,,1,2,,,1,17
"De 50 y más años (259)",2,2,,,,,1,1,,,,11
"Sup. no Univ. completa (260)",93,82,,37,16,20,7,2,,,11,169
"De 20 a 24 años (263)",10,6,,5,1,,,,,,4,7
"De 25 a 29 años (264)",32,27,,20,3,3,1,,,,5,39
"De 30 a 34 años (265)",20,19,,9,6,4,,,,,1,33
"De 35 a 39 años (266)",11,10,,2,4,2,2,,,,1,24
"De 40 a 44 años (267)",11,11,,1,1,7,1,1,,,,34
"De 45 a 49 años (268)",5,5,,,1,2,2,,,,,16
"De 50 y más años (269)",4,4,,,,2,1,1,,,,16
"Sup. Univ. incompleta (270)",23,15,,7,2,5,1,,,,8,31
"De 20 a 24 años (273)",8,5,,5,,,,,,,3,5
"De 25 a 29 años (274)",9,4,,2,1,1,,,,,5,7
"De 30 a 34 años (275)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (276)",2,2,,,,2,,,,,,6
"De 40 a 44 años (277)",1,1,,,,1,,,,,,3
"De 50 y más años (279)",1,1,,,,,1,,,,,5
"Sup. Univ. completa (280)",50,40,,19,6,7,6,2,,,10,88
"De 20 a 24 años (283)",4,1,,1,,,,,,,3,1
"De 25 a 29 años (284)",7,4,,4,,,,,,,3,4
"De 30 a 34 años (285)",10,8,,6,1,1,,,,,2,11
"De 35 a 39 años (286)",13,11,,6,,2,3,,,,2,24
"De 40 a 44 años (287)",6,6,,2,1,1,1,1,,,,17
"De 45 a 49 años (288)",6,6,,,2,2,2,,,,,18
"De 50 y más años (289)",4,4,,,2,1,,1,,,,13
