"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BAGUA (000)",49448,8888,9981,10233,8614,5450,6282
"Conviviente (001)",18658,347,3608,5993,4448,2401,1861
"Separado(a) (002)",1791,27,266,393,406,306,393
"Casado(a) (003)",9733,16,479,1722,2753,2126,2637
"Viudo(a) (004)",1517,1,19,48,155,233,1061
"Divorciado(a) (005)",171,,14,21,42,40,54
"Soltero(a) (006)",17578,8497,5595,2056,810,344,276
"Hombres (008)",25301,4554,4976,5047,4398,2859,3467
"Conviviente (009)",9098,86,1198,2931,2377,1341,1165
"Separado(a) (010)",518,2,36,72,123,102,183
"Casado(a) (011)",4819,7,138,669,1332,1103,1570
"Viudo(a) (012)",429,,2,13,43,55,316
"Divorciado(a) (013)",77,,7,8,16,19,27
"Soltero(a) (014)",10360,4459,3595,1354,507,239,206
"Mujeres (016)",24147,4334,5005,5186,4216,2591,2815
"Conviviente (017)",9560,261,2410,3062,2071,1060,696
"Separado(a) (018)",1273,25,230,321,283,204,210
"Casado(a) (019)",4914,9,341,1053,1421,1023,1067
"Viudo(a) (020)",1088,1,17,35,112,178,745
"Divorciado(a) (021)",94,,7,13,26,21,27
"Soltero(a) (022)",7218,4038,2000,702,303,105,70
,,,,,,,
"URBANA (024)",25070,4213,4786,4996,4652,3005,3418
"Conviviente (025)",8006,121,1323,2545,2099,1087,831
"Separado(a) (026)",1055,13,126,227,243,207,239
"Casado(a) (027)",5764,8,227,926,1691,1344,1568
"Viudo(a) (028)",775,1,6,25,73,110,560
"Divorciado(a) (029)",123,,9,16,31,29,38
"Soltero(a) (030)",9347,4070,3095,1257,515,228,182
"Hombres (032)",12382,2108,2298,2291,2286,1543,1856
"Conviviente (033)",3853,37,416,1162,1110,610,518
"Separado(a) (034)",286,2,21,37,60,66,100
"Casado(a) (035)",2823,3,64,340,796,694,926
"Viudo(a) (036)",205,,1,6,16,18,164
"Divorciado(a) (037)",55,,5,6,13,12,19
"Soltero(a) (038)",5160,2066,1791,740,291,143,129
"Mujeres (040)",12688,2105,2488,2705,2366,1462,1562
"Conviviente (041)",4153,84,907,1383,989,477,313
"Separado(a) (042)",769,11,105,190,183,141,139
"Casado(a) (043)",2941,5,163,586,895,650,642
"Viudo(a) (044)",570,1,5,19,57,92,396
"Divorciado(a) (045)",68,,4,10,18,17,19
"Soltero(a) (046)",4187,2004,1304,517,224,85,53
,,,,,,,
"RURAL (048)",24378,4675,5195,5237,3962,2445,2864
"Conviviente (049)",10652,226,2285,3448,2349,1314,1030
"Separado(a) (050)",736,14,140,166,163,99,154
"Casado(a) (051)",3969,8,252,796,1062,782,1069
"Viudo(a) (052)",742,,13,23,82,123,501
"Divorciado(a) (053)",48,,5,5,11,11,16
"Soltero(a) (054)",8231,4427,2500,799,295,116,94
"Hombres (056)",12919,2446,2678,2756,2112,1316,1611
"Conviviente (057)",5245,49,782,1769,1267,731,647
"Separado(a) (058)",232,,15,35,63,36,83
"Casado(a) (059)",1996,4,74,329,536,409,644
"Viudo(a) (060)",224,,1,7,27,37,152
"Divorciado(a) (061)",22,,2,2,3,7,8
"Soltero(a) (062)",5200,2393,1804,614,216,96,77
"Mujeres (064)",11459,2229,2517,2481,1850,1129,1253
"Conviviente (065)",5407,177,1503,1679,1082,583,383
"Separado(a) (066)",504,14,125,131,100,63,71
"Casado(a) (067)",1973,4,178,467,526,373,425
"Viudo(a) (068)",518,,12,16,55,86,349
"Divorciado(a) (069)",26,,3,3,8,4,8
"Soltero(a) (070)",3031,2034,696,185,79,20,17
