"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHEPEN (000)",26640,1888,30,7576,9745,1458,2886,845,2212
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",51,,,,4,2,11,3,31
"Profes., científicos e intelectuales (002)",1832,,,,60,74,602,125,971
"Técnicos de nivel medio ytrab.asimilados (003)",891,2,,29,180,149,348,65,118
"Jefes y empleados de oficina (004)",757,,,9,195,73,270,58,152
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",3770,169,3,866,1549,284,474,157,268
"Agricult.trabaj. calif.agrop. y pesquros (006)",2366,234,,992,761,95,130,51,103
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1316,38,,280,587,84,186,58,83
"Obreros. construc., conf., papel, fab., instr (008)",2851,86,2,599,1500,179,263,93,129
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",12329,1300,25,4691,4774,471,545,217,306
"Otra (010)",73,,,,10,15,24,6,18
"Ocupación no especificada (011)",404,59,,110,125,32,33,12,33
"Hombres (012)",18992,1047,14,5693,7615,1023,1644,605,1351
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",34,,,,3,1,7,3,20
"Profes., científicos e intelectuales (014)",802,,,,23,31,201,75,472
"Técnicos de nivel medio ytrab.asimilados (015)",578,2,,14,136,108,207,42,69
"Jefes y empleados de oficina (016)",355,,,6,117,35,98,26,73
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",1868,44,3,390,829,149,204,97,152
"Agricult.trabaj. calif.agrop. y pesquros (018)",2228,204,,936,729,93,123,48,95
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1129,33,,241,504,72,161,47,71
"Obreros. construc., conf., papel, fab., instr (020)",2802,85,2,586,1478,176,258,89,128
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",8991,669,9,3490,3735,333,354,167,234
"Otra (022)",71,,,,10,15,22,6,18
"Ocupación no especificada (023)",134,10,,30,51,10,9,5,19
"Mujeres (024)",7648,841,16,1883,2130,435,1242,240,861
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",17,,,,1,1,4,,11
"Profes., científicos e intelectuales (026)",1030,,,,37,43,401,50,499
"Técnicos de nivel medio ytrab.asimilados (027)",313,,,15,44,41,141,23,49
"Jefes y empleados de oficina (028)",402,,,3,78,38,172,32,79
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1902,125,,476,720,135,270,60,116
"Agricult.trabaj. calif.agrop. y pesquros (030)",138,30,,56,32,2,7,3,8
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",187,5,,39,83,12,25,11,12
"Obreros. construc., conf., papel, fab., instr (032)",49,1,,13,22,3,5,4,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",3338,631,16,1201,1039,138,191,50,72
"Otra (034)",2,,,,,,2,,
"Ocupación no especificada (035)",270,49,,80,74,22,24,7,14
,,,,,,,,,
"URBANA (036)",22281,1312,22,5822,8200,1328,2731,782,2084
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",51,,,,4,2,11,3,31
