"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",26,24,,12,8,2,2,,,,2,44
"De 25 a 29 años (024)",24,22,,7,9,3,3,,,,2,46
"De 30 a 34 años (025)",9,9,,1,,2,4,2,,,,36
"De 35 a 39 años (026)",8,7,,1,2,1,2,1,,,1,24
"Primaria (030)",5907,5679,28,1424,1193,890,1112,630,302,100,228,19027
"De 12 a 14 años (031)",15,9,,9,,,,,,,6,9
"De 15 a 19 años (032)",480,449,7,378,59,4,1,,,,31,512
"De 20 a 24 años (033)",1167,1098,6,566,375,121,30,,,,69,1804
"De 25 a 29 años (034)",1108,1056,6,246,352,255,170,26,1,,52,2601
"De 30 a 34 años (035)",923,897,4,84,202,227,279,92,9,,26,3036
"De 35 a 39 años (036)",725,707,,55,96,131,243,138,41,3,18,2977
"De 40 a 44 años (037)",513,503,1,32,43,58,156,132,60,21,10,2568
"De 45 a 49 años (038)",391,386,,23,31,37,92,92,85,26,5,2192
"De 50 y más años (039)",585,574,4,31,35,57,141,150,106,50,11,3328
"Secundaria (040)",907,811,5,369,216,100,74,34,12,1,96,1745
"De 12 a 14 años (041)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (042)",119,110,2,100,8,,,,,,9,116
"De 20 a 24 años (043)",287,245,1,170,63,10,1,,,,42,331
"De 25 a 29 años (044)",198,166,,60,79,21,6,,,,32,306
"De 30 a 34 años (045)",97,92,,22,28,18,12,10,2,,5,263
"De 35 a 39 años (046)",86,85,1,9,20,27,19,8,1,,1,268
"De 40 a 44 años (047)",43,43,,1,6,13,16,2,5,,,174
"De 45 a 49 años (048)",29,27,,2,2,6,11,5,1,,2,114
"De 50 y más años (049)",44,42,1,4,10,5,9,9,3,1,2,172
"Sup. no Univ. incompleta (050)",58,47,,27,15,3,1,,1,,11,78
"De 15 a 19 años (052)",2,2,,2,,,,,,,,2
"De 20 a 24 años (053)",18,10,,8,2,,,,,,8,12
"De 25 a 29 años (054)",20,17,,12,4,1,,,,,3,23
"De 30 a 34 años (055)",11,11,,5,4,2,,,,,,19
"De 35 a 39 años (056)",3,3,,,3,,,,,,,6
"De 40 a 44 años (057)",1,1,,,1,,,,,,,2
"De 45 a 49 años (058)",1,1,,,1,,,,,,,2
"De 50 y más años (059)",2,2,,,,,1,,1,,,12
"Sup. no Univ. completa (060)",92,83,,41,23,9,9,1,,,9,158
"De 20 a 24 años (063)",15,12,,10,2,,,,,,3,14
"De 25 a 29 años (064)",18,15,,11,4,,,,,,3,19
"De 30 a 34 años (065)",23,21,,12,6,2,1,,,,2,34
"De 35 a 39 años (066)",20,20,,7,9,2,2,,,,,39
"De 40 a 44 años (067)",5,4,,,,2,2,,,,1,15
"De 45 a 49 años (068)",5,5,,1,1,1,2,,,,,14
"De 50 y más años (069)",6,6,,,1,2,2,1,,,,23
"Sup. Univ. incompleta (070)",50,37,,20,10,4,3,,,,13,65
"De 15 a 19 años (072)",1,1,,1,,,,,,,,1
"De 20 a 24 años (073)",13,7,,7,,,,,,,6,7
"De 25 a 29 años (074)",14,8,,8,,,,,,,6,8
"De 30 a 34 años (075)",7,7,,1,5,1,,,,,,14
"De 35 a 39 años (076)",5,4,,2,1,,1,,,,1,8
"De 40 a 44 años (077)",4,4,,1,1,2,,,,,,9
"De 45 a 49 años (078)",2,2,,,1,,1,,,,,6
"De 50 y más años (079)",4,4,,,2,1,1,,,,,12
"Sup. Univ. completa (080)",149,138,,69,36,20,10,3,,,11,265
"De 20 a 24 años (083)",17,12,,9,3,,,,,,5,15
"De 25 a 29 años (084)",31,27,,21,5,1,,,,,4,34
"De 30 a 34 años (085)",41,39,,24,12,3,,,,,2,57
"De 35 a 39 años (086)",26,26,,9,8,7,2,,,,,54
"De 40 a 44 años (087)",15,15,,2,5,6,1,1,,,,41
"De 45 a 49 años (088)",9,9,,3,2,2,2,,,,,21
"De 50 y más años (089)",10,10,,1,1,1,5,2,,,,43
,,,,,,,,,,,,
"URBANA (100)",2087,2026,4,482,411,328,395,250,114,42,61,7045
"De 12 a 14 años (101)",2,2,,2,,,,,,,,2
"De 15 a 19 años (102)",77,70,,64,6,,,,,,7,76
"De 20 a 24 años (103)",256,233,,152,60,16,5,,,,23,341
"De 25 a 29 años (104)",295,281,1,108,106,39,22,4,1,,14,561
"De 30 a 34 años (105)",312,305,,65,86,84,53,16,1,,7,824
"De 35 a 39 años (106)",286,285,,38,65,62,84,30,4,2,1,953
"De 40 a 44 años (107)",217,215,,12,28,45,76,41,10,3,2,922
"De 45 a 49 años (108)",180,177,1,12,16,25,49,39,25,10,3,903
"De 50 y más años (109)",462,458,2,29,44,57,106,120,73,27,4,2463
"Sin nivel (110)",583,577,3,67,81,76,123,129,65,33,6,2734
"De 15 a 19 años (112)",8,7,,6,1,,,,,,1,8
"De 20 a 24 años (113)",35,35,,13,14,7,1,,,,,66
"De 25 a 29 años (114)",43,40,1,8,19,6,6,,,,3,90
"De 30 a 34 años (115)",47,46,,4,8,14,12,7,1,,1,168
"De 35 a 39 años (116)",52,52,,4,7,6,20,11,2,2,,228
"De 40 a 44 años (117)",68,68,,4,6,10,16,23,7,2,,345
"De 45 a 49 años (118)",62,62,1,4,1,4,19,15,12,6,,361
"De 50 y más años (119)",268,267,1,24,25,29,49,73,43,23,1,1468
"Educacion Inicial (120)",10,10,,4,4,,1,1,,,,22
"De 20 a 24 años (123)",4,4,,3,1,,,,,,,5
"De 25 a 29 años (124)",3,3,,1,2,,,,,,,5
"De 30 a 34 años (125)",1,1,,,,,,1,,,,6
"De 35 a 39 años (126)",2,2,,,1,,1,,,,,6
"Primaria (130)",836,821,,141,147,163,207,110,44,9,15,3015
"De 12 a 14 años (131)",1,1,,1,,,,,,,,1
"De 15 a 19 años (132)",29,25,,21,4,,,,,,4,29
"De 20 a 24 años (133)",79,78,,46,22,6,4,,,,1,125
"De 25 a 29 años (134)",122,119,,36,38,25,15,4,1,,3,281
"De 30 a 34 años (135)",144,142,,14,34,50,36,8,,,2,435
"De 35 a 39 años (136)",136,136,,15,21,34,45,19,2,,,487
"De 40 a 44 años (137)",95,94,,4,11,13,46,16,3,1,1,413
"De 45 a 49 años (138)",81,80,,3,9,14,17,21,12,4,1,419
"De 50 y más años (139)",149,146,,1,8,21,44,42,26,4,3,825
"Secundaria (140)",390,376,1,145,110,64,45,7,4,,14,827
"De 12 a 14 años (141)",1,1,,1,,,,,,,,1
"De 15 a 19 años (142)",37,35,,34,1,,,,,,2,36
"De 20 a 24 años (143)",89,80,,59,18,3,,,,,9,104
"De 25 a 29 años (144)",73,72,,27,37,7,1,,,,1,126
"De 30 a 34 años (145)",52,52,,13,21,14,4,,,,,113
"De 35 a 39 años (146)",56,56,,6,18,19,13,,,,,154
"De 40 a 44 años (147)",31,31,,1,5,12,12,1,,,,103
"De 45 a 49 años (148)",21,19,,1,1,5,8,3,1,,2,83
"De 50 y más años (149)",30,30,1,3,9,4,7,3,3,,,107
"Sup. no Univ. incompleta (150)",42,38,,22,14,1,,,1,,4,61
"De 15 a 19 años (152)",2,2,,2,,,,,,,,2
"De 20 a 24 años (153)",14,10,,8,2,,,,,,4,12
"De 25 a 29 años (154)",11,11,,8,3,,,,,,,14
"De 30 a 34 años (155)",9,9,,4,4,1,,,,,,15
"De 35 a 39 años (156)",3,3,,,3,,,,,,,6
"De 40 a 44 años (157)",1,1,,,1,,,,,,,2
"De 45 a 49 años (158)",1,1,,,1,,,,,,,2
"De 50 y más años (159)",1,1,,,,,,,1,,,8
"Sup. no Univ. completa (160)",73,67,,32,18,8,8,1,,,6,132
"De 20 a 24 años (163)",10,8,,8,,,,,,,2,8
"De 25 a 29 años (164)",12,11,,7,4,,,,,,1,15
"De 30 a 34 años (165)",20,18,,10,5,2,1,,,,2,30
"De 35 a 39 años (166)",17,17,,6,8,1,2,,,,,33
"De 40 a 44 años (167)",4,3,,,,2,1,,,,1,11
"De 45 a 49 años (168)",5,5,,1,1,1,2,,,,,14
"De 50 y más años (169)",5,5,,,,2,2,1,,,,21
"Sup. Univ. incompleta (170)",39,32,,17,9,3,3,,,,7,57
"De 15 a 19 años (172)",1,1,,1,,,,,,,,1
"De 20 a 24 años (173)",9,7,,7,,,,,,,2,7
"De 25 a 29 años (174)",11,7,,7,,,,,,,4,7
"De 30 a 34 años (175)",5,5,,,4,1,,,,,,11
"De 35 a 39 años (176)",4,3,,1,1,,1,,,,1,7
"De 40 a 44 años (177)",4,4,,1,1,2,,,,,,9
"De 45 a 49 años (178)",2,2,,,1,,1,,,,,6
"De 50 y más años (179)",3,3,,,2,,1,,,,,9
"Sup. Univ. completa (180)",114,105,,54,28,13,8,2,,,9,197
"De 20 a 24 años (183)",16,11,,8,3,,,,,,5,14
"De 25 a 29 años (184)",20,18,,14,3,1,,,,,2,23
"De 30 a 34 años (185)",34,32,,20,10,2,,,,,2,46
"De 35 a 39 años (186)",16,16,,6,6,2,2,,,,,32
"De 40 a 44 años (187)",14,14,,2,4,6,1,1,,,,39
"De 45 a 49 años (188)",8,8,,3,2,1,2,,,,,18
"De 50 y más años (189)",6,6,,1,,1,3,1,,,,25
,,,,,,,,,,,,
"RURAL (200)",11370,10918,58,2178,1849,1499,2365,1642,934,393,452,43540
"De 12 a 14 años (201)",20,9,,9,,,,,,,11,9
"De 15 a 19 años (202)",649,613,10,506,87,9,1,,,,36,711
"De 20 a 24 años (203)",1711,1581,10,779,542,191,56,3,,,130,2689
"De 25 a 29 años (204)",1730,1617,9,350,499,415,304,39,1,,113,4138
"De 30 a 34 años (205)",1381,1334,6,155,256,268,443,173,30,3,47,4786
"De 35 a 39 años (206)",1292,1258,1,95,134,204,431,272,106,15,34,5706
"De 40 a 44 años (207)",1006,988,1,64,74,93,277,262,158,59,18,5402
"De 45 a 49 años (208)",834,821,,49,59,71,189,203,168,82,13,4849
"De 50 y más años (209)",2747,2697,21,171,198,248,664,690,471,234,50,15250
"Sin nivel (210)",5640,5506,26,619,666,717,1417,1092,668,301,134,26358
"De 12 a 14 años (211)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (212)",112,110,1,80,24,5,,,,,2,143
"De 20 a 24 años (213)",389,371,3,136,135,67,27,3,,,18,737
"De 25 a 29 años (214)",569,547,3,85,133,167,141,17,1,,22,1572
"De 30 a 34 años (215)",535,517,2,67,77,83,188,78,19,3,18,1983
"De 35 a 39 años (216)",653,639,,46,53,92,226,144,66,12,14,3055
"De 40 a 44 años (217)",574,565,,36,40,47,162,145,96,39,9,3170
"De 45 a 49 años (218)",515,506,,28,36,46,111,130,95,60,9,3042
"De 50 y más años (219)",2290,2250,17,140,168,210,562,575,391,187,40,12655
"Educacion Inicial (220)",61,56,,20,16,8,10,2,,,5,133
"De 15 a 19 años (222)",4,4,,3,1,,,,,,,5
"De 20 a 24 años (223)",22,20,,9,7,2,2,,,,2,39
"De 25 a 29 años (224)",21,19,,6,7,3,3,,,,2,41
"De 30 a 34 años (225)",8,8,,1,,2,4,1,,,,30
"De 35 a 39 años (226)",6,5,,1,1,1,1,1,,,1,18
"Primaria (230)",5071,4858,28,1283,1046,727,905,520,258,91,213,16012
"De 12 a 14 años (231)",14,8,,8,,,,,,,6,8
"De 15 a 19 años (232)",451,424,7,357,55,4,1,,,,27,483
"De 20 a 24 años (233)",1088,1020,6,520,353,115,26,,,,68,1679
"De 25 a 29 años (234)",986,937,6,210,314,230,155,22,,,49,2320
"De 30 a 34 años (235)",779,755,4,70,168,177,243,84,9,,24,2601
"De 35 a 39 años (236)",589,571,,40,75,97,198,119,39,3,18,2490
"De 40 a 44 años (237)",418,409,1,28,32,45,110,116,57,20,9,2155
"De 45 a 49 años (238)",310,306,,20,22,23,75,71,73,22,4,1773
"De 50 y más años (239)",436,428,4,30,27,36,97,108,80,46,8,2503
"Secundaria (240)",517,435,4,224,106,36,29,27,8,1,82,918
"De 12 a 14 años (241)",3,,,,,,,,,,3,
"De 15 a 19 años (242)",82,75,2,66,7,,,,,,7,80
"De 20 a 24 años (243)",198,165,1,111,45,7,1,,,,33,227
"De 25 a 29 años (244)",125,94,,33,42,14,5,,,,31,180
"De 30 a 34 años (245)",45,40,,9,7,4,8,10,2,,5,150
"De 35 a 39 años (246)",30,29,1,3,2,8,6,8,1,,1,114
"De 40 a 44 años (247)",12,12,,,1,1,4,1,5,,,71
"De 45 a 49 años (248)",8,8,,1,1,1,3,2,,,,31
"De 50 y más años (249)",14,12,,1,1,1,2,6,,1,2,65
"Sup. no Univ. incompleta (250)",16,9,,5,1,2,1,,,,7,17
"De 20 a 24 años (253)",4,,,,,,,,,,4,
"De 25 a 29 años (254)",9,6,,4,1,1,,,,,3,9
"De 30 a 34 años (255)",2,2,,1,,1,,,,,,4
"De 50 y más años (259)",1,1,,,,,1,,,,,4
"Sup. no Univ. completa (260)",19,16,,9,5,1,1,,,,3,26
"De 20 a 24 años (263)",5,4,,2,2,,,,,,1,6
"De 25 a 29 años (264)",6,4,,4,,,,,,,2,4
"De 30 a 34 años (265)",3,3,,2,1,,,,,,,4
"De 35 a 39 años (266)",3,3,,1,1,1,,,,,,6
"De 40 a 44 años (267)",1,1,,,,,1,,,,,4
"De 50 y más años (269)",1,1,,,1,,,,,,,2
"Sup. Univ. incompleta (270)",11,5,,3,1,1,,,,,6,8
"De 20 a 24 años (273)",4,,,,,,,,,,4,
"De 25 a 29 años (274)",3,1,,1,,,,,,,2,1
"De 30 a 34 años (275)",2,2,,1,1,,,,,,,3
"De 35 a 39 años (276)",1,1,,1,,,,,,,,1
"De 50 y más años (279)",1,1,,,,1,,,,,,3
"Sup. Univ. completa (280)",35,33,,15,8,7,2,1,,,2,68
"De 20 a 24 años (283)",1,1,,1,,,,,,,,1
"De 25 a 29 años (284)",11,9,,7,2,,,,,,2,11
"De 30 a 34 años (285)",7,7,,4,2,1,,,,,,11
"De 35 a 39 años (286)",10,10,,3,2,5,,,,,,22
"De 40 a 44 años (287)",1,1,,,1,,,,,,,2
"De 45 a 49 años (288)",1,1,,,,1,,,,,,3
"De 50 y más años (289)",4,4,,,1,,2,1,,,,18
