"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",44,,5,20,11,8
"Educación inicial (032)",3,,2,1,,
"Primaria (033)",235,6,39,81,94,15
"Secundaria (034)",404,3,211,132,52,6
"Superior no univ. incompleta (035)",97,,69,16,8,4
"Superior no univ. completa (036)",123,,73,37,12,1
"Superior univ. incompleta (037)",44,,24,14,6,
"Superior univ. completa (038)",74,,25,35,12,2
"No PEA (040)",24016,8891,6982,3205,2836,2102
"Sin nivel (041)",1374,143,88,243,379,521
"Educación inicial (042)",765,743,15,7,,
"Primaria (043)",9057,5884,545,755,948,925
"Secundaria (044)",8056,2121,3788,1153,724,270
"Superior no univ. incompleta (045)",1566,,1140,243,124,59
"Superior no univ. completa (046)",1225,,391,446,272,116
"Superior univ. incompleta (047)",1044,,805,106,95,38
"Superior univ. completa (048)",929,,210,252,294,173
,,,,,,
"URBANA (060)",39943,8014,11527,9960,7602,2840
"Sin nivel (061)",1819,121,119,418,611,550
"Educación inicial (062)",731,689,30,12,,
"Primaria (063)",11472,5201,886,1868,2257,1260
"Secundaria (064)",13795,2003,5712,3496,2159,425
"Superior no univ. incompleta (065)",3152,,1811,819,425,97
"Superior no univ. completa (066)",3863,,1247,1619,809,188
"Superior univ. incompleta (067)",1910,,1089,417,347,57
"Superior univ. completa (068)",3201,,633,1311,994,263
"PEA (070)",18855,153,5528,7161,5092,921
"Sin nivel (071)",689,,41,236,304,108
"Educación inicial (072)",24,2,17,5,,
"Primaria (073)",3647,76,484,1215,1453,419
"Secundaria (074)",6787,75,2526,2507,1510,169
"Superior no univ. incompleta (075)",1733,,779,603,311,40
"Superior no univ. completa (076)",2724,,895,1207,548,74
"Superior univ. incompleta (077)",942,,343,322,257,20
"Superior univ. completa (078)",2309,,443,1066,709,91
"Ocupada (080)",17888,146,5101,6841,4912,888
"Sin nivel (081)",648,,36,217,294,101
"Educación inicial (082)",21,2,15,4,,
"Primaria (083)",3436,72,448,1141,1369,406
"Secundaria (084)",6403,72,2325,2381,1462,163
"Superior no univ. incompleta (085)",1641,,715,587,303,36
"Superior no univ. completa (086)",2605,,825,1171,536,73
"Superior univ. incompleta (087)",899,,319,309,251,20
"Superior univ. completa (088)",2235,,418,1031,697,89
"Desocupada (090)",967,7,427,320,180,33
"Sin nivel (091)",41,,5,19,10,7
"Educación inicial (092)",3,,2,1,,
"Primaria (093)",211,4,36,74,84,13
"Secundaria (094)",384,3,201,126,48,6
"Superior no univ. incompleta (095)",92,,64,16,8,4
"Superior no univ. completa (096)",119,,70,36,12,1
"Superior univ. incompleta (097)",43,,24,13,6,
"Superior univ. completa (098)",74,,25,35,12,2
"No PEA (100)",21088,7861,5999,2799,2510,1919
"Sin nivel (101)",1130,121,78,182,307,442
"Educación inicial (102)",707,687,13,7,,
"Primaria (103)",7825,5125,402,653,804,841
"Secundaria (104)",7008,1928,3186,989,649,256
"Superior no univ. incompleta (105)",1419,,1032,216,114,57
"Superior no univ. completa (106)",1139,,352,412,261,114
"Superior univ. incompleta (107)",968,,746,95,90,37
"Superior univ. completa (108)",892,,190,245,285,172
,,,,,,
"RURAL (120)",7279,1057,2860,1843,1127,392
"Sin nivel (121)",484,26,27,146,159,126
"Educación inicial (122)",64,56,6,2,,
"Primaria (123)",2242,772,355,442,460,213
"Secundaria (124)",3193,203,1838,767,342,43
"Superior no univ. incompleta (125)",452,,244,157,47,4
"Superior no univ. completa (126)",425,,201,173,49,2
"Superior univ. incompleta (127)",229,,119,75,33,2
"Superior univ. completa (128)",190,,70,81,37,2
"PEA (130)",4351,27,1877,1437,801,209
"Sin nivel (131)",240,4,17,85,87,47
"Educación inicial (132)",6,,4,2,,
"Primaria (133)",1010,13,212,340,316,129
"Secundaria (134)",2145,10,1236,603,267,29
"Superior no univ. incompleta (135)",305,,136,130,37,2
"Superior no univ. completa (136)",339,,162,139,38,
"Superior univ. incompleta (137)",153,,60,64,28,1
"Superior univ. completa (138)",153,,50,74,28,1
"Ocupada (140)",4294,25,1856,1421,786,206
"Sin nivel (141)",237,4,17,84,86,46
"Educación inicial (142)",6,,4,2,,
"Primaria (143)",986,11,209,333,306,127
"Secundaria (144)",2125,10,1226,597,263,29
"Superior no univ. incompleta (145)",300,,131,130,37,2
"Superior no univ. completa (146)",335,,159,138,38,
"Superior univ. incompleta (147)",152,,60,63,28,1
"Superior univ. completa (148)",153,,50,74,28,1
"Desocupada (150)",57,2,21,16,15,3
"Sin nivel (151)",3,,,1,1,1
"Primaria (153)",24,2,3,7,10,2
"Secundaria (154)",20,,10,6,4,
"Superior no univ. incompleta (155)",5,,5,,,
"Superior no univ. completa (156)",4,,3,1,,
"Superior univ. incompleta (157)",1,,,1,,
"No PEA (160)",2928,1030,983,406,326,183
"Sin nivel (161)",244,22,10,61,72,79
"Educación inicial (162)",58,56,2,,,
"Primaria (163)",1232,759,143,102,144,84
"Secundaria (164)",1048,193,602,164,75,14
"Superior no univ. incompleta (165)",147,,108,27,10,2
"Superior no univ. completa (166)",86,,39,34,11,2
"Superior univ. incompleta (167)",76,,59,11,5,1
"Superior univ. completa (168)",37,,20,7,9,1
