"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia NAZCA",,,,,,,,,
"Viviendas particulares (001)",15292,9113,4225,291,404,961,10,8,280
"Ocupantes presentes (002)",55899,33968,15858,800,1311,3017,43,34,868
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13853,8711,3949,210,276,553,7,6,141
"Ocupantes presentes (005)",51819,32849,15031,614,886,1861,33,22,523
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",115,110,5,,,,,,
"Ocupantes presentes (008)",361,350,11,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",249,159,84,4,2,,,,
"Ocupantes presentes (011)",661,407,231,8,15,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",180,115,50,8,3,1,,1,2
"Ocupantes presentes (014)",509,317,151,20,4,6,,9,2
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",349,,126,1,122,91,3,1,5
"Ocupantes presentes (017)",1155,,398,5,405,318,10,3,16
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",390,,,67,,315,,,8
"Ocupantes presentes (020)",1005,,,152,,831,,,22
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",32,18,11,1,1,1,,,
"Ocupantes presentes (023)",84,45,36,1,1,1,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",124,,,,,,,,124
"Ocupantes presentes (026)",305,,,,,,,,305
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",13245,8901,2951,275,76,769,5,6,262
"Ocupantes presentes (029)",48937,33207,11487,759,246,2386,28,28,796
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",12157,8499,2802,195,70,452,5,5,129
"Ocupantes presentes (032)",46021,32088,11064,578,226,1548,28,19,470
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",115,110,5,,,,,,
"Ocupantes presentes (035)",361,350,11,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",249,159,84,4,2,,,,
"Ocupantes presentes (038)",661,407,231,8,15,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",180,115,50,8,3,1,,1,2
"Ocupantes presentes (041)",509,317,151,20,4,6,,9,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",390,,,67,,315,,,8
"Ocupantes presentes (047)",1005,,,152,,831,,,22
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",31,18,10,1,1,1,,,
"Ocupantes presentes (050)",78,45,30,1,1,1,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",123,,,,,,,,123
"Ocupantes presentes (053)",302,,,,,,,,302
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2047,212,1274,16,328,192,5,2,18
"Ocupantes presentes (056)",6962,761,4371,41,1065,631,15,6,72
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1696,212,1147,15,206,101,2,1,12
"Ocupantes presentes (059)",5798,761,3967,36,660,313,5,3,53
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",349,,126,1,122,91,3,1,5
"Ocupantes presentes (071)",1155,,398,5,405,318,10,3,16
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",6,,6,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,,3
