"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",15,,2,9,3,1
"Profes., científicos e intelectuales (038)",165,,30,104,30,1
"Técnicos de nivel medio y trab. asimilados (039)",46,,7,20,18,1
"Jefes y empleados de oficina (040)",82,,18,38,25,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",144,1,41,44,42,16
"Agricult. trabaj. calif.agrop. y pesqueros (042)",324,1,34,89,119,81
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",77,1,18,29,27,2
"Obreros construc., conf., papel, fab., instr. (044)",91,,29,38,23,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",405,8,142,118,108,29
"Otra (046)",8,,2,5,1,
"Ocupación no especificada (047)",32,,5,7,12,8
"Hombres (048)",1036,7,246,365,304,114
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",13,,2,8,3,
"Profes., científicos e intelectuales (050)",103,,17,65,20,1
"Técnicos de nivel medio y trab. asimilados (051)",33,,5,15,13,
"Jefes y empleados de oficina (052)",52,,11,24,16,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",53,,17,14,13,9
"Agricult. trabaj. calif.agrop. y pesqueros (054)",305,1,31,85,114,74
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",60,1,14,23,20,2
"Obreros construc., conf., papel, fab., instr. (056)",91,,29,38,23,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",310,5,118,87,76,24
"Otra (058)",8,,2,5,1,
"Ocupación no especificada (059)",8,,,1,5,2
"Mujeres (060)",353,4,82,136,104,27
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",2,,,1,,1
"Profes., científicos e intelectuales (062)",62,,13,39,10,
"Técnicos de nivel medio y trab. asimilados (063)",13,,2,5,5,1
"Jefes y empleados de oficina (064)",30,,7,14,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",91,1,24,30,29,7
"Agricult. trabaj. calif.agrop. y pesqueros (066)",19,,3,4,5,7
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",17,,4,6,7,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",95,3,24,31,32,5
"Ocupación no especificada (071)",24,,5,6,7,6
,,,,,,
"RURAL (072)",1121,12,348,364,293,104
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",10,,3,4,3,
"Profes., científicos e intelectuales (074)",64,,13,43,8,
"Técnicos de nivel medio y trab. asimilados (075)",11,,2,8,1,
"Jefes y empleados de oficina (076)",17,,7,7,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",65,,28,15,18,4
"Agricult. trabaj. calif.agrop. y pesqueros (078)",475,,83,162,165,65
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",54,,24,14,13,3
"Obreros construc., conf., papel, fab., instr. (080)",34,,14,14,5,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",352,11,164,84,68,25
"Ocupación no especificada (083)",39,1,10,13,9,6
"Hombres (084)",962,7,300,304,260,91
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",8,,1,4,3,
"Profes., científicos e intelectuales (086)",34,,5,24,5,
"Técnicos de nivel medio y trab. asimilados (087)",7,,2,4,1,
"Jefes y empleados de oficina (088)",11,,3,5,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,,14,7,8,3
"Agricult. trabaj. calif.agrop. y pesqueros (090)",464,,83,157,161,63
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",52,,24,14,12,2
"Obreros construc., conf., papel, fab., instr. (092)",34,,14,14,5,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",313,7,150,74,61,21
"Ocupación no especificada (095)",7,,4,1,1,1
"Mujeres (096)",159,5,48,60,33,13
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,2,,,
"Profes., científicos e intelectuales (098)",30,,8,19,3,
"Técnicos de nivel medio y trab. asimilados (099)",4,,,4,,
"Jefes y empleados de oficina (100)",6,,4,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",33,,14,8,10,1
"Agricult. trabaj. calif.agrop. y pesqueros (102)",11,,,5,4,2
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",2,,,,1,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",39,4,14,10,7,4
"Ocupación no especificada (107)",32,1,6,12,8,5
