"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BELLAVISTA (000)",18612,1748,3552,9807,416,2691,398
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",35,33,,,2,,
"Profes., científicos e intelectuales (002)",765,693,,66,4,2,
"Técnicos de nivel medio y trab. asimilados (003)",315,183,,109,19,4,
"Jefes y empleados de oficina (004)",295,290,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1490,233,12,1013,54,178,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7446,2,3,7156,285,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",541,,138,360,15,28,
"Obreros construc.,conf., papel, fab., instr. (008)",796,59,213,501,17,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",6396,131,3122,391,14,2340,398
"Otra (010)",25,25,,,,,
"Ocupación no especificada (011)",508,99,64,211,6,128,
"Hombres (012)",14276,973,3034,8309,357,1581,22
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",29,28,,,1,,
"Profes., científicos e intelectuales (014)",393,359,,30,3,1,
"Técnicos de nivel medio y trab. asimilados (015)",231,124,,89,15,3,
"Jefes y empleados de oficina (016)",148,148,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",643,128,,446,30,39,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",6992,2,3,6722,265,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",459,,129,294,15,21,
"Obreros construc.,conf., papel, fab., instr. (020)",786,58,209,496,17,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",4396,84,2656,173,8,1453,22
"Otra (022)",24,24,,,,,
"Ocupación no especificada (023)",175,18,37,59,3,58,
"Mujeres (024)",4336,775,518,1498,59,1110,376
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,5,,,1,,
"Profes., científicos e intelectuales (026)",372,334,,36,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",84,59,,20,4,1,
"Jefes y empleados de oficina (028)",147,142,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",847,105,12,567,24,139,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",454,,,434,20,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",82,,9,66,,7,
"Obreros construc.,conf., papel, fab., instr. (032)",10,1,4,5,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2000,47,466,218,6,887,376
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",333,81,27,152,3,70,
,,,,,,,
"URBANA (036)",10596,1523,2152,5055,280,1270,316
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,31,,,2,,
"Profes., científicos e intelectuales (038)",646,582,,59,3,2,
"Técnicos de nivel medio y trab. asimilados (039)",297,172,,102,19,4,
"Jefes y empleados de oficina (040)",283,278,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1207,222,11,782,47,145,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",3046,2,2,2879,163,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",463,,121,306,14,22,
"Obreros construc.,conf., papel, fab., instr. (044)",701,53,188,441,14,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",3647,120,1774,366,14,1057,316
"Otra (046)",25,25,,,,,
"Ocupación no especificada (047)",248,38,56,120,4,30,
"Hombres (048)",7604,880,1828,4028,228,622,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",27,26,,,1,,
"Profes., científicos e intelectuales (050)",335,303,,28,3,1,
"Técnicos de nivel medio y trab. asimilados (051)",218,115,,85,15,3,
"Jefes y empleados de oficina (052)",142,142,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",526,121,,349,26,30,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2830,2,2,2681,145,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",389,,112,248,14,15,
"Obreros construc.,conf., papel, fab., instr. (056)",691,52,184,436,14,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",2322,78,1496,157,8,565,18
"Otra (058)",24,24,,,,,
"Ocupación no especificada (059)",100,17,34,44,2,3,
"Mujeres (060)",2992,643,324,1027,52,648,298
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,5,,,1,,
"Profes., científicos e intelectuales (062)",311,279,,31,,1,
"Técnicos de nivel medio y trab. asimilados (063)",79,57,,17,4,1,
"Jefes y empleados de oficina (064)",141,136,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",681,101,11,433,21,115,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",216,,,198,18,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",74,,9,58,,7,
"Obreros construc.,conf., papel, fab., instr. (068)",10,1,4,5,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1325,42,278,209,6,492,298
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",148,21,22,76,2,27,
,,,,,,,
"RURAL (072)",8016,225,1400,4752,136,1421,82
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",119,111,,7,1,,
"Técnicos de nivel medio y trab. asimilados (075)",18,11,,7,,,
"Jefes y empleados de oficina (076)",12,12,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",283,11,1,231,7,33,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",4400,,1,4277,122,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",78,,17,54,1,6,
"Obreros construc.,conf., papel, fab., instr. (080)",95,6,25,60,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",2749,11,1348,25,,1283,82
"Ocupación no especificada (083)",260,61,8,91,2,98,
"Hombres (084)",6672,93,1206,4281,129,959,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",58,56,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",13,9,,4,,,
"Jefes y empleados de oficina (088)",6,6,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",117,7,,97,4,9,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4162,,1,4041,120,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",70,,17,46,1,6,
"Obreros construc.,conf., papel, fab., instr. (092)",95,6,25,60,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2074,6,1160,16,,888,4
"Ocupación no especificada (095)",75,1,3,15,1,55,
"Mujeres (096)",1344,132,194,471,7,462,78
"Profes., científicos e intelectuales (098)",61,55,,5,1,,
"Técnicos de nivel medio y trab. asimilados (099)",5,2,,3,,,
"Jefes y empleados de oficina (100)",6,6,,,,,
