"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ISLAY (000)",52264,26846,25418,47402,23975,23427,4862,2871,1991
"Menores de 1 año (001)",711,365,346,653,332,321,58,33,25
"Menores de 1 mes (002)",60,27,33,51,21,30,9,6,3
"De 1 a 11 meses (003)",651,338,313,602,311,291,49,27,22
"De 1 a 4 años (004)",3414,1738,1676,3129,1588,1541,285,150,135
"1 año (005)",803,414,389,728,372,356,75,42,33
"2 años (006)",902,448,454,834,419,415,68,29,39
"3 años (007)",861,432,429,784,386,398,77,46,31
"4 años (008)",848,444,404,783,411,372,65,33,32
"De 5 a 9 años (009)",4373,2174,2199,3993,1984,2009,380,190,190
"5 años (010)",853,440,413,774,406,368,79,34,45
"6 años (011)",829,391,438,758,355,403,71,36,35
"7 años (012)",872,428,444,798,388,410,74,40,34
"8 años (013)",931,470,461,850,429,421,81,41,40
"9 años (014)",888,445,443,813,406,407,75,39,36
"De 10 a 14 años (015)",4839,2436,2403,4415,2212,2203,424,224,200
"10 años (016)",948,490,458,874,449,425,74,41,33
"11 años (017)",919,449,470,843,414,429,76,35,41
"12 años (018)",933,477,456,853,434,419,80,43,37
"13 años (019)",1025,520,505,920,457,463,105,63,42
"14 años (020)",1014,500,514,925,458,467,89,42,47
"De 15 a 19 años (021)",4531,2327,2204,4122,2095,2027,409,232,177
"15 años (022)",1054,540,514,968,500,468,86,40,46
"16 años (023)",903,457,446,837,421,416,66,36,30
"17 años (024)",831,408,423,763,371,392,68,37,31
"18 años (025)",887,459,428,798,407,391,89,52,37
"19 años (026)",856,463,393,756,396,360,100,67,33
"De 20 a 24 años (027)",4137,2113,2024,3701,1849,1852,436,264,172
"20 años (028)",885,448,437,792,398,394,93,50,43
"21 años (029)",752,401,351,683,357,326,69,44,25
"22 años (030)",798,390,408,709,330,379,89,60,29
"23 años (031)",922,472,450,824,413,411,98,59,39
"24 años (032)",780,402,378,693,351,342,87,51,36
"De 25 a 29 años (033)",4096,2028,2068,3694,1769,1925,402,259,143
"25 años (034)",844,425,419,763,366,397,81,59,22
"26 años (035)",716,356,360,646,315,331,70,41,29
"27 años (036)",902,452,450,812,391,421,90,61,29
"28 años (037)",804,399,405,724,354,370,80,45,35
"29 años (038)",830,396,434,749,343,406,81,53,28
"De 30 a 34 años (039)",4190,2112,2078,3775,1848,1927,415,264,151
"30 años (040)",1007,485,522,912,432,480,95,53,42
"31 años (041)",693,351,342,632,307,325,61,44,17
"32 años (042)",862,450,412,769,391,378,93,59,34
"33 años (043)",840,414,426,751,359,392,89,55,34
"34 años (044)",788,412,376,711,359,352,77,53,24
"De 35 a 39 años (045)",3935,2014,1921,3527,1763,1764,408,251,157
