"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",64,,,3,11,6,16,3,25
"Profes., científicos e intelectuales (038)",2800,,,,40,137,593,319,1711
"Técnicos de nivel medio ytrab.asimilados (039)",1213,5,,41,207,203,462,101,194
"Jefes y empleados de oficina (040)",779,,,8,177,99,232,58,205
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",4329,163,,864,1846,411,498,218,329
"Agricult.trabaj. calif.agrop. y pesquros (042)",4932,351,4,2302,1867,120,121,57,110
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2437,59,,506,1069,221,312,95,175
"Obreros. construc., conf., papel, fab., instr (044)",2991,43,,522,1572,253,281,145,175
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",7503,473,20,2591,3238,406,349,189,237
"Otra (046)",101,,,,8,29,15,25,24
"Ocupación no especificada (047)",669,37,1,208,218,48,56,32,69
"Hombres (048)",17407,360,17,4377,7116,1273,1646,805,1813
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",45,,,2,8,4,9,2,20
"Profes., científicos e intelectuales (050)",1396,,,,19,101,244,185,847
"Técnicos de nivel medio ytrab.asimilados (051)",781,1,,21,132,152,285,70,120
"Jefes y empleados de oficina (052)",370,,,4,99,46,85,30,106
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1646,22,,263,751,169,182,110,149
"Agricult.trabaj. calif.agrop. y pesquros (054)",4014,168,4,1871,1633,99,99,47,93
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1987,15,,372,907,193,270,86,144
"Obreros. construc., conf., papel, fab., instr (056)",2838,36,,475,1509,244,267,142,165
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",3973,115,13,1304,1953,217,160,97,114
"Otra (058)",95,,,,7,27,15,22,24
"Ocupación no especificada (059)",262,3,,65,98,21,30,14,31
"Mujeres (060)",10411,771,8,2668,3137,660,1289,437,1441
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",19,,,1,3,2,7,1,5
"Profes., científicos e intelectuales (062)",1404,,,,21,36,349,134,864
"Técnicos de nivel medio ytrab.asimilados (063)",432,4,,20,75,51,177,31,74
"Jefes y empleados de oficina (064)",409,,,4,78,53,147,28,99
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2683,141,,601,1095,242,316,108,180
"Agricult.trabaj. calif.agrop. y pesquros (066)",918,183,,431,234,21,22,10,17
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",450,44,,134,162,28,42,9,31
"Obreros. construc., conf., papel, fab., instr (068)",153,7,,47,63,9,14,3,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",3530,358,7,1287,1285,189,189,92,123
"Otra (070)",6,,,,1,2,,3,
"Ocupación no especificada (071)",407,34,1,143,120,27,26,18,38
,,,,,,,,,
"RURAL (072)",15007,1113,3,7669,5335,261,294,121,211
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,,,,1,,1,1,1
"Profes., científicos e intelectuales (074)",215,,,,7,9,65,32,102
"Técnicos de nivel medio ytrab.asimilados (075)",119,,,9,29,19,39,9,14
"Jefes y empleados de oficina (076)",51,,,1,18,4,12,7,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",515,12,,166,237,33,27,19,21
"Agricult.trabaj. calif.agrop. y pesquros (078)",7344,578,1,4331,2312,49,36,16,21
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",286,3,,60,147,23,33,5,15
"Obreros. construc., conf., papel, fab., instr (080)",666,1,,149,424,36,34,12,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",5549,487,2,2846,2062,82,39,16,15
"Otra (082)",5,,,,1,,4,,
"Ocupación no especificada (083)",253,32,,107,97,6,4,4,3
"Hombres (084)",11292,567,2,5760,4335,195,195,87,151
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,,1,,1,1,1
"Profes., científicos e intelectuales (086)",123,,,,5,6,36,15,61
"Técnicos de nivel medio ytrab.asimilados (087)",85,,,3,22,17,27,6,10
"Jefes y empleados de oficina (088)",31,,,1,12,2,4,6,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",201,2,,41,94,19,10,16,19
"Agricult.trabaj. calif.agrop. y pesquros (090)",6339,355,1,3792,2092,42,29,12,16
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",239,3,,48,122,21,26,5,14
"Obreros. construc., conf., papel, fab., instr (092)",656,1,,146,420,35,32,12,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3531,202,1,1707,1521,51,26,12,11
"Otra (094)",3,,,,1,,2,,
"Ocupación no especificada (095)",80,4,,22,45,2,2,2,3
"Mujeres (096)",3715,546,1,1909,1000,66,99,34,60
"Profes., científicos e intelectuales (098)",92,,,,2,3,29,17,41
"Técnicos de nivel medio ytrab.asimilados (099)",34,,,6,7,2,12,3,4
"Jefes y empleados de oficina (100)",20,,,,6,2,8,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",314,10,,125,143,14,17,3,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",1005,223,,539,220,7,7,4,5
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",47,,,12,25,2,7,,1
"Obreros. construc., conf., papel, fab., instr (104)",10,,,3,4,1,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2018,285,1,1139,541,31,13,4,4
"Otra (106)",2,,,,,,2,,
"Ocupación no especificada (107)",173,28,,85,52,4,2,2,
