"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUARAZ (000)",139377,5524,14549,15635,14033,26796,21569,30645,10626
"Sabe leer y escribir (001)",119463,,11154,15478,13868,26175,20560,25883,6345
"No sabe leer y escribir (002)",19914,5524,3395,157,165,621,1009,4762,4281
"Hombres (004)",68053,2753,7355,8007,6963,13013,10425,14711,4826
"Sabe leer y escribir (005)",61426,,5617,7944,6919,12872,10232,13933,3909
"No sabe leer y escribir (006)",6627,2753,1738,63,44,141,193,778,917
"Mujeres (008)",71324,2771,7194,7628,7070,13783,11144,15934,5800
"Sabe leer y escribir (009)",58037,,5537,7534,6949,13303,10328,11950,2436
"No sabe leer y escribir (010)",13287,2771,1657,94,121,480,816,3984,3364
,,,,,,,,,
"URBANA (012)",103509,3898,10145,10792,10495,21129,16937,23189,6924
"Sabe leer y escribir (013)",92784,,8112,10725,10446,20924,16604,21096,4877
"No sabe leer y escribir (014)",10725,3898,2033,67,49,205,333,2093,2047
"Hombres (016)",50352,1969,5161,5492,5139,10168,8153,11121,3149
"Sabe leer y escribir (017)",46570,,4115,5461,5125,10118,8096,10858,2797
"No sabe leer y escribir (018)",3782,1969,1046,31,14,50,57,263,352
"Mujeres (020)",53157,1929,4984,5300,5356,10961,8784,12068,3775
"Sabe leer y escribir (021)",46214,,3997,5264,5321,10806,8508,10238,2080
"No sabe leer y escribir (022)",6943,1929,987,36,35,155,276,1830,1695
,,,,,,,,,
"RURAL (024)",35868,1626,4404,4843,3538,5667,4632,7456,3702
"Sabe leer y escribir (025)",26679,,3042,4753,3422,5251,3956,4787,1468
"No sabe leer y escribir (026)",9189,1626,1362,90,116,416,676,2669,2234
"Hombres (028)",17701,784,2194,2515,1824,2845,2272,3590,1677
"Sabe leer y escribir (029)",14856,,1502,2483,1794,2754,2136,3075,1112
"No sabe leer y escribir (030)",2845,784,692,32,30,91,136,515,565
"Mujeres (032)",18167,842,2210,2328,1714,2822,2360,3866,2025
"Sabe leer y escribir (033)",11823,,1540,2270,1628,2497,1820,1712,356
"No sabe leer y escribir (034)",6344,842,670,58,86,325,540,2154,1669
