"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia TACNA (000)",262731,130212,132519,245930,120937,124993,16801,9275,7526
"Menores de 1 año (001)",4219,2120,2099,3997,2004,1993,222,116,106
"Menores de 1 mes (002)",333,162,171,318,152,166,15,10,5
"De 1 a 11 meses (003)",3886,1958,1928,3679,1852,1827,207,106,101
"De 1 a 4 años (004)",18421,9444,8977,17292,8865,8427,1129,579,550
"1 año (005)",4282,2197,2085,4046,2074,1972,236,123,113
"2 años (006)",4778,2422,2356,4485,2270,2215,293,152,141
"3 años (007)",4648,2423,2225,4364,2281,2083,284,142,142
"4 años (008)",4713,2402,2311,4397,2240,2157,316,162,154
"De 5 a 9 años (009)",23070,11755,11315,21707,11046,10661,1363,709,654
"5 años (010)",4650,2357,2293,4339,2188,2151,311,169,142
"6 años (011)",4412,2220,2192,4148,2090,2058,264,130,134
"7 años (012)",4631,2357,2274,4364,2235,2129,267,122,145
"8 años (013)",4887,2514,2373,4627,2372,2255,260,142,118
"9 años (014)",4490,2307,2183,4229,2161,2068,261,146,115
"De 10 a 14 años (015)",25079,12832,12247,23643,12072,11571,1436,760,676
"10 años (016)",4839,2543,2296,4560,2400,2160,279,143,136
"11 años (017)",4712,2387,2325,4439,2244,2195,273,143,130
"12 años (018)",5231,2708,2523,4937,2551,2386,294,157,137
"13 años (019)",5155,2592,2563,4860,2429,2431,295,163,132
"14 años (020)",5142,2602,2540,4847,2448,2399,295,154,141
"De 15 a 19 años (021)",26455,13282,13173,24887,12406,12481,1568,876,692
"15 años (022)",5383,2667,2716,5060,2485,2575,323,182,141
"16 años (023)",4753,2355,2398,4473,2220,2253,280,135,145
"17 años (024)",5200,2582,2618,4859,2388,2471,341,194,147
"18 años (025)",5310,2752,2558,5003,2576,2427,307,176,131
"19 años (026)",5809,2926,2883,5492,2737,2755,317,189,128
"De 20 a 24 años (027)",26668,13045,13623,25026,12123,12903,1642,922,720
"20 años (028)",6049,2960,3089,5678,2746,2932,371,214,157
"21 años (029)",4794,2351,2443,4514,2197,2317,280,154,126
"22 años (030)",5340,2593,2747,5024,2425,2599,316,168,148
"23 años (031)",5170,2529,2641,4845,2349,2496,325,180,145
"24 años (032)",5315,2612,2703,4965,2406,2559,350,206,144
"De 25 a 29 años (033)",25579,12171,13408,24062,11318,12744,1517,853,664
"25 años (034)",5709,2752,2957,5337,2540,2797,372,212,160
"26 años (035)",4841,2278,2563,4564,2127,2437,277,151,126
"27 años (036)",5527,2645,2882,5199,2459,2740,328,186,142
"28 años (037)",5026,2382,2644,4730,2218,2512,296,164,132
"29 años (038)",4476,2114,2362,4232,1974,2258,244,140,104
"De 30 a 34 años (039)",22646,10681,11965,21352,9962,11390,1294,719,575
