"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LORETO (000)",17623,12806,1921,945,1951
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",41,1,11,7,22
"Profes., científicos e intelectuales (002)",1233,363,333,294,243
"Técnicos de nivel medio y trab. asimilados (003)",409,143,56,34,176
"Jefes y empleados de oficina (004)",389,52,18,48,271
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1304,1106,90,52,56
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6579,6110,458,10,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",817,297,83,50,387
"Obreros construc.,conf.,papel, fab., instr. (008)",840,316,153,106,265
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5343,4021,658,266,398
"Otra (010)",48,,,,48
"Ocupación no especificada (011)",620,397,61,78,84
"Hombres (012)",13440,9485,1472,754,1729
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",35,1,10,7,17
"Profes., científicos e intelectuales (014)",770,189,208,195,178
"Técnicos de nivel medio y trab. asimilados (015)",345,121,46,27,151
"Jefes y empleados de oficina (016)",274,25,15,31,203
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",737,591,51,44,51
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6013,5597,406,9,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",778,262,79,50,387
"Obreros construc.,conf.,papel, fab., instr. (020)",823,311,148,101,263
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3268,2226,458,229,355
"Otra (022)",45,,,,45
"Ocupación no especificada (023)",352,162,51,61,78
"Mujeres (024)",4183,3321,449,191,222
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,,1,,5
"Profes., científicos e intelectuales (026)",463,174,125,99,65
"Técnicos de nivel medio y trab. asimilados (027)",64,22,10,7,25
"Jefes y empleados de oficina (028)",115,27,3,17,68
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",567,515,39,8,5
"Agricult.trabaj.calif.agrop.y pesqueros (030)",566,513,52,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",39,35,4,,
"Obreros construc.,conf.,papel, fab., instr. (032)",17,5,5,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2075,1795,200,37,43
