"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",135,131,,56,47,18,10,,,,4,247
"De 30 a 34 años (025)",148,146,,59,49,23,12,3,,,2,293
"De 35 a 39 años (026)",140,140,,26,37,31,39,6,,1,,410
"De 40 a 44 años (027)",114,114,,14,30,21,35,13,1,,,382
"De 45 a 49 años (028)",98,98,,5,18,24,26,18,5,2,,406
"De 50 y más años (029)",234,232,,23,25,34,60,65,18,7,2,1091
"Casado(a) (030)",8077,8006,24,662,1518,1570,2256,1286,540,150,71,32799
"De 12 a 14 años (031)",2,,,,,,,,,,2,
"De 15 a 19 años (032)",21,16,1,7,3,3,2,,,,5,30
"De 20 a 24 años (033)",208,201,1,92,80,18,8,2,,,7,351
"De 25 a 29 años (034)",535,531,,154,211,117,47,2,,,4,1144
"De 30 a 34 años (035)",908,891,1,113,338,248,161,25,5,,17,2435
"De 35 a 39 años (036)",1035,1029,2,69,282,300,278,87,10,1,6,3397
"De 40 a 44 años (037)",1168,1163,1,53,204,284,403,166,44,8,5,4603
"De 45 a 49 años (038)",1008,1002,2,42,136,195,343,190,69,25,6,4480
"De 50 y más años (039)",3192,3173,16,132,264,405,1014,814,412,116,19,16359
"Viudo(a) (040)",1512,1492,16,105,162,221,458,346,140,44,20,7008
"De 15 a 19 años (042)",1,1,,1,,,,,,,,1
"De 20 a 24 años (043)",2,2,,,2,,,,,,,4
"De 25 a 29 años (044)",17,16,1,7,2,6,,,,,1,29
"De 30 a 34 años (045)",17,15,,1,7,1,5,1,,,2,45
"De 35 a 39 años (046)",31,30,,3,9,3,14,1,,,1,98
"De 40 a 44 años (047)",79,77,,5,13,18,22,15,3,1,2,317
"De 45 a 49 años (048)",79,79,1,3,6,14,35,15,4,1,,351
"De 50 y más años (049)",1286,1272,14,85,123,179,382,314,133,42,14,6163
"Divorciado(a) (050)",115,113,1,14,21,17,36,15,6,3,2,447
"De 20 a 24 años (053)",1,1,,,,1,,,,,,3
"De 25 a 29 años (054)",4,4,,2,2,,,,,,,6
"De 30 a 34 años (055)",4,4,,1,,1,1,1,,,,14
"De 35 a 39 años (056)",11,11,,2,6,2,1,,,,,25
"De 40 a 44 años (057)",17,17,,2,4,2,5,3,1,,,67
"De 45 a 49 años (058)",19,19,,1,2,4,8,2,2,,,80
"De 50 y más años (059)",59,57,1,6,7,7,21,9,3,3,2,252
"Soltero(a) (060)",1618,1056,18,637,231,111,59,,,,562,1668
"De 12 a 14 años (061)",7,6,,6,,,,,,,1,6
"De 15 a 19 años (062)",74,72,1,67,2,1,1,,,,2,78
"De 20 a 24 años (063)",431,215,5,180,28,1,1,,,,216,243
"De 25 a 29 años (064)",397,207,3,137,50,13,4,,,,190,292
"De 30 a 34 años (065)",236,165,2,94,44,19,6,,,,71,263
"De 35 a 39 años (066)",160,129,3,56,33,25,12,,,,31,245
"De 40 a 44 años (067)",108,87,2,32,29,16,8,,,,21,170
"De 45 a 49 años (068)",58,52,,20,15,8,9,,,,6,110
"De 50 y más años (069)",147,123,2,45,30,28,18,,,,24,261
,,,,,,,,,,,,
"URBANA (080)",12952,12398,62,2687,2919,2180,2605,1331,483,131,554,40546
"De 12 a 14 años (081)",14,6,,6,,,,,,,8,6
"De 15 a 19 años (082)",321,281,7,238,28,6,2,,,,40,320
"De 20 a 24 años (083)",1491,1311,13,835,395,52,10,6,,,180,1859
"De 25 a 29 años (084)",1871,1726,8,703,631,305,74,5,,,145,3224
"De 30 a 34 años (085)",1812,1746,3,378,652,430,249,31,3,,66,4262
"De 35 a 39 años (086)",1646,1616,3,193,459,427,427,91,14,2,30,4955
"De 40 a 44 años (087)",1469,1446,5,102,285,327,490,192,36,9,23,5431
"De 45 a 49 años (088)",1079,1068,2,56,157,205,374,192,63,19,11,4596
"De 50 y más años (089)",3249,3198,21,176,312,428,979,814,367,101,51,15893
"Conviviente (090)",4863,4756,28,1550,1410,760,698,235,59,16,107,11861
"De 12 a 14 años (091)",8,1,,1,,,,,,,7,1
"De 15 a 19 años (092)",229,195,6,164,23,2,,,,,34,216
"De 20 a 24 años (093)",977,950,8,594,301,38,5,4,,,27,1355
"De 25 a 29 años (094)",1141,1123,4,455,426,189,45,4,,,18,2089
"De 30 a 34 años (095)",859,854,1,181,319,209,131,13,,,5,2094
"De 35 a 39 años (096)",666,661,1,82,190,156,191,35,6,,5,2022
"De 40 a 44 años (097)",435,430,3,32,84,79,152,66,11,3,5,1642
"De 45 a 49 años (098)",235,233,1,18,32,47,80,38,13,4,2,978
"De 50 y más años (099)",313,309,4,23,35,40,94,75,29,9,4,1464
"Separado(a) (100)",800,792,,212,186,125,152,88,19,10,8,2458
"De 15 a 19 años (102)",20,19,,18,1,,,,,,1,20
"De 20 a 24 años (103)",75,73,,54,17,2,,,,,2,94
"De 25 a 29 años (104)",103,100,,43,37,15,5,,,,3,183
"De 30 a 34 años (105)",115,115,,44,39,20,10,2,,,,234
"De 35 a 39 años (106)",120,120,,24,33,26,32,4,,1,,342
"De 40 a 44 años (107)",97,97,,11,27,18,29,11,1,,,325
"De 45 a 49 años (108)",81,81,,5,12,18,25,15,4,2,,344
"De 50 y más años (109)",189,187,,13,20,26,51,56,14,7,2,916
"Casado(a) (110)",5136,5082,14,441,1028,1043,1388,777,313,78,54,20229
"De 15 a 19 años (112)",17,14,1,7,2,3,1,,,,3,24
"De 20 a 24 años (113)",138,133,1,61,54,11,4,2,,,5,231
"De 25 a 29 años (114)",352,350,,114,129,86,20,1,,,2,722
"De 30 a 34 años (115)",658,643,1,88,257,182,97,15,3,,15,1688
"De 35 a 39 años (116)",721,716,1,50,198,221,186,51,8,1,5,2323
"De 40 a 44 años (117)",790,787,,33,143,199,280,105,21,6,3,3063
"De 45 a 49 años (118)",655,651,1,21,96,121,230,126,44,12,4,2897
"De 50 y más años (119)",1805,1788,9,67,149,220,570,477,237,59,17,9281
"Viudo(a) (120)",987,970,9,66,111,155,297,220,87,25,17,4494
"De 15 a 19 años (122)",1,1,,1,,,,,,,,1
"De 20 a 24 años (123)",2,2,,,2,,,,,,,4
"De 25 a 29 años (124)",12,11,1,5,1,4,,,,,1,19
"De 30 a 34 años (125)",11,9,,1,4,,4,,,,2,25
"De 35 a 39 años (126)",22,21,,1,9,1,9,1,,,1,68
"De 40 a 44 años (127)",58,56,,3,10,17,16,8,2,,2,217
"De 45 a 49 años (128)",52,52,,2,4,10,24,11,,1,,223
"De 50 y más años (129)",829,818,8,53,81,123,244,200,85,24,11,3937
"Divorciado(a) (130)",79,77,,8,16,11,24,11,5,2,2,316
"De 20 a 24 años (133)",1,1,,,,1,,,,,,3
"De 25 a 29 años (134)",4,4,,2,2,,,,,,,6
"De 30 a 34 años (135)",3,3,,1,,,1,1,,,,11
"De 35 a 39 años (136)",10,10,,2,5,2,1,,,,,23
"De 40 a 44 años (137)",14,14,,2,3,1,5,2,1,,,56
"De 45 a 49 años (138)",17,17,,,2,3,8,2,2,,,76
"De 50 y más años (139)",30,28,,1,4,4,9,6,2,2,2,141
"Soltero(a) (140)",1087,721,11,410,168,86,46,,,,366,1188
"De 12 a 14 años (141)",6,5,,5,,,,,,,1,5
"De 15 a 19 años (142)",54,52,,48,2,1,1,,,,2,59
"De 20 a 24 años (143)",298,152,4,126,21,,1,,,,146,172
"De 25 a 29 años (144)",259,138,3,84,36,11,4,,,,121,205
"De 30 a 34 años (145)",166,122,1,63,33,19,6,,,,44,210
"De 35 a 39 años (146)",107,88,1,34,24,21,8,,,,19,177
"De 40 a 44 años (147)",75,62,2,21,18,13,8,,,,13,128
"De 45 a 49 años (148)",39,34,,10,11,6,7,,,,5,78
"De 50 y más años (149)",83,68,,19,23,15,11,,,,15,154
,,,,,,,,,,,,
"RURAL (160)",6531,6270,32,1190,1322,1048,1470,785,319,104,261,22269
"De 12 a 14 años (161)",10,3,,2,1,,,,,,7,4
"De 15 a 19 años (162)",174,157,4,131,20,1,1,,,,17,178
"De 20 a 24 años (163)",706,624,3,358,214,39,10,,,,82,944
"De 25 a 29 años (164)",867,789,,248,298,159,79,5,,,78,1693
"De 30 a 34 años (165)",748,716,1,133,252,163,140,24,3,,32,1908
"De 35 a 39 años (166)",689,675,5,69,168,164,192,71,6,,14,2238
"De 40 a 44 años (167)",607,596,1,48,107,123,196,89,29,3,11,2330
"De 45 a 49 años (168)",536,533,2,45,64,109,176,88,35,14,3,2284
"De 50 y más años (169)",2194,2177,16,156,198,290,676,508,246,87,17,10690
"Conviviente (170)",2307,2266,7,637,670,393,385,129,33,12,41,6049
"De 12 a 14 años (171)",7,2,,1,1,,,,,,5,3
"De 15 a 19 años (172)",145,130,3,107,19,1,,,,,15,148
"De 20 a 24 años (173)",481,472,2,261,176,28,5,,,,9,718
"De 25 a 29 años (174)",509,503,,140,191,121,47,4,,,6,1110
"De 30 a 34 años (175)",388,387,,62,147,92,73,12,1,,1,1026
"De 35 a 39 años (176)",292,291,2,24,70,74,84,33,4,,1,996
"De 40 a 44 años (177)",155,154,,12,28,30,61,18,5,,1,580
"De 45 a 49 años (178)",118,118,,12,12,22,49,17,5,1,,475
"De 50 y más años (179)",212,209,,18,26,25,66,45,18,11,3,993
"Separado(a) (180)",191,187,,60,43,31,31,17,5,,4,525
"De 15 a 19 años (182)",5,5,,5,,,,,,,,5
"De 20 a 24 años (183)",22,21,,12,5,3,1,,,,1,35
"De 25 a 29 años (184)",32,31,,13,10,3,5,,,,1,64
"De 30 a 34 años (185)",33,31,,15,10,3,2,1,,,2,59
"De 35 a 39 años (186)",20,20,,2,4,5,7,2,,,,68
"De 40 a 44 años (187)",17,17,,3,3,3,6,2,,,,57
"De 45 a 49 años (188)",17,17,,,6,6,1,3,1,,,62
"De 50 y más años (189)",45,45,,10,5,8,9,9,4,,,175
"Casado(a) (190)",2941,2924,10,221,490,527,868,509,227,72,17,12570
"De 12 a 14 años (191)",2,,,,,,,,,,2,
"De 15 a 19 años (192)",4,2,,,1,,1,,,,2,6
"De 20 a 24 años (193)",70,68,,31,26,7,4,,,,2,120
"De 25 a 29 años (194)",183,181,,40,82,31,27,1,,,2,422
"De 30 a 34 años (195)",250,248,,25,81,66,64,10,2,,2,747
"De 35 a 39 años (196)",314,313,1,19,84,79,92,36,2,,1,1074
"De 40 a 44 años (197)",378,376,1,20,61,85,123,61,23,2,2,1540
"De 45 a 49 años (198)",353,351,1,21,40,74,113,64,25,13,2,1583
"De 50 y más años (199)",1387,1385,7,65,115,185,444,337,175,57,2,7078
"Viudo(a) (200)",525,522,7,39,51,66,161,126,53,19,3,2514
"De 25 a 29 años (204)",5,5,,2,1,2,,,,,,10
"De 30 a 34 años (205)",6,6,,,3,1,1,1,,,,20
"De 35 a 39 años (206)",9,9,,2,,2,5,,,,,30
"De 40 a 44 años (207)",21,21,,2,3,1,6,7,1,1,,100
"De 45 a 49 años (208)",27,27,1,1,2,4,11,4,4,,,128
"De 50 y más años (209)",457,454,6,32,42,56,138,114,48,18,3,2226
"Divorciado(a) (210)",36,36,1,6,5,6,12,4,1,1,,131
"De 30 a 34 años (215)",1,1,,,,1,,,,,,3
"De 35 a 39 años (216)",1,1,,,1,,,,,,,2
"De 40 a 44 años (217)",3,3,,,1,1,,1,,,,11
"De 45 a 49 años (218)",2,2,,1,,1,,,,,,4
"De 50 y más años (219)",29,29,1,5,3,3,12,3,1,1,,111
"Soltero(a) (220)",531,335,7,227,63,25,13,,,,196,480
"De 12 a 14 años (221)",1,1,,1,,,,,,,,1
"De 15 a 19 años (222)",20,20,1,19,,,,,,,,19
"De 20 a 24 años (223)",133,63,1,54,7,1,,,,,70,71
"De 25 a 29 años (224)",138,69,,53,14,2,,,,,69,87
"De 30 a 34 años (225)",70,43,1,31,11,,,,,,27,53
"De 35 a 39 años (226)",53,41,2,22,9,4,4,,,,12,68
"De 40 a 44 años (227)",33,25,,11,11,3,,,,,8,42
"De 45 a 49 años (228)",19,18,,10,4,2,2,,,,1,32
"De 50 y más años (229)",64,55,2,26,7,13,7,,,,9,107
