"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ACOMAYO (000)",7198,44,150,398,714,1211,2665,2016
"De 12 a 14 años (001)",15,,,,,,1,14
"De 15 a 19 años (002)",146,,,,,,84,62
"De 20 a 24 años (003)",653,,,,,,391,262
"De 25 a 29 años (004)",772,,,,,18,548,206
"De 30 a 34 años (005)",822,,,,,88,570,164
"De 35 a 39 años (006)",857,,,,1,187,533,136
"De 40 a 44 años (007)",743,,,,26,250,333,134
"De 45 a 49 años (008)",591,,,1,61,250,169,110
"De 50 y más años (009)",2599,44,150,397,626,418,36,928
"Sin nivel (010)",2917,38,121,321,489,473,497,978
"De 12 a 14 años (011)",1,,,,,,1,
"De 15 a 19 años (012)",9,,,,,,5,4
"De 20 a 24 años (013)",43,,,,,,27,16
"De 25 a 29 años (014)",92,,,,,2,63,27
"De 30 a 34 años (015)",139,,,,,9,99,31
"De 35 a 39 años (016)",197,,,,1,27,129,40
"De 40 a 44 años (017)",226,,,,4,77,93,52
"De 45 a 49 años (018)",246,,,1,22,103,66,54
"De 50 y más años (019)",1964,38,121,320,462,255,14,754
"Educacion Inicial (020)",32,,,,,3,16,13
"De 15 a 19 años (022)",1,,,,,,,1
"De 20 a 24 años (023)",5,,,,,,4,1
"De 25 a 29 años (024)",6,,,,,,4,2
"De 30 a 34 años (025)",10,,,,,1,2,7
"De 35 a 39 años (026)",10,,,,,2,6,2
"Primaria (030)",2892,6,29,65,175,574,1509,534
"De 12 a 14 años (031)",7,,,,,,,7
"De 15 a 19 años (032)",50,,,,,,30,20
"De 20 a 24 años (033)",277,,,,,,199,78
"De 25 a 29 años (034)",404,,,,,11,321,72
"De 30 a 34 años (035)",467,,,,,56,345,66
"De 35 a 39 años (036)",484,,,,,116,309,59
"De 40 a 44 años (037)",394,,,,14,135,196,49
"De 45 a 49 años (038)",260,,,,22,112,90,36
"De 50 y más años (039)",549,6,29,65,139,144,19,147
"Secundaria (040)",978,,,6,35,111,497,329
"De 12 a 14 años (041)",7,,,,,,,7
"De 15 a 19 años (042)",82,,,,,,47,35
"De 20 a 24 años (043)",240,,,,,,133,107
"De 25 a 29 años (044)",199,,,,,3,129,67
"De 30 a 34 años (045)",138,,,,,20,80,38
"De 35 a 39 años (046)",121,,,,,31,70,20
"De 40 a 44 años (047)",80,,,,4,28,26,22
"De 45 a 49 años (048)",53,,,,12,20,9,12
"De 50 y más años (049)",58,,,6,19,9,3,21
"Sup. no Univ. incompleta (050)",86,,,2,2,11,32,39
"De 15 a 19 años (052)",1,,,,,,1,
"De 20 a 24 años (053)",35,,,,,,10,25
