"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TACNA (000)",71207,443,1508,3952,8101,14434,21682,21087
"De 12 a 14 años (001)",79,,,,,,1,78
"De 15 a 19 años (002)",1195,,,,,,640,555
"De 20 a 24 años (003)",6615,,,,,29,3280,3306
"De 25 a 29 años (004)",10006,,,,,534,5487,3985
"De 30 a 34 años (005)",10281,,,,5,1795,5340,3141
"De 35 a 39 años (006)",9966,,,,177,3256,4182,2351
"De 40 a 44 años (007)",8385,,,3,751,3652,2080,1899
"De 45 a 49 años (008)",6643,,,62,1704,2959,583,1335
"De 50 y más años (009)",18037,443,1508,3887,5464,2209,89,4437
"Sin nivel (010)",5775,99,334,827,1237,1025,593,1660
"De 15 a 19 años (012)",6,,,,,,2,4
"De 20 a 24 años (013)",48,,,,,1,21,26
"De 25 a 29 años (014)",71,,,,,3,46,22
"De 30 a 34 años (015)",343,,,,1,77,177,88
"De 35 a 39 años (016)",426,,,,9,158,161,98
"De 40 a 44 años (017)",468,,,1,42,197,114,114
"De 45 a 49 años (018)",525,,,5,112,230,56,122
"De 50 y más años (019)",3888,99,334,821,1073,359,16,1186
"Educacion Inicial (020)",79,,,,,14,31,34
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",2,,,,,,1,1
"De 20 a 24 años (023)",13,,,,,,4,9
"De 25 a 29 años (024)",21,,,,,3,9,9
"De 30 a 34 años (025)",23,,,,,5,12,6
"De 35 a 39 años (026)",18,,,,,6,5,7
"Primaria (030)",15590,169,569,1375,2614,3734,3402,3727
"De 12 a 14 años (031)",23,,,,,,,23
"De 15 a 19 años (032)",89,,,,,,56,33
"De 20 a 24 años (033)",485,,,,,4,288,193
"De 25 a 29 años (034)",1184,,,,,85,725,374
"De 30 a 34 años (035)",1716,,,,1,392,889,434
"De 35 a 39 años (036)",1988,,,,51,741,768,428
"De 40 a 44 años (037)",2092,,,,229,960,470,433
"De 45 a 49 años (038)",1879,,,15,522,802,175,365
"De 50 y más años (039)",6134,169,569,1360,1811,750,31,1444
"Secundaria (040)",23814,115,315,806,2005,4725,9071,6777
"De 12 a 14 años (041)",54,,,,,,1,53
"De 15 a 19 años (042)",918,,,,,,496,422
"De 20 a 24 años (043)",3252,,,,,13,1902,1337
"De 25 a 29 años (044)",4274,,,,,251,2579,1444
"De 30 a 34 años (045)",3786,,,,3,746,1987,1050
"De 35 a 39 años (046)",3382,,,,76,1213,1373,720
"De 40 a 44 años (047)",2584,,,1,271,1165,583,564
"De 45 a 49 años (048)",1871,,,28,511,833,132,367
