"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",108,7,32,28,32,9
"Secundaria (034)",214,3,126,65,20,
"Superior no univ. incompleta (035)",17,,9,4,3,1
"Superior no univ. completa (036)",44,,26,16,1,1
"Superior univ. incompleta (037)",13,,6,7,,
"Superior univ. completa (038)",43,,18,19,6,
"No PEA (040)",20490,9032,5393,2639,2101,1325
"Sin nivel (041)",1725,396,230,284,381,434
"Educación inicial (042)",306,292,10,4,,
"Primaria (043)",11148,6872,1057,1283,1198,738
"Secundaria (044)",6209,1472,3381,847,409,100
"Superior no univ. incompleta (045)",454,,351,64,27,12
"Superior no univ. completa (046)",236,,119,73,31,13
"Superior univ. incompleta (047)",249,,199,28,19,3
"Superior univ. completa (048)",163,,46,56,36,25
,,,,,,
"URBANA (060)",6927,1989,1931,1376,1094,537
"Sin nivel (061)",275,26,16,38,89,106
"Educación inicial (062)",95,83,9,3,,
"Primaria (063)",2884,1468,230,377,471,338
"Secundaria (064)",2481,412,1204,517,296,52
"Superior no univ. incompleta (065)",254,,150,64,30,10
"Superior no univ. completa (066)",349,,115,150,72,12
"Superior univ. incompleta (067)",186,,126,39,18,3
"Superior univ. completa (068)",403,,81,188,118,16
"PEA (070)",2301,67,649,840,580,165
"Sin nivel (071)",67,1,3,19,30,14
"Educación inicial (072)",3,1,,2,,
"Primaria (073)",645,50,88,182,199,126
"Secundaria (074)",870,15,363,306,171,15
"Superior no univ. incompleta (075)",102,,44,40,15,3
"Superior no univ. completa (076)",236,,65,114,56,1
"Superior univ. incompleta (077)",64,,25,26,11,2
"Superior univ. completa (078)",314,,61,151,98,4
"Ocupada (080)",2146,63,583,794,546,160
"Sin nivel (081)",62,1,3,18,26,14
"Educación inicial (082)",3,1,,2,,
"Primaria (083)",614,48,82,176,185,123
"Secundaria (084)",795,13,326,280,161,15
"Superior no univ. incompleta (085)",97,,41,40,14,2
"Superior no univ. completa (086)",224,,57,112,55,
"Superior univ. incompleta (087)",59,,23,23,11,2
"Superior univ. completa (088)",292,,51,143,94,4
"Desocupada (090)",155,4,66,46,34,5
"Sin nivel (091)",5,,,1,4,
"Primaria (093)",31,2,6,6,14,3
"Secundaria (094)",75,2,37,26,10,
"Superior no univ. incompleta (095)",5,,3,,1,1
"Superior no univ. completa (096)",12,,8,2,1,1
"Superior univ. incompleta (097)",5,,2,3,,
"Superior univ. completa (098)",22,,10,8,4,
"No PEA (100)",4626,1922,1282,536,514,372
"Sin nivel (101)",208,25,13,19,59,92
"Educación inicial (102)",92,82,9,1,,
"Primaria (103)",2239,1418,142,195,272,212
"Secundaria (104)",1611,397,841,211,125,37
"Superior no univ. incompleta (105)",152,,106,24,15,7
"Superior no univ. completa (106)",113,,50,36,16,11
"Superior univ. incompleta (107)",122,,101,13,7,1
"Superior univ. completa (108)",89,,20,37,20,12
,,,,,,
"RURAL (120)",23394,7293,6450,4727,3392,1532
"Sin nivel (121)",2032,403,316,393,487,433
"Educación inicial (122)",219,213,2,4,,
"Primaria (123)",11698,5565,1397,1935,1839,962
"Secundaria (124)",7755,1112,3879,1833,824,107
"Superior no univ. incompleta (125)",538,,342,146,40,10
"Superior no univ. completa (126)",534,,252,210,69,3
"Superior univ. incompleta (127)",242,,143,68,29,2
"Superior univ. completa (128)",376,,119,138,104,15
"PEA (130)",7530,183,2339,2624,1805,579
"Sin nivel (131)",515,32,99,128,165,91
"Educación inicial (132)",5,3,1,1,,
"Primaria (133)",2789,111,482,847,913,436
"Secundaria (134)",3157,37,1339,1197,540,44
"Superior no univ. incompleta (135)",236,,97,106,28,5
"Superior no univ. completa (136)",411,,183,173,54,1
"Superior univ. incompleta (137)",115,,45,53,17,
"Superior univ. completa (138)",302,,93,119,88,2
"Ocupada (140)",7212,171,2176,2523,1770,572
"Sin nivel (141)",486,26,87,121,162,90
"Educación inicial (142)",5,3,1,1,,
"Primaria (143)",2712,106,456,825,895,430
"Secundaria (144)",3018,36,1250,1158,530,44
"Superior no univ. incompleta (145)",224,,91,102,26,5
"Superior no univ. completa (146)",379,,165,159,54,1
"Superior univ. incompleta (147)",107,,41,49,17,
"Superior univ. completa (148)",281,,85,108,86,2
"Desocupada (150)",318,12,163,101,35,7
"Sin nivel (151)",29,6,12,7,3,1
"Primaria (153)",77,5,26,22,18,6
"Secundaria (154)",139,1,89,39,10,
"Superior no univ. incompleta (155)",12,,6,4,2,
"Superior no univ. completa (156)",32,,18,14,,
"Superior univ. incompleta (157)",8,,4,4,,
"Superior univ. completa (158)",21,,8,11,2,
"No PEA (160)",15864,7110,4111,2103,1587,953
"Sin nivel (161)",1517,371,217,265,322,342
"Educación inicial (162)",214,210,1,3,,
"Primaria (163)",8909,5454,915,1088,926,526
"Secundaria (164)",4598,1075,2540,636,284,63
"Superior no univ. incompleta (165)",302,,245,40,12,5
"Superior no univ. completa (166)",123,,69,37,15,2
"Superior univ. incompleta (167)",127,,98,15,12,2
"Superior univ. completa (168)",74,,26,19,16,13
