"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",141,2,34,37,57,11
"Secundaria (034)",211,1,130,57,21,2
"Superior no univ. incompleta (035)",36,,18,10,7,1
"Superior no univ. completa (036)",48,,25,14,9,
"Superior univ. incompleta (037)",10,,6,,4,
"Superior univ. completa (038)",28,,11,14,2,1
"No PEA (040)",10969,3340,2943,1410,1663,1613
"Sin nivel (041)",1444,102,61,146,408,727
"Educación inicial (042)",293,280,4,9,,
"Primaria (043)",5008,2415,367,587,896,743
"Secundaria (044)",3060,543,1705,468,267,77
"Superior no univ. incompleta (045)",510,,417,61,24,8
"Superior no univ. completa (046)",293,,141,90,34,28
"Superior univ. incompleta (047)",224,,190,17,11,6
"Superior univ. completa (048)",137,,58,32,23,24
,,,,,,
"URBANA (060)",9686,1879,2719,1930,1889,1269
"Sin nivel (061)",829,39,31,93,247,419
"Educación inicial (062)",189,177,3,9,,
"Primaria (063)",3551,1351,228,461,858,653
"Secundaria (064)",3017,312,1470,673,451,111
"Superior no univ. incompleta (065)",572,,373,133,54,12
"Superior no univ. completa (066)",721,,279,302,109,31
"Superior univ. incompleta (067)",343,,212,66,58,7
"Superior univ. completa (068)",464,,123,193,112,36
"PEA (070)",3558,31,1051,1160,991,325
"Sin nivel (071)",147,1,5,27,66,48
"Educación inicial (072)",2,,,2,,
"Primaria (073)",866,17,77,193,389,190
"Secundaria (074)",1265,13,521,403,273,55
"Superior no univ. incompleta (075)",257,,125,86,41,5
"Superior no univ. completa (076)",490,,171,228,81,10
"Superior univ. incompleta (077)",170,,65,54,49,2
"Superior univ. completa (078)",361,,87,167,92,15
"Ocupada (080)",3239,28,916,1067,919,309
"Sin nivel (081)",131,1,4,21,61,44
"Primaria (083)",787,15,67,173,351,181
"Secundaria (084)",1138,12,447,367,259,53
"Superior no univ. incompleta (085)",229,,111,79,34,5
"Superior no univ. completa (086)",456,,150,218,78,10
"Superior univ. incompleta (087)",161,,59,54,46,2
"Superior univ. completa (088)",337,,78,155,90,14
"Desocupada (090)",319,3,135,93,72,16
"Sin nivel (091)",16,,1,6,5,4
"Educación inicial (092)",2,,,2,,
"Primaria (093)",79,2,10,20,38,9
"Secundaria (094)",127,1,74,36,14,2
"Superior no univ. incompleta (095)",28,,14,7,7,
"Superior no univ. completa (096)",34,,21,10,3,
"Superior univ. incompleta (097)",9,,6,,3,
"Superior univ. completa (098)",24,,9,12,2,1
"No PEA (100)",6128,1848,1668,770,898,944
"Sin nivel (101)",682,38,26,66,181,371
"Educación inicial (102)",187,177,3,7,,
"Primaria (103)",2685,1334,151,268,469,463
"Secundaria (104)",1752,299,949,270,178,56
"Superior no univ. incompleta (105)",315,,248,47,13,7
"Superior no univ. completa (106)",231,,108,74,28,21
"Superior univ. incompleta (107)",173,,147,12,9,5
"Superior univ. completa (108)",103,,36,26,20,21
,,,,,,
"RURAL (120)",7285,1542,2025,1391,1425,902
"Sin nivel (121)",989,70,47,139,309,424
"Educación inicial (122)",107,103,1,3,,
"Primaria (123)",3169,1117,367,518,758,409
"Secundaria (124)",2216,252,1158,518,250,38
"Superior no univ. incompleta (125)",329,,254,46,23,6
"Superior no univ. completa (126)",218,,90,77,38,13
"Superior univ. incompleta (127)",94,,62,15,16,1
"Superior univ. completa (128)",163,,46,75,31,11
"PEA (130)",2444,50,750,751,660,233
"Sin nivel (131)",227,6,12,59,82,68
"Educación inicial (132)",1,,,1,,
"Primaria (133)",846,36,151,199,331,129
"Secundaria (134)",908,8,402,320,161,17
"Superior no univ. incompleta (135)",134,,85,32,12,5
"Superior no univ. completa (136)",156,,57,61,32,6
"Superior univ. incompleta (137)",43,,19,10,14,
"Superior univ. completa (138)",129,,24,69,28,8
"Ocupada (140)",2264,50,659,699,627,229
"Sin nivel (141)",220,6,11,54,82,67
"Educación inicial (142)",1,,,1,,
"Primaria (143)",784,36,127,182,312,127
"Secundaria (144)",824,8,346,299,154,17
"Superior no univ. incompleta (145)",126,,81,29,12,4
"Superior no univ. completa (146)",142,,53,57,26,6
"Superior univ. incompleta (147)",42,,19,10,13,
"Superior univ. completa (148)",125,,22,67,28,8
"Desocupada (150)",180,,91,52,33,4
"Sin nivel (151)",7,,1,5,,1
"Primaria (153)",62,,24,17,19,2
"Secundaria (154)",84,,56,21,7,
"Superior no univ. incompleta (155)",8,,4,3,,1
"Superior no univ. completa (156)",14,,4,4,6,
"Superior univ. incompleta (157)",1,,,,1,
"Superior univ. completa (158)",4,,2,2,,
"No PEA (160)",4841,1492,1275,640,765,669
"Sin nivel (161)",762,64,35,80,227,356
"Educación inicial (162)",106,103,1,2,,
"Primaria (163)",2323,1081,216,319,427,280
"Secundaria (164)",1308,244,756,198,89,21
"Superior no univ. incompleta (165)",195,,169,14,11,1
"Superior no univ. completa (166)",62,,33,16,6,7
"Superior univ. incompleta (167)",51,,43,5,2,1
"Superior univ. completa (168)",34,,22,6,3,3
