"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"No PEA (040)",5654,19727,16896,274,85.6,1.4,
"De 12 a 14 años (041)",653,4,4,,100,,
"De 15 a 19 años (042)",721,114,111,38,97.4,33.3,
"De 20 a 24 años (043)",523,614,597,71,97.2,11.6,
"De 25 a 29 años (044)",419,835,797,54,95.4,6.5,
"De 30 a 34 años (045)",428,1432,1351,58,94.3,4.1,
"De 35 a 39 años (046)",369,1577,1448,39,91.8,2.5,
"De 40 a 44 años (047)",351,1808,1611,14,89.1,0.8,
"De 45 a 49 años (048)",325,1872,1625,,86.8,,
"De 50 y más años (049)",1865,11471,9352,,81.5,,
,,,,,,,
"URBANA (060)",2472,7351,6577,115,89.5,1.6,
"De 12 a 14 años (061)",218,2,2,1,100,50,
"De 15 a 19 años (062)",295,47,46,19,97.9,40.4,
"De 20 a 24 años (063)",259,255,248,28,97.3,11,
"De 25 a 29 años (064)",216,337,327,31,97,9.2,
"De 30 a 34 años (065)",209,517,502,16,97.1,3.1,
"De 35 a 39 años (066)",223,715,682,16,95.4,2.2,
"De 40 a 44 años (067)",174,733,689,4,94,0.5,
"De 45 a 49 años (068)",160,772,698,,90.4,,
"De 50 y más años (069)",718,3973,3383,,85.1,,
"PEA (070)",855,2542,2337,31,91.9,1.2,
"De 12 a 14 años (071)",15,1,1,1,100,100,
"De 15 a 19 años (072)",49,11,11,4,100,36.4,
"De 20 a 24 años (073)",92,77,76,9,98.7,11.7,
"De 25 a 29 años (074)",90,107,105,10,98.1,9.3,
"De 30 a 34 años (075)",106,217,210,3,96.8,1.4,
"De 35 a 39 años (076)",120,316,307,3,97.2,0.9,
"De 40 a 44 años (077)",87,326,311,1,95.4,0.3,
"De 45 a 49 años (078)",75,323,294,,91,,
"De 50 y más años (079)",221,1164,1022,,87.8,,
"Ocupada (080)",814,2450,2251,30,91.9,1.2,
"De 12 a 14 años (081)",15,1,1,1,100,100,
"De 15 a 19 años (082)",39,11,11,4,100,36.4,
"De 20 a 24 años (083)",86,77,76,9,98.7,11.7,
"De 25 a 29 años (084)",83,95,93,9,97.9,9.5,
"De 30 a 34 años (085)",102,212,205,3,96.7,1.4,
"De 35 a 39 años (086)",118,306,297,3,97.1,1,
"De 40 a 44 años (087)",85,319,304,1,95.3,0.3,
"De 45 a 49 años (088)",73,313,284,,90.7,,
"De 50 y más años (089)",213,1116,980,,87.8,,
"Desocupada (090)",41,92,86,1,93.5,1.1,
"De 15 a 19 años (092)",10,,,,,,
"De 20 a 24 años (093)",6,,,,,,
"De 25 a 29 años (094)",7,12,12,1,100,8.3,
"De 30 a 34 años (095)",4,5,5,,100,,
"De 35 a 39 años (096)",2,10,10,,100,,
"De 40 a 44 años (097)",2,7,7,,100,,
"De 45 a 49 años (098)",2,10,10,,100,,
"De 50 y más años (099)",8,48,42,,87.5,,
"No PEA (100)",1617,4809,4240,84,88.2,1.7,
"De 12 a 14 años (101)",203,1,1,,100,,
"De 15 a 19 años (102)",246,36,35,15,97.2,41.7,
"De 20 a 24 años (103)",167,178,172,19,96.6,10.7,
"De 25 a 29 años (104)",126,230,222,21,96.5,9.1,
"De 30 a 34 años (105)",103,300,292,13,97.3,4.3,
"De 35 a 39 años (106)",103,399,375,13,94,3.3,
"De 40 a 44 años (107)",87,407,378,3,92.9,0.7,
"De 45 a 49 años (108)",85,449,404,,90,,
"De 50 y más años (109)",497,2809,2361,,84.1,,
,,,,,,,
"RURAL (120)",5565,20778,17894,260,86.1,1.3,
"De 12 a 14 años (121)",468,3,3,,100,,
"De 15 a 19 años (122)",574,100,98,27,98,27,
"De 20 a 24 años (123)",527,597,581,66,97.3,11.1,
"De 25 a 29 años (124)",447,899,855,54,95.1,6,
"De 30 a 34 años (125)",478,1532,1441,55,94.1,3.6,
"De 35 a 39 años (126)",425,1740,1613,39,92.7,2.2,
"De 40 a 44 años (127)",410,2018,1807,17,89.5,0.8,
"De 45 a 49 años (128)",366,2087,1836,2,88,0.1,
"De 50 y más años (129)",1870,11802,9660,,81.9,,
"PEA (130)",1528,5860,5238,71,89.4,1.2,
"De 12 a 14 años (131)",18,,,,,,
"De 15 a 19 años (132)",99,22,22,4,100,18.2,
"De 20 a 24 años (133)",171,161,156,14,96.9,8.7,
"De 25 a 29 años (134)",154,294,280,21,95.2,7.1,
"De 30 a 34 años (135)",153,400,382,10,95.5,2.5,
"De 35 a 39 años (136)",159,562,540,14,96.1,2.5,
"De 40 a 44 años (137)",146,617,574,6,93,1,
"De 45 a 49 años (138)",126,664,615,2,92.6,0.3,
"De 50 y más años (139)",502,3140,2669,,85,,
"Ocupada (140)",1492,5761,5158,71,89.5,1.2,
"De 12 a 14 años (141)",18,,,,,,
"De 15 a 19 años (142)",90,21,21,4,100,19,
"De 20 a 24 años (143)",161,158,153,14,96.8,8.9,
"De 25 a 29 años (144)",151,289,275,21,95.2,7.3,
"De 30 a 34 años (145)",149,389,375,10,96.4,2.6,
"De 35 a 39 años (146)",158,558,536,14,96.1,2.5,
"De 40 a 44 años (147)",145,610,567,6,93,1,
"De 45 a 49 años (148)",125,655,607,2,92.7,0.3,
"De 50 y más años (149)",495,3081,2624,,85.2,,
"Desocupada (150)",36,99,80,,80.8,,
"De 15 a 19 años (152)",9,1,1,,100,,
"De 20 a 24 años (153)",10,3,3,,100,,
"De 25 a 29 años (154)",3,5,5,,100,,
"De 30 a 34 años (155)",4,11,7,,63.6,,
"De 35 a 39 años (156)",1,4,4,,100,,
"De 40 a 44 años (157)",1,7,7,,100,,
"De 45 a 49 años (158)",1,9,8,,88.9,,
"De 50 y más años (159)",7,59,45,,76.3,,
"No PEA (160)",4037,14918,12656,189,84.8,1.3,
"De 12 a 14 años (161)",450,3,3,,100,,
"De 15 a 19 años (162)",475,78,76,23,97.4,29.5,
"De 20 a 24 años (163)",356,436,425,52,97.5,11.9,
"De 25 a 29 años (164)",293,605,575,33,95,5.5,
"De 30 a 34 años (165)",325,1132,1059,45,93.6,4,
"De 35 a 39 años (166)",266,1178,1073,25,91.1,2.1,
"De 40 a 44 años (167)",264,1401,1233,11,88,0.8,
"De 45 a 49 años (168)",240,1423,1221,,85.8,,
"De 50 y más años (169)",1368,8662,6991,,80.7,,
