"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MARISCAL CACERES (000)",47263,2463,5397,6323,5401,8117,7176,10089,2297
"Sin nivel (001)",4923,2463,473,98,99,207,340,801,442
"Educación inicial (002)",1344,,1295,18,8,12,11,,
"Primaria (003)",22583,,3629,4254,1490,3178,3218,5271,1543
"Secundaria (004)",14035,,,1953,3559,3344,2316,2669,194
"Superior no univ. incompleto (005)",1169,,,,173,466,271,241,18
"Superior no univ. completo (006)",1578,,,,,449,551,518,60
"Superior univ. incompleto (007)",593,,,,72,225,129,159,8
"Superior univ. completo (008)",1038,,,,,236,340,430,32
"Hombres (010)",25133,1237,2780,3285,2900,4249,3816,5724,1142
"Sin nivel (011)",2197,1237,260,45,58,88,121,258,130
"Educación inicial (012)",724,,702,10,3,6,3,,
"Primaria (013)",11821,,1818,2212,794,1593,1629,2963,812
"Secundaria (014)",7999,,,1018,1939,1880,1346,1688,128
"Superior no univ. incompleto (015)",621,,,,71,231,145,161,13
"Superior no univ. completo (016)",800,,,,,211,284,271,34
"Superior univ. incompleto (017)",357,,,,35,117,79,120,6
"Superior univ. completo (018)",614,,,,,123,209,263,19
"Mujeres (020)",22130,1226,2617,3038,2501,3868,3360,4365,1155
"Sin nivel (021)",2726,1226,213,53,41,119,219,543,312
"Educación inicial (022)",620,,593,8,5,6,8,,
"Primaria (023)",10762,,1811,2042,696,1585,1589,2308,731
"Secundaria (024)",6036,,,935,1620,1464,970,981,66
"Superior no univ. incompleto (025)",548,,,,102,235,126,80,5
"Superior no univ. completo (026)",778,,,,,238,267,247,26
"Superior univ. incompleto (027)",236,,,,37,108,50,39,2
"Superior univ. completo (028)",424,,,,,113,131,167,13
,,,,,,,,,
"URBANA (030)",29526,1372,3041,3853,3561,4949,4545,6606,1599
"Sin nivel (031)",2329,1372,192,36,38,75,114,296,206
"Educación inicial (032)",778,,743,16,6,7,6,,
"Primaria (033)",11960,,2106,2303,669,1270,1541,2950,1121
"Secundaria (034)",10463,,,1498,2621,2344,1712,2124,164
"Superior no univ. incompleto (035)",1052,,,,159,419,250,207,17
