"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1438,,,,,403,494,483,58
"Superior univ. incompleto (037)",522,,,,68,205,109,133,7
"Superior univ. completo (038)",984,,,,,226,319,413,26
"Hombres (040)",15119,685,1556,1955,1884,2472,2275,3539,753
"Sin nivel (041)",1033,685,105,19,25,34,40,79,46
"Educación inicial (042)",405,,388,9,2,3,3,,
"Primaria (043)",5851,,1063,1159,359,580,694,1457,539
"Secundaria (044)",5689,,,768,1398,1238,910,1271,104
"Superior no univ. incompleto (045)",553,,,,65,208,132,136,12
"Superior no univ. completo (046)",708,,,,,184,242,249,33
"Superior univ. incompleto (047)",307,,,,35,107,63,97,5
"Superior univ. completo (048)",573,,,,,118,191,250,14
"Mujeres (050)",14407,687,1485,1898,1677,2477,2270,3067,846
"Sin nivel (051)",1296,687,87,17,13,41,74,217,160
"Educación inicial (052)",373,,355,7,4,4,3,,
"Primaria (053)",6109,,1043,1144,310,690,847,1493,582
"Secundaria (054)",4774,,,730,1223,1106,802,853,60
"Superior no univ. incompleto (055)",499,,,,94,211,118,71,5
"Superior no univ. completo (056)",730,,,,,219,252,234,25
"Superior univ. incompleto (057)",215,,,,33,98,46,36,2
"Superior univ. completo (058)",411,,,,,108,128,163,12
,,,,,,,,,
"RURAL (060)",17737,1091,2356,2470,1840,3168,2631,3483,698
"Sin nivel (061)",2594,1091,281,62,61,132,226,505,236
"Educación inicial (062)",566,,552,2,2,5,5,,
"Primaria (063)",10623,,1523,1951,821,1908,1677,2321,422
"Secundaria (064)",3572,,,455,938,1000,604,545,30
"Superior no univ. incompleto (065)",117,,,,14,47,21,34,1
"Superior no univ. completo (066)",140,,,,,46,57,35,2
"Superior univ. incompleto (067)",71,,,,4,20,20,26,1
"Superior univ. completo (068)",54,,,,,10,21,17,6
"Hombres (070)",10014,552,1224,1330,1016,1777,1541,2185,389
"Sin nivel (071)",1164,552,155,26,33,54,81,179,84
"Educación inicial (072)",319,,314,1,1,3,,,
"Primaria (073)",5970,,755,1053,435,1013,935,1506,273
"Secundaria (074)",2310,,,250,541,642,436,417,24
"Superior no univ. incompleto (075)",68,,,,6,23,13,25,1
"Superior no univ. completo (076)",92,,,,,27,42,22,1
"Superior univ. incompleto (077)",50,,,,,10,16,23,1
"Superior univ. completo (078)",41,,,,,5,18,13,5
"Mujeres (080)",7723,539,1132,1140,824,1391,1090,1298,309
"Sin nivel (081)",1430,539,126,36,28,78,145,326,152
"Educación inicial (082)",247,,238,1,1,2,5,,
"Primaria (083)",4653,,768,898,386,895,742,815,149
"Secundaria (084)",1262,,,205,397,358,168,128,6
"Superior no univ. incompleto (085)",49,,,,8,24,8,9,
"Superior no univ. completo (086)",48,,,,,19,15,13,1
"Superior univ. incompleto (087)",21,,,,4,10,4,3,
"Superior univ. completo (088)",13,,,,,5,3,4,1
