"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SAN PABLO (000)",6208,45,185,410,747,1272,2237,1312
"De 12 a 14 años (001)",7,,,,,,2,5
"De 15 a 19 años (002)",241,,,,,,163,78
"De 20 a 24 años (003)",640,,,,,1,426,213
"De 25 a 29 años (004)",716,,,,,36,491,189
"De 30 a 34 años (005)",688,,,,,121,428,139
"De 35 a 39 años (006)",762,,,,10,237,388,127
"De 40 a 44 años (007)",607,,,,34,248,227,98
"De 45 a 49 años (008)",513,,,1,95,258,97,62
"De 50 y más años (009)",2034,45,185,409,608,371,15,401
"Sin nivel (010)",2105,40,146,261,384,458,400,416
"De 15 a 19 años (012)",20,,,,,,11,9
"De 20 a 24 años (013)",61,,,,,1,39,21
"De 25 a 29 años (014)",80,,,,,2,53,25
"De 30 a 34 años (015)",115,,,,,18,73,24
"De 35 a 39 años (016)",182,,,,,61,99,22
"De 40 a 44 años (017)",171,,,,7,75,65,24
"De 45 a 49 años (018)",204,,,1,23,113,50,17
"De 50 y más años (019)",1272,40,146,260,354,188,10,274
"Educacion Inicial (020)",5,,,,,1,3,1
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",1,,,,,,,1
"De 25 a 29 años (024)",1,,,,,,1,
"De 30 a 34 años (025)",2,,,,,1,1,
"Primaria (030)",3001,4,35,136,319,614,1320,573
"De 12 a 14 años (031)",5,,,,,,2,3
"De 15 a 19 años (032)",129,,,,,,86,43
"De 20 a 24 años (033)",392,,,,,,286,106
"De 25 a 29 años (034)",432,,,,,20,309,103
"De 30 a 34 años (035)",388,,,,,63,255,70
"De 35 a 39 años (036)",409,,,,6,124,216,63
"De 40 a 44 años (037)",329,,,,24,133,123,49
"De 45 a 49 años (038)",236,,,,60,111,39,26
"De 50 y más años (039)",681,4,35,136,229,163,4,110
"Secundaria (040)",730,1,3,10,32,132,352,200
"De 12 a 14 años (041)",2,,,,,,,2
"De 15 a 19 años (042)",91,,,,,,65,26
"De 20 a 24 años (043)",137,,,,,,72,65
"De 25 a 29 años (044)",139,,,,,11,94,34
"De 30 a 34 años (045)",116,,,,,29,68,19
"De 35 a 39 años (046)",89,,,,3,32,33,21
"De 40 a 44 años (047)",54,,,,1,25,14,14
"De 45 a 49 años (048)",46,,,,12,21,5,8
"De 50 y más años (049)",56,1,3,10,16,14,1,11
"Sup. no Univ. incompleta (050)",72,,,1,1,10,42,18
"De 20 a 24 años (053)",25,,,,,,18,7
"De 25 a 29 años (054)",17,,,,,2,9,6
"De 30 a 34 años (055)",11,,,,,2,7,2
