"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",83,,,,26,8,19,10,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",237,,,44,133,13,20,6,21
"Agricult.trabaj. calif.agrop. y pesquros (042)",603,41,1,271,245,19,15,3,8
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",70,1,,15,40,4,8,1,1
"Obreros. construc., conf., papel, fab., instr (044)",169,1,,26,111,9,8,9,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",713,36,2,256,350,23,25,13,8
"Otra (046)",23,,,,3,4,9,5,2
"Ocupación no especificada (047)",66,1,,25,27,3,4,2,4
"Hombres (048)",1590,32,1,385,742,72,138,49,171
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",18,,,,9,3,,2,4
"Profes., científicos e intelectuales (050)",177,,,,7,3,43,2,122
"Técnicos de nivel medio ytrab.asimilados (051)",50,,,2,2,8,26,3,9
"Jefes y empleados de oficina (052)",51,,,,22,4,9,8,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",99,,,12,63,6,6,4,8
"Agricult.trabaj. calif.agrop. y pesquros (054)",449,18,,190,206,14,11,3,7
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",64,,,13,38,4,8,1,
"Obreros. construc., conf., papel, fab., instr (056)",166,1,,26,108,9,8,9,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",464,12,1,134,269,16,17,10,5
"Otra (058)",23,,,,3,4,9,5,2
"Ocupación no especificada (059)",29,1,,8,15,1,1,2,1
"Mujeres (060)",821,49,2,256,226,28,125,13,122
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,1,,,,2
"Profes., científicos e intelectuales (062)",172,,,,10,2,73,2,85
"Técnicos de nivel medio ytrab.asimilados (063)",27,1,,2,4,1,13,4,2
"Jefes y empleados de oficina (064)",32,,,,4,4,10,2,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",138,,,32,70,7,14,2,13
"Agricult.trabaj. calif.agrop. y pesquros (066)",154,23,1,81,39,5,4,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",6,1,,2,2,,,,1
"Obreros. construc., conf., papel, fab., instr (068)",3,,,,3,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",249,24,1,122,81,7,8,3,3
"Ocupación no especificada (071)",37,,,17,12,2,3,,3
,,,,,,,,,
"RURAL (072)",5851,491,6,2389,2192,148,290,86,249
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",12,,,3,3,1,4,,1
"Profes., científicos e intelectuales (074)",264,,,,27,18,65,2,152
"Técnicos de nivel medio ytrab.asimilados (075)",66,,,3,7,9,33,7,7
"Jefes y empleados de oficina (076)",50,,,,13,3,17,6,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",225,3,,58,120,8,19,9,8
"Agricult.trabaj. calif.agrop. y pesquros (078)",2047,234,3,1158,586,18,9,19,20
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",674,5,,111,442,28,62,12,14
"Obreros. construc., conf., papel, fab., instr (080)",306,3,,55,169,20,31,12,16
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2057,235,3,936,763,40,47,19,14
"Otra (082)",2,,,,,,2,,
"Ocupación no especificada (083)",148,11,,65,62,3,1,,6
"Hombres (084)",4348,172,4,1678,1900,120,213,77,184
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,,,2,2,1,3,,1
"Profes., científicos e intelectuales (086)",148,,,,11,6,27,1,103
"Técnicos de nivel medio ytrab.asimilados (087)",54,,,3,7,9,22,7,6
"Jefes y empleados de oficina (088)",35,,,,10,2,11,4,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",107,,,18,66,3,9,7,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",1567,90,2,897,518,14,9,18,19
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",661,4,,108,437,28,59,12,13
"Obreros. construc., conf., papel, fab., instr (092)",302,3,,54,168,20,30,12,15
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1367,72,2,560,633,34,40,16,10
"Otra (094)",2,,,,,,2,,
"Ocupación no especificada (095)",96,3,,36,48,3,1,,5
"Mujeres (096)",1503,319,2,711,292,28,77,9,65
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,1,1,,1,,
"Profes., científicos e intelectuales (098)",116,,,,16,12,38,1,49
"Técnicos de nivel medio ytrab.asimilados (099)",12,,,,,,11,,1
"Jefes y empleados de oficina (100)",15,,,,3,1,6,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",118,3,,40,54,5,10,2,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",480,144,1,261,68,4,,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",13,1,,3,5,,3,,1
"Obreros. construc., conf., papel, fab., instr (104)",4,,,1,1,,1,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",690,163,1,376,130,6,7,3,4
"Ocupación no especificada (107)",52,8,,29,14,,,,1
