"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",5963,21210,17919,,383,84.5,1.8
"De 12 a 14 años (001)",724,2,2,,,100,
"De 15 a 19 años (002)",755,110,108,34,98.2,30.9,
"De 20 a 24 años (003)",591,628,606,97,96.5,15.4,
"De 25 a 29 años (004)",522,1106,1064,94,96.2,8.5,
"De 30 a 34 años (005)",435,1475,1371,62,92.9,4.2,
"De 35 a 39 años (006)",463,2118,1933,61,91.3,2.9,
"De 40 a 44 años (007)",401,2219,1981,28,89.3,1.3,
"De 45 a 49 años (008)",373,2318,2069,7,89.3,0.3,
"De 50 y más años (009)",1699,11234,8785,,78.2,,
"Conviviente (010)",1248,4129,3690,198,89.4,4.8,
"De 12 a 14 años (011)",4,,,,,,
"De 15 a 19 años (012)",102,71,69,27,97.2,38,
"De 20 a 24 años (013)",270,401,391,58,97.5,14.5,
"De 25 a 29 años (014)",252,567,548,56,96.6,9.9,
"De 30 a 34 años (015)",162,562,525,28,93.4,5,
"De 35 a 39 años (016)",166,723,662,22,91.6,3,
"De 40 a 44 años (017)",90,481,420,5,87.3,1,
"De 45 a 49 años (018)",58,379,327,2,86.3,0.5,
"De 50 y más años (019)",144,945,748,,79.2,,
"Separado(a) (020)",185,590,521,15,88.3,2.5,
"De 15 a 19 años (022)",8,7,7,2,100,28.6,
"De 20 a 24 años (023)",30,41,36,7,87.8,17.1,
"De 25 a 29 años (024)",21,43,43,3,100,7,
"De 30 a 34 años (025)",17,45,43,,95.6,,
"De 35 a 39 años (026)",17,44,42,3,95.5,6.8,
"De 40 a 44 años (027)",19,80,71,,88.8,,
"De 45 a 49 años (028)",16,72,63,,87.5,,
"De 50 y más años (029)",57,258,216,,83.7,,
"Casado(a) (030)",2170,12497,10720,157,85.8,1.3,
"De 15 a 19 años (032)",18,16,16,2,100,12.5,
"De 20 a 24 años (033)",84,149,142,29,95.3,19.5,
"De 25 a 29 años (034)",162,447,425,33,95.1,7.4,
"De 30 a 34 años (035)",207,793,736,32,92.8,4,
"De 35 a 39 años (036)",237,1257,1149,34,91.4,2.7,
"De 40 a 44 años (037)",249,1530,1373,22,89.7,1.4,
"De 45 a 49 años (038)",266,1751,1575,5,89.9,0.3,
"De 50 y más años (039)",947,6554,5304,,80.9,,
