"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",2452,323,317,910,11,728,163
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",198,181,,17,,,
"Técnicos de nivel medio y trab. asimilados (099)",33,30,,3,,,
"Jefes y empleados de oficina (100)",20,20,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",331,21,1,262,5,42,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",292,1,,287,3,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",129,,11,97,,21,
"Obreros construc.,conf.,papel, fab., instr. (104)",24,1,15,6,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1118,30,261,113,1,550,163
"Ocupación no especificada (107)",306,38,29,125,1,113,
