"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANTA (000)",86848,5084,13058,13156,9292,14515,10973,15677,5093
"Sin nivel (001)",18085,5084,1899,117,123,584,1683,5488,3107
"Educación inicial (002)",2509,,2413,28,15,20,33,,
"Primaria (003)",37757,,8746,9735,2105,4457,4759,6452,1503
"Secundaria (004)",21687,,,3276,6684,6610,2633,2196,288
"Superior no univ. incompleto (005)",1668,,,,216,863,310,246,33
"Superior no univ. completo (006)",2344,,,,,888,838,545,73
"Superior univ. incompleto (007)",1161,,,,149,627,161,202,22
"Superior univ. completo (008)",1637,,,,,466,556,548,67
"Hombres (010)",43028,2562,6640,6734,4798,7400,5371,7341,2182
"Sin nivel (011)",6165,2562,981,56,47,136,346,1214,823
"Educación inicial (012)",1257,,1222,17,7,5,6,,
"Primaria (013)",19393,,4437,4963,955,1894,2362,3763,1019
"Secundaria (014)",12663,,,1698,3612,3956,1690,1495,212
"Superior no univ. incompleto (015)",836,,,,100,392,177,144,23
"Superior no univ. completo (016)",1079,,,,,386,379,272,42
"Superior univ. incompleto (017)",733,,,,77,403,113,121,19
"Superior univ. completo (018)",902,,,,,228,298,332,44
"Mujeres (020)",43820,2522,6418,6422,4494,7115,5602,8336,2911
"Sin nivel (021)",11920,2522,918,61,76,448,1337,4274,2284
"Educación inicial (022)",1252,,1191,11,8,15,27,,
"Primaria (023)",18364,,4309,4772,1150,2563,2397,2689,484
"Secundaria (024)",9024,,,1578,3072,2654,943,701,76
"Superior no univ. incompleto (025)",832,,,,116,471,133,102,10
"Superior no univ. completo (026)",1265,,,,,502,459,273,31
"Superior univ. incompleto (027)",428,,,,72,224,48,81,3
"Superior univ. completo (028)",735,,,,,238,258,216,23
,,,,,,,,,
"URBANA (030)",40178,2036,5669,6328,4743,6874,5191,7285,2052
"Sin nivel (031)",5769,2036,486,48,46,126,429,1649,949
"Educación inicial (032)",1282,,1225,23,10,10,14,,
"Primaria (033)",14863,,3958,4140,562,1134,1640,2729,700
"Secundaria (034)",12357,,,2117,3814,3230,1495,1483,218
"Superior no univ. incompleto (035)",1357,,,,172,687,250,221,27
