"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2031,,,,,732,717,510,72
"Superior univ. incompleto (037)",1038,,,,139,554,140,185,20
"Superior univ. completo (038)",1481,,,,,401,506,508,66
"Hombres (040)",19524,1015,2895,3171,2425,3395,2436,3331,856
"Sin nivel (041)",1944,1015,273,22,17,36,89,305,187
"Educación inicial (042)",644,,618,14,5,3,4,,
"Primaria (043)",7210,,2004,2082,277,439,687,1323,398
"Secundaria (044)",6721,,,1053,1978,1784,843,911,152
"Superior no univ. incompleto (045)",641,,,,77,286,133,127,18
"Superior no univ. completo (046)",910,,,,,309,315,245,41
"Superior univ. incompleto (047)",641,,,,71,348,98,107,17
"Superior univ. completo (048)",813,,,,,190,267,313,43
"Mujeres (050)",20654,1021,2774,3157,2318,3479,2755,3954,1196
"Sin nivel (051)",3825,1021,213,26,29,90,340,1344,762
"Educación inicial (052)",638,,607,9,5,7,10,,
"Primaria (053)",7653,,1954,2058,285,695,953,1406,302
"Secundaria (054)",5636,,,1064,1836,1446,652,572,66
"Superior no univ. incompleto (055)",716,,,,95,401,117,94,9
"Superior no univ. completo (056)",1121,,,,,423,402,265,31
"Superior univ. incompleto (057)",397,,,,68,206,42,78,3
"Superior univ. completo (058)",668,,,,,211,239,195,23
,,,,,,,,,
"RURAL (060)",46670,3048,7389,6828,4549,7641,5782,8392,3041
"Sin nivel (061)",12316,3048,1413,69,77,458,1254,3839,2158
"Educación inicial (062)",1227,,1188,5,5,10,19,,
"Primaria (063)",22894,,4788,5595,1543,3323,3119,3723,803
"Secundaria (064)",9330,,,1159,2870,3380,1138,713,70
"Superior no univ. incompleto (065)",311,,,,44,176,60,25,6
"Superior no univ. completo (066)",313,,,,,156,121,35,1
"Superior univ. incompleto (067)",123,,,,10,73,21,17,2
"Superior univ. completo (068)",156,,,,,65,50,40,1
"Hombres (070)",23504,1547,3745,3563,2373,4005,2935,4010,1326
"Sin nivel (071)",4221,1547,708,34,30,100,257,909,636
"Educación inicial (072)",613,,604,3,2,2,2,,
"Primaria (073)",12183,,2433,2881,678,1455,1675,2440,621
"Secundaria (074)",5942,,,645,1634,2172,847,584,60
"Superior no univ. incompleto (075)",195,,,,23,106,44,17,5
"Superior no univ. completo (076)",169,,,,,77,64,27,1
"Superior univ. incompleto (077)",92,,,,6,55,15,14,2
"Superior univ. completo (078)",89,,,,,38,31,19,1
"Mujeres (080)",23166,1501,3644,3265,2176,3636,2847,4382,1715
"Sin nivel (081)",8095,1501,705,35,47,358,997,2930,1522
"Educación inicial (082)",614,,584,2,3,8,17,,
"Primaria (083)",10711,,2355,2714,865,1868,1444,1283,182
"Secundaria (084)",3388,,,514,1236,1208,291,129,10
"Superior no univ. incompleto (085)",116,,,,21,70,16,8,1
"Superior no univ. completo (086)",144,,,,,79,57,8,
"Superior univ. incompleto (087)",31,,,,4,18,6,3,
"Superior univ. completo (088)",67,,,,,27,19,21,
