"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SIHUAS (000)",8288,6756,611,319,602
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,,3,6,29
"Profes., científicos e intelectuales (002)",816,178,156,170,312
"Técnicos de nivel medio y trab. asimilados (003)",123,67,7,5,44
"Jefes y empleados de oficina (004)",181,21,13,33,114
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",310,296,4,2,8
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3491,3397,94,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",195,160,18,12,5
"Obreros construc.,conf.,papel, fab., instr. (008)",220,162,37,15,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2720,2314,267,72,67
"Otra (010)",14,,,,14
"Ocupación no especificada (011)",180,161,12,4,3
"Hombres (012)",5682,4569,510,240,363
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",32,,3,5,24
"Profes., científicos e intelectuales (014)",460,70,110,125,155
"Técnicos de nivel medio y trab. asimilados (015)",85,53,6,3,23
"Jefes y empleados de oficina (016)",109,11,7,15,76
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",120,112,2,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2885,2798,87,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",172,143,16,10,3
"Obreros construc.,conf.,papel, fab., instr. (020)",219,161,37,15,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1528,1169,238,65,56
"Otra (022)",14,,,,14
"Ocupación no especificada (023)",58,52,4,,2
"Mujeres (024)",2606,2187,101,79,239
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,,,1,5
"Profes., científicos e intelectuales (026)",356,108,46,45,157
"Técnicos de nivel medio y trab. asimilados (027)",38,14,1,2,21
"Jefes y empleados de oficina (028)",72,10,6,18,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",190,184,2,,4
"Agricult.trabaj.calif.agrop.y pesqueros (030)",606,599,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",23,17,2,2,2
"Obreros construc.,conf.,papel, fab., instr. (032)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1192,1145,29,7,11
